"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHUPACA (000)",19799,236,5789,6602,5382,1790
"Agric., ganadería, caza y silvicultura (001)",9637,158,2202,2868,3055,1354
"Pesca (002)",15,,2,4,7,2
"Explotación de minas y canteras (003)",236,,97,113,26,
"Industrias manufactureras (004)",1432,11,556,534,284,47
"Suministro de electricidad, gas y agua (005)",31,,6,17,8,
"Construcción (006)",734,2,239,279,182,32
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2062,21,642,749,516,134
"Venta, mant.y rep. veh.autom.y motoc. (008)",208,,103,63,34,8
"Comercio al por mayor (009)",69,,24,26,16,3
"Comercio al por menor (010)",1785,21,515,660,466,123
"Hoteles y restaurantes (011)",607,8,216,178,167,38
"Trans., almac. y comunicaciones (012)",1065,7,491,359,182,26
"Intermediación financiera (013)",14,,5,7,2,
"Activid.inmobil., empres. y alquileres (014)",369,1,140,138,78,12
"Admin.pub. y defensa; p. segur.soc afil (015)",351,,95,152,97,7
"Enseñanza (016)",1215,1,233,589,384,8
"Servicios sociales y de salud (017)",241,,76,97,64,4
"Otras activ. serv.comun.soc y personales (018)",306,4,97,104,79,22
"Hogares privados con servicio doméstico (019)",305,11,151,72,50,21
"Actividad economica no especificada (021)",417,,142,117,99,59
"Desocupado (022)",762,12,399,225,102,24
"Hombres (023)",11916,139,3688,3906,3119,1064
"Agric., ganadería, caza y silvicultura (024)",5437,100,1372,1534,1632,799
"Pesca (025)",12,,2,4,4,2
"Explotación de minas y canteras (026)",232,,95,112,25,
"Industrias manufactureras (027)",1194,7,467,454,228,38
"Suministro de electricidad, gas y agua (028)",29,,4,17,8,
"Construcción (029)",718,2,233,271,180,32
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",904,11,322,313,191,67
"Venta, mant.y rep. veh.autom.y motoc. (031)",199,,99,59,33,8
"Comercio al por mayor (032)",33,,12,15,5,1
"Comercio al por menor (033)",672,11,211,239,153,58
"Hoteles y restaurantes (034)",186,2,78,51,44,11
"Trans., almac. y comunicaciones (035)",1010,7,459,340,179,25
"Intermediación financiera (036)",8,,3,4,1,
"Activid.inmobil., empres. y alquileres (037)",280,,97,102,70,11
"Admin.pub. y defensa; p. segur.soc afil (038)",258,,52,115,84,7
"Enseñanza (039)",640,,86,282,264,8
"Servicios sociales y de salud (040)",102,,22,38,38,4
