"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia CAJABAMBA",,,
"Viviendas particulares (001)",12352,11183,1169
"Ocupantes presentes (002)",53310,48182,5128
"Casa independiente",,,
"Viviendas particulares (004)",12271,11102,1169
"Ocupantes presentes (005)",52932,47804,5128
"Departamento en edificio",,,
"Viviendas particulares (007)",7,7,
"Ocupantes presentes (008)",26,26,
"Vivienda en quinta",,,
"Viviendas particulares (010)",32,32,
"Ocupantes presentes (011)",174,174,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",32,32,
"Ocupantes presentes (014)",137,137,
"Choza o cabaña",,,
"Viviendas particulares (016)",3,3,
"Ocupantes presentes (017)",15,15,
"Vivienda improvisada",,,
"Viviendas particulares (019)",2,2,
"Ocupantes presentes (020)",6,6,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",5,5,
"Ocupantes presentes (023)",20,20,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",3969,3783,186
"Ocupantes presentes (029)",17385,16501,884
"Casa independiente",,,
"Viviendas particulares (031)",3892,3706,186
"Ocupantes presentes (032)",17025,16141,884
"Departamento en edificio",,,
"Viviendas particulares (034)",7,7,
"Ocupantes presentes (035)",26,26,
"Vivienda en quinta",,,
"Viviendas particulares (037)",32,32,
"Ocupantes presentes (038)",174,174,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",32,32,
"Ocupantes presentes (041)",137,137,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",2,2,
"Ocupantes presentes (047)",6,6,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",4,4,
"Ocupantes presentes (050)",17,17,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",8383,7400,983
"Ocupantes presentes (056)",35925,31681,4244
"Casa independiente",,,
"Viviendas particulares (058)",8379,7396,983
"Ocupantes presentes (059)",35907,31663,4244
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",3,3,
"Ocupantes presentes (071)",15,15,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",3,3,
"Otro tipo",,,
