"CUADRO Nº 1: VIVIENDAS PARTICULARES, POR CONDICIÓN DE OCUPACIÓN DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",TOTAL,"CONDICIÓN DE OCUPACIÓN",,,,,,,,
,,OCUPADA,,,,DESOCUPADA,,,,
,,TOTAL,"CON PERSONAS PRESENTES","CON PERSONAS AUSENTES","DE USO OCASIONAL",TOTAL,"EN ALQUILER O VENTA","EN CONSTRUCCIÓN O REPARACIÓN","ABANDONADA CERRADA","OTRA CAUSA"
,,,,,,,,,,
"Provincia LA MAR (000)",27097,24981,21192,2252,1537,2116,50,256,1764,46
"Casa independiente (001)",23528,21706,18588,1992,1126,1822,50,254,1482,36
"Departamento en edificio (002)",44,42,42,,,2,,1,1,
"Vivienda en quinta (003)",164,164,161,2,1,,,,,
"Vivienda en casa de vecindad (004)",117,113,111,2,,4,,1,3,
"Choza o cabaña (005)",3118,2839,2185,247,407,279,,,271,8
"Vivienda improvisada (006)",63,54,42,9,3,9,,,7,2
"Local no dest.para hab. humana (007)",49,49,49,,,,,,,
"Otro tipo (008)",14,14,14,,,,,,,
,,,,,,,,,,
"URBANA (009)",9785,9208,8294,789,125,577,24,91,447,15
"Casa independiente (010)",9345,8783,7886,776,121,562,24,89,436,13
"Departamento en edificio (011)",44,42,42,,,2,,1,1,
"Vivienda en quinta (012)",164,164,161,2,1,,,,,
"Vivienda en casa de vecindad (013)",117,113,111,2,,4,,1,3,
"Vivienda improvisada (015)",63,54,42,9,3,9,,,7,2
"Local no dest.para hab. humana (016)",40,40,40,,,,,,,
"Otro tipo (017)",12,12,12,,,,,,,
,,,,,,,,,,
"RURAL (018)",17312,15773,12898,1463,1412,1539,26,165,1317,31
"Casa independiente (019)",14183,12923,10702,1216,1005,1260,26,165,1046,23
"Choza o cabaña (023)",3118,2839,2185,247,407,279,,,271,8
"Local no dest.para hab. humana (025)",9,9,9,,,,,,,
"Otro tipo (026)",2,2,2,,,,,,,
