"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUARAZ (000)",147463,146353,697,413
"Hombres (001)",72215,71821,186,208
"Mujeres (002)",75248,74532,511,205
"Menores de 1 año (003)",2600,2368,147,85
"Hombres (004)",1338,1221,75,42
"Mujeres (005)",1262,1147,72,43
"De 1 a 5 años (006)",13837,13451,94,292
"Hombres (007)",7009,6806,49,154
"Mujeres (008)",6828,6645,45,138
"De 6 a 14 años (009)",27357,27342,2,13
"Hombres (010)",13930,13922,1,7
"Mujeres (011)",13427,13420,1,6
"De 15 a 29 años (012)",40829,40814,14,1
"Hombres (013)",19976,19968,7,1
"Mujeres (014)",20853,20846,7,
"De 30 a 44 años (015)",29999,29974,23,2
"Hombres (016)",14494,14488,5,1
"Mujeres (017)",15505,15486,18,1
"De 45 a 64 años (018)",22215,22155,55,5
"Hombres (019)",10642,10634,7,1
"Mujeres (020)",11573,11521,48,4
"De 65 a más años (021)",10626,10249,362,15
"Hombres (022)",4826,4782,42,2
"Mujeres (023)",5800,5467,320,13
,,,,
"URBANA (024)",109376,108695,390,291
"Hombres (025)",53383,53102,123,158
"Mujeres (026)",55993,55593,267,133
"Menores de 1 año (027)",1913,1738,116,59
"Hombres (028)",979,893,57,29
"Mujeres (029)",934,845,59,30
"De 1 a 5 años (030)",9845,9552,74,219
"Hombres (031)",5037,4874,39,124
"Mujeres (032)",4808,4678,35,95
"De 6 a 14 años (033)",18944,18938,2,4
"Hombres (034)",9637,9634,1,2
"Mujeres (035)",9307,9304,1,2
"De 15 a 29 años (036)",31624,31618,6,
"Hombres (037)",15307,15305,2,
"Mujeres (038)",16317,16313,4,
"De 30 a 44 años (039)",23517,23506,10,1
"Hombres (040)",11305,11301,3,1
"Mujeres (041)",12212,12205,7,
"De 45 a 64 años (042)",16609,16587,21,1
"Hombres (043)",7969,7968,1,
"Mujeres (044)",8640,8619,20,1
"De 65 a más años (045)",6924,6756,161,7
"Hombres (046)",3149,3127,20,2
"Mujeres (047)",3775,3629,141,5
,,,,
"RURAL (048)",38087,37658,307,122
"Hombres (049)",18832,18719,63,50
"Mujeres (050)",19255,18939,244,72
"Menores de 1 año (051)",687,630,31,26
"Hombres (052)",359,328,18,13
"Mujeres (053)",328,302,13,13
"De 1 a 5 años (054)",3992,3899,20,73
"Hombres (055)",1972,1932,10,30
"Mujeres (056)",2020,1967,10,43
"De 6 a 14 años (057)",8413,8404,,9
"Hombres (058)",4293,4288,,5
"Mujeres (059)",4120,4116,,4
"De 15 a 29 años (060)",9205,9196,8,1
"Hombres (061)",4669,4663,5,1
"Mujeres (062)",4536,4533,3,
"De 30 a 44 años (063)",6482,6468,13,1
"Hombres (064)",3189,3187,2,
"Mujeres (065)",3293,3281,11,1
"De 45 a 64 años (066)",5606,5568,34,4
"Hombres (067)",2673,2666,6,1
"Mujeres (068)",2933,2902,28,3
"De 65 a más años (069)",3702,3493,201,8
"Hombres (070)",1677,1655,22,
"Mujeres (071)",2025,1838,179,8
