"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia MOHO",,,,,,,,,
"Viviendas particulares (001)",9402,86,8531,9,3,8,746,6,13
"Ocupantes presentes (002)",27342,296,25193,32,4,21,1743,29,24
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8342,84,7679,9,3,7,549,5,6
"Ocupantes presentes (005)",24317,288,22708,32,4,16,1234,26,9
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,1,,,,,,,
"Ocupantes presentes (008)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",6,1,5,,,,,,
"Ocupantes presentes (011)",13,3,10,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",24,,24,,,,,,
"Ocupantes presentes (014)",76,,76,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1019,,816,,,1,197,,5
"Ocupantes presentes (017)",2908,,2385,,,5,509,,9
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,,7,,,,,1,
"Ocupantes presentes (023)",17,,14,,,,,3,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",6,,,,,,,,6
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2322,53,2205,7,1,2,49,2,3
"Ocupantes presentes (029)",7478,190,7089,25,2,5,155,6,6
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2286,51,2171,7,1,2,49,2,3
"Ocupantes presentes (032)",7373,182,6992,25,2,5,155,6,6
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,1,,,,,,,
"Ocupantes presentes (035)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",6,1,5,,,,,,
"Ocupantes presentes (038)",13,3,10,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",24,,24,,,,,,
"Ocupantes presentes (041)",76,,76,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,,5,,,,,,
"Ocupantes presentes (050)",11,,11,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",7080,33,6326,2,2,6,697,4,10
"Ocupantes presentes (056)",19864,106,18104,7,2,16,1588,23,18
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6056,33,5508,2,2,5,500,3,3
"Ocupantes presentes (059)",16944,106,15716,7,2,11,1079,20,3
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1019,,816,,,1,197,,5
"Ocupantes presentes (071)",2908,,2385,,,5,509,,9
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,2,,,,,1,
"Ocupantes presentes (077)",6,,3,,,,,3,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,,,,,,,,2
"Ocupantes presentes (080)",6,,,,,,,,6
