"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",6925,6738,25,1415,1421,1057,1373,870,435,142,187,24298
"De 12 a 14 años (001)",14,4,,3,1,,,,,,10,5
"De 15 a 19 años (002)",253,231,1,210,19,1,,,,,22,251
"De 20 a 24 años (003)",741,694,5,418,210,44,17,,,,47,1039
"De 25 a 29 años (004)",839,797,,282,297,147,67,4,,,42,1625
"De 30 a 34 años (005)",821,808,2,166,276,180,150,30,3,1,13,2122
"De 35 a 39 años (006)",799,788,,78,212,228,201,56,11,2,11,2536
"De 40 a 44 años (007)",715,705,,51,156,153,224,90,25,6,10,2655
"De 45 a 49 años (008)",578,570,3,47,79,96,174,111,55,5,8,2491
"De 50 y más años (009)",2165,2141,14,160,171,208,540,579,341,128,24,11574
"PEA (010)",1422,1362,5,341,361,215,258,121,42,19,60,4166
"De 12 a 14 años (011)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (012)",28,26,,22,4,,,,,,2,30
"De 20 a 24 años (013)",120,105,2,77,21,4,1,,,,15,135
"De 25 a 29 años (014)",181,164,,74,64,20,6,,,,17,287
"De 30 a 34 años (015)",207,200,,68,68,32,28,4,,,7,443
"De 35 a 39 años (016)",215,207,,31,73,45,49,9,,,8,581
"De 40 a 44 años (017)",231,227,,19,64,59,65,16,3,1,4,745
"De 45 a 49 años (018)",147,143,1,26,37,23,33,16,7,,4,470
"De 50 y más años (019)",291,289,2,23,30,32,76,76,32,18,2,1474
"Ocupada (020)",1398,1341,4,328,360,213,256,120,42,18,57,4121
"De 12 a 14 años (021)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (022)",25,24,,20,4,,,,,,1,28
