"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",994,5,547,270,136,36
"Conviviente (001)",246,,103,112,28,3
"Separado(a) (002)",23,,8,8,5,2
"Casado(a) (003)",193,,11,83,74,25
"Viudo(a) (004)",11,,,3,4,4
"Divorciado(a) (005)",2,,,1,1,
"Soltero(a) (006)",519,5,425,63,24,2
"Hombres (008)",734,4,371,211,115,33
"Conviviente (009)",191,,78,89,23,1
"Separado(a) (010)",12,,3,5,3,1
"Casado(a) (011)",168,,7,70,66,25
"Viudo(a) (012)",7,,,1,2,4
"Divorciado(a) (013)",2,,,1,1,
"Soltero(a) (014)",354,4,283,45,20,2
"Mujeres (016)",260,1,176,59,21,3
"Conviviente (017)",55,,25,23,5,2
"Separado(a) (018)",11,,5,3,2,1
"Casado(a) (019)",25,,4,13,8,
"Viudo(a) (020)",4,,,2,2,
"Soltero(a) (022)",165,1,142,18,4,
,,,,,,
"AREA URBANA (024)",327,1,176,97,48,5
"Conviviente (025)",71,,32,31,7,1
"Separado(a) (026)",8,,4,1,3,
"Casado(a) (027)",66,,3,31,29,3
"Viudo(a) (028)",6,,,3,2,1
"Soltero(a) (030)",176,1,137,31,7,
"Hombres (032)",224,1,115,68,36,4
"Conviviente (033)",48,,21,22,5,
"Separado(a) (034)",3,,2,,1,
"Casado(a) (035)",56,,3,26,24,3
"Viudo(a) (036)",3,,,1,1,1
"Soltero(a) (038)",114,1,89,19,5,
"Mujeres (040)",103,,61,29,12,1
"Conviviente (041)",23,,11,9,2,1
"Separado(a) (042)",5,,2,1,2,
"Casado(a) (043)",10,,,5,5,
"Viudo(a) (044)",3,,,2,1,
"Soltero(a) (046)",62,,48,12,2,
,,,,,,
"AREA RURAL (048)",667,4,371,173,88,31
"Conviviente (049)",175,,71,81,21,2
"Separado(a) (050)",15,,4,7,2,2
"Casado(a) (051)",127,,8,52,45,22
"Viudo(a) (052)",5,,,,2,3
"Divorciado(a) (053)",2,,,1,1,
"Soltero(a) (054)",343,4,288,32,17,2
"Hombres (056)",510,3,256,143,79,29
"Conviviente (057)",143,,57,67,18,1
"Separado(a) (058)",9,,1,5,2,1
"Casado(a) (059)",112,,4,44,42,22
"Viudo(a) (060)",4,,,,1,3
"Divorciado(a) (061)",2,,,1,1,
"Soltero(a) (062)",240,3,194,26,15,2
"Mujeres (064)",157,1,115,30,9,2
"Conviviente (065)",32,,14,14,3,1
"Separado(a) (066)",6,,3,2,,1
"Casado(a) (067)",15,,4,8,3,
"Viudo(a) (068)",1,,,,1,
"Soltero(a) (070)",103,1,94,6,2,
