"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",398,6,127,127,106,32
"Hogares privados con servicio doméstico (041)",47,4,31,6,4,2
"Actividad economica no especificada (043)",180,,62,66,43,9
"Mujeres (045)",7287,57,2334,2860,1800,236
"Agric., ganadería, caza y silvicultura (046)",1667,6,453,714,432,62
"Pesca (047)",16,,7,5,3,1
"Explotación de minas y canteras (048)",155,1,84,49,21,
"Industrias manufactureras (049)",216,,59,83,63,11
"Suministro de electricidad, gas y agua (050)",4,,1,2,1,
"Construcción (051)",31,,10,18,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1962,18,556,720,558,110
"Venta, mant.y rep. veh.autom.y motoc. (053)",32,,11,16,4,1
"Comercio al por mayor (054)",68,,24,24,16,4
"Comercio al por menor (055)",1862,18,521,680,538,105
"Hoteles y restaurantes (056)",692,12,254,214,187,25
"Trans., almac. y comunicaciones (057)",147,1,80,44,21,1
"Intermediación financiera (058)",37,,20,13,4,
"Activid.inmobil., empres. y alquileres (059)",195,2,84,73,36,
"Admin.pub. y defensa; p. segur.soc.afil (060)",219,,74,88,57,
"Enseñanza (061)",707,,166,388,152,1
"Servicios sociales y de salud (062)",256,,62,110,80,4
"Otras activ. serv.comun.soc y personales (063)",312,1,119,126,63,3
"Hogares privados con servicio doméstico (064)",411,15,220,104,69,3
"Actividad economica no especificada (066)",260,1,85,109,51,14
,,,,,,
"URBANA (067)",17888,146,5101,6841,4912,888
"Agric., ganadería, caza y silvicultura (068)",5296,31,1288,1964,1583,430
"Pesca (069)",615,2,192,247,163,11
"Explotación de minas y canteras (070)",289,1,120,117,46,5
"Industrias manufactureras (071)",720,9,209,263,204,35
"Suministro de electricidad, gas y agua (072)",42,,6,13,22,1
"Construcción (073)",913,3,273,369,235,33
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",3260,36,925,1178,930,191
"Venta, mant.y rep. veh.autom.y motoc. (075)",338,,122,129,77,10
"Comercio al por mayor (076)",179,,62,66,43,8
"Comercio al por menor (077)",2743,36,741,983,810,173
"Hoteles y restaurantes (078)",919,18,341,287,239,34
"Trans., almac. y comunicaciones (079)",1592,16,493,599,435,49
"Intermediación financiera (080)",82,,32,39,9,2
"Activid.inmobil., empres. y alquileres (081)",592,3,198,254,125,12
"Admin.pub. y defensa; p. segur.soc.afil (082)",700,,164,314,212,10
"Enseñanza (083)",1045,,216,549,272,8
"Servicios sociales y de salud (084)",368,,73,161,125,9
"Otras activ. serv.comun.soc y personales (085)",669,7,231,239,159,33
"Hogares privados con servicio doméstico (086)",433,19,237,103,70,4
"Actividad economica no especificada (088)",353,1,103,145,83,21
"Hombres (089)",11415,93,3111,4277,3258,676
"Agric., ganadería, caza y silvicultura (090)",3881,25,903,1358,1213,382
"Pesca (091)",603,2,187,243,161,10
"Explotación de minas y canteras (092)",268,1,111,110,41,5
"Industrias manufactureras (093)",520,9,158,186,143,24
"Suministro de electricidad, gas y agua (094)",39,,5,12,21,1
"Construcción (095)",883,3,264,351,233,32
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1464,20,432,515,407,90
"Venta, mant.y rep. veh.autom.y motoc. (097)",307,,112,113,73,9
"Comercio al por mayor (098)",113,,38,44,27,4
"Comercio al por menor (099)",1044,20,282,358,307,77
"Hoteles y restaurantes (100)",300,7,126,93,64,10
"Trans., almac. y comunicaciones (101)",1448,15,416,555,414,48
"Intermediación financiera (102)",46,,13,26,5,2
"Activid.inmobil., empres. y alquileres (103)",407,1,121,183,90,12
"Admin.pub. y defensa; p. segur.soc.afil (104)",497,,96,233,158,10
"Enseñanza (105)",365,,58,176,124,7
"Servicios sociales y de salud (106)",117,,14,53,45,5
"Otras activ. serv.comun.soc y personales (107)",378,6,124,119,99,30
"Hogares privados con servicio doméstico (108)",42,4,29,5,3,1
"Actividad economica no especificada (110)",157,,54,59,37,7
"Mujeres (112)",6473,53,1990,2564,1654,212
"Agric., ganadería, caza y silvicultura (113)",1415,6,385,606,370,48
"Pesca (114)",12,,5,4,2,1
"Explotación de minas y canteras (115)",21,,9,7,5,
"Industrias manufactureras (116)",200,,51,77,61,11
"Suministro de electricidad, gas y agua (117)",3,,1,1,1,
"Construcción (118)",30,,9,18,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1796,16,493,663,523,101
"Venta, mant.y rep. veh.autom.y motoc. (120)",31,,10,16,4,1
"Comercio al por mayor (121)",66,,24,22,16,4
"Comercio al por menor (122)",1699,16,459,625,503,96
"Hoteles y restaurantes (123)",619,11,215,194,175,24
"Trans., almac. y comunicaciones (124)",144,1,77,44,21,1
"Intermediación financiera (125)",36,,19,13,4,
"Activid.inmobil., empres. y alquileres (126)",185,2,77,71,35,
"Admin.pub. y defensa; p. segur.soc.afil (127)",203,,68,81,54,
"Enseñanza (128)",680,,158,373,148,1
"Servicios sociales y de salud (129)",251,,59,108,80,4
"Otras activ. serv.comun.soc y personales (130)",291,1,107,120,60,3
"Hogares privados con servicio doméstico (131)",391,15,208,98,67,3
"Actividad economica no especificada (133)",196,1,49,86,46,14
,,,,,,
"RURAL (134)",4294,25,1856,1421,786,206
"Agric., ganadería, caza y silvicultura (135)",1166,6,290,373,341,156
"Pesca (136)",407,1,149,162,83,12
"Explotación de minas y canteras (137)",1913,11,1084,600,208,10
"Industrias manufactureras (138)",55,,26,16,11,2
"Suministro de electricidad, gas y agua (139)",2,,1,1,,
"Construcción (140)",51,,13,24,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",243,3,91,82,54,13
"Venta, mant.y rep. veh.autom.y motoc. (142)",15,,8,6,1,
"Comercio al por mayor (143)",5,,1,4,,
"Comercio al por menor (144)",223,3,82,72,53,13
"Hoteles y restaurantes (145)",97,2,48,29,16,2
"Trans., almac. y comunicaciones (146)",81,2,36,24,17,2
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",51,,20,22,6,3
"Admin.pub. y defensa; p. segur.soc.afil (149)",30,,8,14,7,1
"Enseñanza (150)",36,,10,21,5,
"Servicios sociales y de salud (151)",8,,6,2,,
"Otras activ. serv.comun.soc y personales (152)",41,,15,14,10,2
"Hogares privados con servicio doméstico (153)",25,,14,7,3,1
"Actividad economica no especificada (155)",87,,44,30,11,2
"Hombres (156)",3480,21,1512,1125,640,182
"Agric., ganadería, caza y silvicultura (157)",914,6,222,265,279,142
"Pesca (158)",403,1,147,161,82,12
"Explotación de minas y canteras (159)",1779,10,1009,558,192,10
"Industrias manufactureras (160)",39,,18,10,9,2
"Suministro de electricidad, gas y agua (161)",1,,1,,,
"Construcción (162)",50,,12,24,14,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",77,1,28,25,19,4
"Venta, mant.y rep. veh.autom.y motoc. (164)",14,,7,6,1,
"Comercio al por mayor (165)",3,,1,2,,
"Comercio al por menor (166)",60,1,20,17,18,4
"Hoteles y restaurantes (167)",24,1,9,9,4,1
"Trans., almac. y comunicaciones (168)",78,2,33,24,17,2
"Activid.inmobil., empres. y alquileres (170)",41,,13,20,5,3
"Admin.pub. y defensa; p. segur.soc.afil (171)",14,,2,7,4,1
"Enseñanza (172)",9,,2,6,1,
"Servicios sociales y de salud (173)",3,,3,,,
"Otras activ. serv.comun.soc y personales (174)",20,,3,8,7,2
"Hogares privados con servicio doméstico (175)",5,,2,1,1,1
"Actividad economica no especificada (177)",23,,8,7,6,2
"Mujeres (179)",814,4,344,296,146,24
"Agric., ganadería, caza y silvicultura (180)",252,,68,108,62,14
"Pesca (181)",4,,2,1,1,
"Explotación de minas y canteras (182)",134,1,75,42,16,
"Industrias manufactureras (183)",16,,8,6,2,
"Suministro de electricidad, gas y agua (184)",1,,,1,,
"Construcción (185)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",166,2,63,57,35,9
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",2,,,2,,
"Comercio al por menor (189)",163,2,62,55,35,9
"Hoteles y restaurantes (190)",73,1,39,20,12,1
"Trans., almac. y comunicaciones (191)",3,,3,,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",10,,7,2,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",16,,6,7,3,
"Enseñanza (195)",27,,8,15,4,
"Servicios sociales y de salud (196)",5,,3,2,,
"Otras activ. serv.comun.soc y personales (197)",21,,12,6,3,
"Hogares privados con servicio doméstico (198)",20,,12,6,2,
"Actividad economica no especificada (200)",64,,36,23,5,
