"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CALCA (000)",56788,22159,3237,966,30531
"Hombres (001)",28565,10801,1618,594,15610
"Mujeres (002)",28223,11358,1619,372,14921
"PEA (003)",22180,5743,1661,501,14327
"Hombres (004)",15374,4037,966,374,10037
"Mujeres (005)",6806,1706,695,127,4290
"Ocupada (006)",21690,5646,1647,492,13956
"Hombres (007)",15041,3971,956,368,9785
"Mujeres (008)",6649,1675,691,124,4171
"Desocupada (009)",490,97,14,9,371
"Hombres (010)",333,66,10,6,252
"Mujeres (011)",157,31,4,3,119
"No PEA (012)",34608,16416,1576,465,16204
"Hombres (013)",13191,6764,652,220,5573
"Mujeres (014)",21417,9652,924,245,10631
,,,,,
"URBANA (018)",20639,4272,2408,736,13266
"Hombres (019)",10179,2080,1173,459,6494
"Mujeres (020)",10460,2192,1235,277,6772
"PEA (021)",9088,830,1239,407,6640
"Hombres (022)",5546,493,677,298,4099
"Mujeres (023)",3542,337,562,109,2541
"Ocupada (024)",8795,806,1226,400,6391
"Hombres (025)",5361,480,668,293,3941
"Mujeres (026)",3434,326,558,107,2450
"Desocupada (027)",293,24,13,7,249
"Hombres (028)",185,13,9,5,158
"Mujeres (029)",108,11,4,2,91
"No PEA (030)",11551,3442,1169,329,6626
"Hombres (031)",4633,1587,496,161,2395
"Mujeres (032)",6918,1855,673,168,4231
,,,,,
"RURAL (036)",36149,17887,829,230,17265
"Hombres (037)",18386,8721,445,135,9116
"Mujeres (038)",17763,9166,384,95,8149
"PEA (039)",13092,4913,422,94,7687
"Hombres (040)",9828,3544,289,76,5938
"Mujeres (041)",3264,1369,133,18,1749
"Ocupada (042)",12895,4840,421,92,7565
"Hombres (043)",9680,3491,288,75,5844
"Mujeres (044)",3215,1349,133,17,1721
"Desocupada (045)",197,73,1,2,122
"Hombres (046)",148,53,1,1,94
"Mujeres (047)",49,20,,1,28
"No PEA (048)",23057,12974,407,136,9578
"Hombres (049)",8558,5177,156,59,3178
"Mujeres (050)",14499,7797,251,77,6400
