"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAYLAS (000)",15872,2273,3052,7839,255,2241,212
"Sin nivel (001)",2153,18,379,1244,29,454,29
"Educación inicial (002)",20,1,8,9,,1,1
"Primaria (003)",7056,138,1559,3942,118,1188,111
"Secundaria (004)",3644,434,878,1746,47,491,48
"Superior no univ. incompleta (005)",500,164,67,214,13,28,14
"Superior no univ. completa (006)",1242,741,105,341,16,33,6
"Superior univ. incompleta (007)",351,177,20,117,9,26,2
"Superior univ. completa (008)",906,600,36,226,23,20,1
"Hombres (010)",11543,1295,2499,6266,216,1263,4
"Sin nivel (011)",1380,6,252,955,25,141,1
"Educación inicial (012)",14,,4,9,,1,
"Primaria (013)",5508,93,1279,3321,102,711,2
"Secundaria (014)",2843,309,773,1368,36,356,1
"Superior no univ. incompleta (015)",317,85,58,147,12,15,
"Superior no univ. completa (016)",672,347,89,210,13,13,
"Superior univ. incompleta (017)",244,111,17,90,9,17,
"Superior univ. completa (018)",565,344,27,166,19,9,
"Mujeres (020)",4329,978,553,1573,39,978,208
"Sin nivel (021)",773,12,127,289,4,313,28
"Educación inicial (022)",6,1,4,,,,1
"Primaria (023)",1548,45,280,621,16,477,109
"Secundaria (024)",801,125,105,378,11,135,47
"Superior no univ. incompleta (025)",183,79,9,67,1,13,14
"Superior no univ. completa (026)",570,394,16,131,3,20,6
"Superior univ. incompleta (027)",107,66,3,27,,9,2
"Superior univ. completa (028)",341,256,9,60,4,11,1
,,,,,,,
"URBANA (030)",6568,1909,1190,2817,90,399,163
"Sin nivel (031)",318,7,92,163,1,35,20
"Educación inicial (032)",7,1,3,2,,,1
"Primaria (033)",1752,90,449,962,21,151,79
"Secundaria (034)",1982,347,477,957,22,137,42
"Superior no univ. incompleta (035)",388,139,46,165,8,17,13
"Superior no univ. completa (036)",995,612,72,269,13,24,5
"Superior univ. incompleta (037)",298,158,15,98,6,19,2
"Superior univ. completa (038)",828,555,36,201,19,16,1
"Hombres (040)",4040,1058,943,1783,69,185,2
"Sin nivel (041)",110,2,51,50,,7,
"Educación inicial (042)",3,,1,2,,,
"Primaria (043)",1084,58,338,604,14,68,2
"Secundaria (044)",1404,242,413,656,15,78,
"Superior no univ. incompleta (045)",229,71,40,105,7,6,
"Superior no univ. completa (046)",501,274,61,148,11,7,
"Superior univ. incompleta (047)",198,97,12,72,6,11,
"Superior univ. completa (048)",511,314,27,146,16,8,
"Mujeres (050)",2528,851,247,1034,21,214,161
"Sin nivel (051)",208,5,41,113,1,28,20
"Educación inicial (052)",4,1,2,,,,1
"Primaria (053)",668,32,111,358,7,83,77
"Secundaria (054)",578,105,64,301,7,59,42
"Superior no univ. incompleta (055)",159,68,6,60,1,11,13
"Superior no univ. completa (056)",494,338,11,121,2,17,5
"Superior univ. incompleta (057)",100,61,3,26,,8,2
"Superior univ. completa (058)",317,241,9,55,3,8,1
,,,,,,,
"RURAL (060)",9304,364,1862,5022,165,1842,49
"Sin nivel (061)",1835,11,287,1081,28,419,9
"Educación inicial (062)",13,,5,7,,1,
"Primaria (063)",5304,48,1110,2980,97,1037,32
"Secundaria (064)",1662,87,401,789,25,354,6
"Superior no univ. incompleta (065)",112,25,21,49,5,11,1
"Superior no univ. completa (066)",247,129,33,72,3,9,1
"Superior univ. incompleta (067)",53,19,5,19,3,7,
"Superior univ. completa (068)",78,45,,25,4,4,
"Hombres (070)",7503,237,1556,4483,147,1078,2
"Sin nivel (071)",1270,4,201,905,25,134,1
"Educación inicial (072)",11,,3,7,,1,
"Primaria (073)",4424,35,941,2717,88,643,
"Secundaria (074)",1439,67,360,712,21,278,1
"Superior no univ. incompleta (075)",88,14,18,42,5,9,
"Superior no univ. completa (076)",171,73,28,62,2,6,
"Superior univ. incompleta (077)",46,14,5,18,3,6,
"Superior univ. completa (078)",54,30,,20,3,1,
"Mujeres (080)",1801,127,306,539,18,764,47
"Sin nivel (081)",565,7,86,176,3,285,8
"Educación inicial (082)",2,,2,,,,
"Primaria (083)",880,13,169,263,9,394,32
"Secundaria (084)",223,20,41,77,4,76,5
"Superior no univ. incompleta (085)",24,11,3,7,,2,1
"Superior no univ. completa (086)",76,56,5,10,1,3,1
"Superior univ. incompleta (087)",7,5,,1,,1,
"Superior univ. completa (088)",24,15,,5,1,3,
