"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia AREQUIPA",,,,,,,,,
"Viviendas particulares (001)",167674,13746,4920,1006,2135,658,641,634,143934
"Ocupantes presentes (002)",718024,50261,19257,4086,9330,2904,2848,2838,626500
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",152761,13552,4843,987,2057,642,618,617,129445
"Ocupantes presentes (005)",665839,49721,18971,4002,9067,2825,2770,2778,575705
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",7973,13,13,2,17,4,,9,7915
"Ocupantes presentes (008)",26930,39,48,9,65,19,,25,26725
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3342,39,11,5,19,6,7,2,3253
"Ocupantes presentes (011)",12544,120,49,28,72,29,22,4,12220
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3091,35,27,1,31,5,11,5,2976
"Ocupantes presentes (014)",11285,100,104,7,96,21,40,29,10888
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",16,6,1,1,,,1,,7
"Ocupantes presentes (017)",46,17,8,3,,,5,,13
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",236,85,22,8,4,1,1,,115
"Ocupantes presentes (020)",678,225,64,26,10,10,1,,342
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",246,14,3,2,7,,3,1,216
"Ocupantes presentes (023)",686,37,13,11,20,,10,2,593
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",9,2,,,,,,,7
"Ocupantes presentes (026)",16,2,,,,,,,14
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",166806,13636,4867,995,2092,653,633,632,143298
"Ocupantes presentes (029)",715047,49845,19098,4050,9155,2886,2808,2832,624373
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",151910,13448,4791,977,2014,637,612,615,128816
"Ocupantes presentes (032)",662912,49322,18820,3969,8892,2807,2739,2772,573591
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",7973,13,13,2,17,4,,9,7915
"Ocupantes presentes (035)",26930,39,48,9,65,19,,25,26725
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3342,39,11,5,19,6,7,2,3253
"Ocupantes presentes (038)",12544,120,49,28,72,29,22,4,12220
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3091,35,27,1,31,5,11,5,2976
"Ocupantes presentes (041)",11285,100,104,7,96,21,40,29,10888
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",236,85,22,8,4,1,1,,115
"Ocupantes presentes (047)",678,225,64,26,10,10,1,,342
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",245,14,3,2,7,,2,1,216
"Ocupantes presentes (050)",682,37,13,11,20,,6,2,593
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",9,2,,,,,,,7
"Ocupantes presentes (053)",16,2,,,,,,,14
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",868,110,53,11,43,5,8,2,636
"Ocupantes presentes (056)",2977,416,159,36,175,18,40,6,2127
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",851,104,52,10,43,5,6,2,629
"Ocupantes presentes (059)",2927,399,151,33,175,18,31,6,2114
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",16,6,1,1,,,1,,7
"Ocupantes presentes (071)",46,17,8,3,,,5,,13
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,1,,
"Ocupantes presentes (077)",4,,,,,,4,,
"Otro tipo",,,,,,,,,
