"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia ANGARAES (000)",34560,18306,333,254,14108,539,5,38,,977
"Hombres (001)",13892,9573,238,131,3031,264,3,25,,627
"Mujeres (002)",20668,8733,95,123,11077,275,2,13,,350
"De 06 a 14 años (003)",14502,13598,,,358,268,,11,,267
"Hombres (004)",7397,6954,,,166,137,,9,,131
"Mujeres (005)",7105,6644,,,192,131,,2,,136
"De 15 a 29 años (006)",9377,4542,9,82,4437,,4,8,,295
"Hombres (007)",3743,2555,5,39,943,,2,6,,193
"Mujeres (008)",5634,1987,4,43,3494,,2,2,,102
"De 30 a 44 años (009)",4372,122,22,67,3987,,,7,,167
"Hombres (010)",959,54,17,31,723,,,4,,130
"Mujeres (011)",3413,68,5,36,3264,,,3,,37
"De 45 a 64 años (012)",3973,36,150,72,3564,4,1,4,,142
"Hombres (013)",1039,8,103,44,772,3,1,2,,106
"Mujeres (014)",2934,28,47,28,2792,1,,2,,36
"De 65 y más años (015)",2336,8,152,33,1762,267,,8,,106
"Hombres (016)",754,2,113,17,427,124,,4,,67
"Mujeres (017)",1582,6,39,16,1335,143,,4,,39
,,,,,,,,,,
"AREA URBANA (018)",8957,5110,153,146,3156,124,2,21,,245
"Hombres (019)",3653,2599,104,66,692,53,1,12,,126
"Mujeres (020)",5304,2511,49,80,2464,71,1,9,,119
"De 06 a 14 años (021)",3658,3465,,,95,48,,7,,43
"Hombres (022)",1861,1761,,,54,26,,6,,14
"Mujeres (023)",1797,1704,,,41,22,,1,,29
"De 15 a 29 años (024)",2636,1550,2,52,952,,1,5,,74
"Hombres (025)",1087,799,,26,219,,,3,,40
"Mujeres (026)",1549,751,2,26,733,,1,2,,34
"De 30 a 44 años (027)",1067,75,6,39,895,,,3,,49
"Hombres (028)",242,35,4,15,155,,,1,,32
"Mujeres (029)",825,40,2,24,740,,,2,,17
"De 45 a 64 años (030)",988,16,66,36,821,1,1,2,,45
"Hombres (031)",264,3,41,17,176,1,1,,,25
"Mujeres (032)",724,13,25,19,645,,,2,,20
"De 65 y más años (033)",608,4,79,19,393,75,,4,,34
"Hombres (034)",199,1,59,8,88,26,,2,,15
"Mujeres (035)",409,3,20,11,305,49,,2,,19
,,,,,,,,,,
"AREA RURAL (036)",25603,13196,180,108,10952,415,3,17,,732
"Hombres (037)",10239,6974,134,65,2339,211,2,13,,501
"Mujeres (038)",15364,6222,46,43,8613,204,1,4,,231
"De 06 a 14 años (039)",10844,10133,,,263,220,,4,,224
"Hombres (040)",5536,5193,,,112,111,,3,,117
"Mujeres (041)",5308,4940,,,151,109,,1,,107
"De 15 a 29 años (042)",6741,2992,7,30,3485,,3,3,,221
"Hombres (043)",2656,1756,5,13,724,,2,3,,153
"Mujeres (044)",4085,1236,2,17,2761,,1,,,68
"De 30 a 44 años (045)",3305,47,16,28,3092,,,4,,118
"Hombres (046)",717,19,13,16,568,,,3,,98
"Mujeres (047)",2588,28,3,12,2524,,,1,,20
"De 45 a 64 años (048)",2985,20,84,36,2743,3,,2,,97
"Hombres (049)",775,5,62,27,596,2,,2,,81
"Mujeres (050)",2210,15,22,9,2147,1,,,,16
"De 65 y más años (051)",1728,4,73,14,1369,192,,4,,72
"Hombres (052)",555,1,54,9,339,98,,2,,52
"Mujeres (053)",1173,3,19,5,1030,94,,2,,20
