"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MARISCAL CACERES (000)",12700,12216,62,2299,2624,2128,2652,1404,749,298,484,44159
"De 12 a 14 años (001)",38,20,,18,2,,,,,,18,22
"De 15 a 19 años (002)",720,632,6,507,110,8,1,,,,88,755
"De 20 a 24 años (003)",1539,1392,11,733,475,136,34,3,,,147,2253
"De 25 a 29 años (004)",1724,1612,10,432,627,349,182,10,2,,112,3578
"De 30 a 34 años (005)",1664,1632,6,234,494,428,405,58,6,1,32,4664
"De 35 a 39 años (006)",1601,1575,6,123,351,433,468,164,24,6,26,5487
"De 40 a 44 años (007)",1339,1328,8,82,221,298,426,210,61,22,11,5390
"De 45 a 49 años (008)",1076,1070,3,54,118,195,356,228,89,27,6,4956
"De 50 y más años (009)",2999,2955,12,116,226,281,780,731,567,242,44,17054
"PEA (010)",4527,4327,32,828,983,844,935,428,205,72,200,14667
"De 12 a 14 años (011)",10,7,,5,2,,,,,,3,9
"De 15 a 19 años (012)",148,126,4,102,17,3,,,,,22,145
"De 20 a 24 años (013)",469,394,6,215,129,33,11,,,,75,619
"De 25 a 29 años (014)",563,509,5,180,170,102,48,3,1,,54,1056
"De 30 a 34 años (015)",636,615,3,128,186,148,133,14,2,1,21,1631
"De 35 a 39 años (016)",711,700,5,74,189,189,176,59,8,,11,2231
"De 40 a 44 años (017)",606,604,4,49,135,159,171,61,17,8,2,2165
"De 45 a 49 años (018)",490,488,3,33,71,107,147,82,33,12,2,2064
"De 50 y más años (019)",894,884,2,42,84,103,249,209,144,51,10,4747
"Ocupada (020)",4452,4260,31,811,966,829,926,423,202,72,192,14473
"De 12 a 14 años (021)",10,7,,5,2,,,,,,3,9
