"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CARAVELI (000)",17135,138,6413,6128,3609,847
"Agric., ganadería, caza y silvicultura (001)",3113,52,735,871,955,500
"Pesca (002)",918,2,292,378,217,29
"Explotación de minas y canteras (003)",5422,20,2806,1880,679,37
"Industrias manufactureras (004)",421,7,135,156,105,18
"Suministro de electricidad, gas y agua (005)",46,,14,21,10,1
"Construcción (006)",657,1,246,239,159,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1989,17,541,819,513,99
"Venta, mant.y rep. veh.autom.y motoc. (008)",192,2,63,71,48,8
"Comercio al por mayor (009)",113,,29,48,30,6
"Comercio al por menor (010)",1684,15,449,700,435,85
"Hoteles y restaurantes (011)",953,14,402,291,214,32
"Trans., almac. y comunicaciones (012)",860,2,311,332,195,20
"Intermediación financiera (013)",15,,7,6,2,
"Activid.inmobil., empres. y alquileres (014)",350,2,133,134,68,13
"Admin.pub. y defensa; p. segur.soc afil (015)",390,,78,196,101,15
"Enseñanza (016)",527,,71,315,137,4
"Servicios sociales y de salud (017)",144,,48,68,26,2
"Otras activ. serv.comun.soc y personales (018)",332,6,142,114,53,17
"Hogares privados con servicio doméstico (019)",238,9,136,57,34,2
"Actividad economica no especificada (021)",302,,111,107,66,18
"Desocupado (022)",458,6,205,144,75,28
"Hombres (023)",12938,97,4920,4521,2702,698
"Agric., ganadería, caza y silvicultura (024)",2628,44,623,710,806,445
"Pesca (025)",854,2,276,349,201,26
"Explotación de minas y canteras (026)",5098,15,2627,1783,636,37
"Industrias manufactureras (027)",332,7,110,119,81,15
"Suministro de electricidad, gas y agua (028)",42,,11,20,10,1
"Construcción (029)",647,1,244,233,157,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",839,10,201,336,243,49
"Venta, mant.y rep. veh.autom.y motoc. (031)",175,2,55,62,48,8
"Comercio al por mayor (032)",69,,17,30,19,3
"Comercio al por menor (033)",595,8,129,244,176,38
"Hoteles y restaurantes (034)",182,5,77,41,43,16
"Trans., almac. y comunicaciones (035)",803,1,280,316,186,20
"Intermediación financiera (036)",7,,2,4,1,
"Activid.inmobil., empres. y alquileres (037)",281,1,112,104,51,13
"Admin.pub. y defensa; p. segur.soc afil (038)",290,,48,149,79,14
"Enseñanza (039)",191,,20,105,63,3
"Servicios sociales y de salud (040)",54,,17,25,10,2
