"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUANCAVELICA (000)",3330,31,1915,794,470,120
"Conviviente (001)",687,,447,205,30,5
"Separado(a) (002)",101,,53,34,12,2
"Casado(a) (003)",941,,114,370,370,87
"Viudo(a) (004)",70,,1,11,32,26
"Divorciado(a) (005)",5,,1,2,2,
"Soltero(a) (006)",1526,31,1299,172,24,
"Hombres (008)",2373,19,1225,596,426,107
"Conviviente (009)",484,,296,155,28,5
"Separado(a) (010)",36,,14,14,7,1
"Casado(a) (011)",822,,89,302,346,85
"Viudo(a) (012)",46,,1,5,24,16
"Divorciado(a) (013)",4,,1,1,2,
"Soltero(a) (014)",981,19,824,119,19,
"Mujeres (016)",957,12,690,198,44,13
"Conviviente (017)",203,,151,50,2,
"Separado(a) (018)",65,,39,20,5,1
"Casado(a) (019)",119,,25,68,24,2
"Viudo(a) (020)",24,,,6,8,10
"Divorciado(a) (021)",1,,,1,,
"Soltero(a) (022)",545,12,475,53,5,
,,,,,,
"AREA URBANA (024)",1744,7,1011,452,225,49
"Conviviente (025)",446,,270,152,22,2
"Separado(a) (026)",50,,24,17,7,2
"Casado(a) (027)",412,,41,172,163,36
"Viudo(a) (028)",29,,1,5,14,9
"Divorciado(a) (029)",2,,1,1,,
"Soltero(a) (030)",805,7,674,105,19,
"Hombres (032)",1166,5,602,323,195,41
"Conviviente (033)",296,,161,113,20,2
"Separado(a) (034)",18,,7,7,3,1
"Casado(a) (035)",333,,25,126,148,34
"Viudo(a) (036)",16,,1,2,9,4
"Divorciado(a) (037)",2,,1,1,,
"Soltero(a) (038)",501,5,407,74,15,
"Mujeres (040)",578,2,409,129,30,8
"Conviviente (041)",150,,109,39,2,
"Separado(a) (042)",32,,17,10,4,1
"Casado(a) (043)",79,,16,46,15,2
"Viudo(a) (044)",13,,,3,5,5
"Soltero(a) (046)",304,2,267,31,4,
,,,,,,
"AREA RURAL (048)",1586,24,904,342,245,71
"Conviviente (049)",241,,177,53,8,3
"Separado(a) (050)",51,,29,17,5,
"Casado(a) (051)",529,,73,198,207,51
"Viudo(a) (052)",41,,,6,18,17
"Divorciado(a) (053)",3,,,1,2,
"Soltero(a) (054)",721,24,625,67,5,
"Hombres (056)",1207,14,623,273,231,66
"Conviviente (057)",188,,135,42,8,3
"Separado(a) (058)",18,,7,7,4,
"Casado(a) (059)",489,,64,176,198,51
"Viudo(a) (060)",30,,,3,15,12
"Divorciado(a) (061)",2,,,,2,
"Soltero(a) (062)",480,14,417,45,4,
"Mujeres (064)",379,10,281,69,14,5
"Conviviente (065)",53,,42,11,,
"Separado(a) (066)",33,,22,10,1,
"Casado(a) (067)",40,,9,22,9,
"Viudo(a) (068)",11,,,3,3,5
"Divorciado(a) (069)",1,,,1,,
"Soltero(a) (070)",241,10,208,22,1,
