"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CASMA (000)",850,158,692
"Sin nivel (001)",54,4,50
"Educación inicial (002)",1,,1
"Primaria (003)",215,24,191
"Secundaria (004)",396,81,315
"Superior no univ. incompleta (005)",46,12,34
"Superior no univ. completa (006)",49,14,35
"Superior univ. incompleta (007)",40,13,27
"Superior univ. completa (008)",49,10,39
"De 14 a 29 años (010)",472,138,334
"Sin nivel (011)",10,2,8
"Educación inicial (012)",1,,1
"Primaria (013)",94,21,73
"Secundaria (014)",260,74,186
"Superior no univ. incompleta (015)",34,12,22
"Superior no univ. completa (016)",26,12,14
"Superior univ. incompleta (017)",28,11,17
"Superior univ. completa (018)",19,6,13
"De 30 a 44 años (020)",212,18,194
"Sin nivel (021)",18,2,16
"Primaria (023)",47,3,44
"Secundaria (024)",93,6,87
"Superior no univ. incompleta (025)",9,,9
"Superior no univ. completa (026)",16,1,15
"Superior univ. incompleta (027)",10,2,8
"Superior univ. completa (028)",19,4,15
"De 45 a 64 años (030)",133,2,131
"Sin nivel (031)",18,,18
"Primaria (033)",54,,54
"Secundaria (034)",40,1,39
"Superior no univ. incompleta (035)",3,,3
"Superior no univ. completa (036)",5,1,4
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",11,,11
"De 65 y más años (040)",33,,33
"Sin nivel (041)",8,,8
"Primaria (043)",20,,20
"Secundaria (044)",3,,3
"Superior no univ. completa (046)",2,,2
,,,
"AREA URBANA (050)",644,128,516
"Sin nivel (051)",36,2,34
"Educación inicial (052)",1,,1
"Primaria (053)",136,17,119
"Secundaria (054)",304,67,237
"Superior no univ. incompleta (055)",43,11,32
"Superior no univ. completa (056)",44,12,32
"Superior univ. incompleta (057)",38,11,27
"Superior univ. completa (058)",42,8,34
"De 14 a 29 años (060)",365,111,254
"Sin nivel (061)",7,1,6
"Educación inicial (062)",1,,1
"Primaria (063)",57,14,43
"Secundaria (064)",203,61,142
"Superior no univ. incompleta (065)",31,11,20
"Superior no univ. completa (066)",23,10,13
"Superior univ. incompleta (067)",26,9,17
"Superior univ. completa (068)",17,5,12
"De 30 a 44 años (070)",160,16,144
"Sin nivel (071)",14,1,13
"Primaria (073)",32,3,29
"Secundaria (074)",66,6,60
"Superior no univ. incompleta (075)",9,,9
"Superior no univ. completa (076)",14,1,13
"Superior univ. incompleta (077)",10,2,8
"Superior univ. completa (078)",15,3,12
"De 45 a 64 años (080)",103,1,102
"Sin nivel (081)",13,,13
"Primaria (083)",38,,38
"Secundaria (084)",32,,32
"Superior no univ. incompleta (085)",3,,3
"Superior no univ. completa (086)",5,1,4
"Superior univ. incompleta (087)",2,,2
"Superior univ. completa (088)",10,,10
"De 65 y más años (090)",16,,16
"Sin nivel (091)",2,,2
"Primaria (093)",9,,9
"Secundaria (094)",3,,3
"Superior no univ. completa (096)",2,,2
,,,
"AREA RURAL (100)",206,30,176
"Sin nivel (101)",18,2,16
"Primaria (103)",79,7,72
"Secundaria (104)",92,14,78
"Superior no univ. incompleta (105)",3,1,2
"Superior no univ. completa (106)",5,2,3
"Superior univ. incompleta (107)",2,2,
"Superior univ. completa (108)",7,2,5
"De 14 a 29 años (110)",107,27,80
"Sin nivel (111)",3,1,2
"Primaria (113)",37,7,30
"Secundaria (114)",57,13,44
"Superior no univ. incompleta (115)",3,1,2
"Superior no univ. completa (116)",3,2,1
"Superior univ. incompleta (117)",2,2,
"Superior univ. completa (118)",2,1,1
"De 30 a 44 años (120)",52,2,50
"Sin nivel (121)",4,1,3
"Primaria (123)",15,,15
"Secundaria (124)",27,,27
"Superior no univ. completa (126)",2,,2
"Superior univ. completa (128)",4,1,3
"De 45 a 64 años (130)",30,1,29
"Sin nivel (131)",5,,5
"Primaria (133)",16,,16
"Secundaria (134)",8,1,7
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",17,,17
"Sin nivel (141)",6,,6
"Primaria (143)",11,,11
