"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",8302,2489,898,153,4770
"Conviviente (001)",1967,553,194,38,1185
"Separado(a) (002)",258,61,18,6,173
"Casado(a) (003)",2628,721,399,55,1457
"Viudo(a) (004)",551,133,23,10,385
"Divorciado(a) (005)",32,6,3,2,21
"Soltero(a) (006)",2866,1015,261,42,1549
"Hombres (008)",4230,1096,464,99,2576
"Conviviente (009)",1002,222,98,21,663
"Separado(a) (010)",105,13,6,3,83
"Casado(a) (011)",1327,325,215,42,748
"Viudo(a) (012)",132,23,5,4,100
"Divorciado(a) (013)",14,3,2,2,7
"Soltero(a) (014)",1650,510,138,27,975
"Mujeres (016)",4072,1393,434,54,2194
"Conviviente (017)",965,331,96,17,522
"Separado(a) (018)",153,48,12,3,90
"Casado(a) (019)",1301,396,184,13,709
"Viudo(a) (020)",419,110,18,6,285
"Divorciado(a) (021)",18,3,1,,14
"Soltero(a) (022)",1216,505,123,15,574
,,,,,
"URBANA (024)",5560,1507,763,124,3173
"Conviviente (025)",1376,350,171,26,831
"Separado(a) (026)",186,46,16,6,118
"Casado(a) (027)",1668,364,335,45,928
"Viudo(a) (028)",343,79,18,7,239
"Divorciado(a) (029)",22,2,3,2,15
"Soltero(a) (030)",1965,666,220,38,1042
"Hombres (032)",2773,652,383,79,1663
"Conviviente (033)",684,136,85,13,451
"Separado(a) (034)",72,10,5,3,54
"Casado(a) (035)",828,159,175,33,464
"Viudo(a) (036)",72,15,2,2,53
"Divorciado(a) (037)",11,2,2,2,5
"Soltero(a) (038)",1106,330,114,26,636
"Mujeres (040)",2787,855,380,45,1510
"Conviviente (041)",692,214,86,13,380
"Separado(a) (042)",114,36,11,3,64
"Casado(a) (043)",840,205,160,12,464
"Viudo(a) (044)",271,64,16,5,186
"Divorciado(a) (045)",11,,1,,10
"Soltero(a) (046)",859,336,106,12,406
,,,,,
"RURAL (048)",2742,982,135,29,1597
"Conviviente (049)",591,203,23,12,354
"Separado(a) (050)",72,15,2,,55
"Casado(a) (051)",960,357,64,10,529
"Viudo(a) (052)",208,54,5,3,146
"Divorciado(a) (053)",10,4,,,6
"Soltero(a) (054)",901,349,41,4,507
"Hombres (056)",1457,444,81,20,913
"Conviviente (057)",318,86,13,8,212
"Separado(a) (058)",33,3,1,,29
"Casado(a) (059)",499,166,40,9,284
"Viudo(a) (060)",60,8,3,2,47
"Divorciado(a) (061)",3,1,,,2
"Soltero(a) (062)",544,180,24,1,339
"Mujeres (064)",1285,538,54,9,684
"Conviviente (065)",273,117,10,4,142
"Separado(a) (066)",39,12,1,,26
"Casado(a) (067)",461,191,24,1,245
"Viudo(a) (068)",148,46,2,1,99
"Divorciado(a) (069)",7,3,,,4
"Soltero(a) (070)",357,169,17,3,168
