"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TAMBOPATA (000)",980,16,532,273,142,17
"Sin nivel (001)",23,2,5,4,11,1
"Educación inicial (002)",4,,4,,,
"Primaria (003)",186,6,60,69,42,9
"Secundaria (004)",460,8,284,112,49,7
"Superior no univ. incompleta (005)",92,,57,18,17,
"Superior no univ. completa (006)",74,,47,18,9,
"Superior univ. incompleta (007)",85,,55,22,8,
"Superior univ. completa (008)",56,,20,30,6,
"Hombres (010)",612,8,305,179,104,16
"Sin nivel (011)",11,2,5,2,1,1
"Educación inicial (012)",2,,2,,,
"Primaria (013)",113,2,35,40,28,8
"Secundaria (014)",301,4,166,83,41,7
"Superior no univ. incompleta (015)",54,,32,8,14,
"Superior no univ. completa (016)",38,,23,8,7,
"Superior univ. incompleta (017)",57,,33,16,8,
"Superior univ. completa (018)",36,,9,22,5,
"Mujeres (020)",368,8,227,94,38,1
"Sin nivel (021)",12,,,2,10,
"Educación inicial (022)",2,,2,,,
"Primaria (023)",73,4,25,29,14,1
"Secundaria (024)",159,4,118,29,8,
"Superior no univ. incompleta (025)",38,,25,10,3,
"Superior no univ. completa (026)",36,,24,10,2,
"Superior univ. incompleta (027)",28,,22,6,,
"Superior univ. completa (028)",20,,11,8,1,
,,,,,,
"Area Urbana (030)",888,13,476,256,130,13
"Sin nivel (031)",15,1,3,3,8,
"Educación inicial (032)",4,,4,,,
"Primaria (033)",165,4,51,65,38,7
"Secundaria (034)",411,8,249,102,46,6
"Superior no univ. incompleta (035)",88,,53,18,17,
"Superior no univ. completa (036)",71,,46,17,8,
"Superior univ. incompleta (037)",79,,50,22,7,
"Superior univ. completa (038)",55,,20,29,6,
"Hombres (040)",547,6,269,165,95,12
"Sin nivel (041)",5,1,3,1,,
"Educación inicial (042)",2,,2,,,
"Primaria (043)",99,1,30,37,25,6
"Secundaria (044)",267,4,144,75,38,6
"Superior no univ. incompleta (045)",52,,30,8,14,
"Superior no univ. completa (046)",36,,23,7,6,
"Superior univ. incompleta (047)",51,,28,16,7,
"Superior univ. completa (048)",35,,9,21,5,
"Mujeres (050)",341,7,207,91,35,1
"Sin nivel (051)",10,,,2,8,
"Educación inicial (052)",2,,2,,,
"Primaria (053)",66,3,21,28,13,1
"Secundaria (054)",144,4,105,27,8,
"Superior no univ. incompleta (055)",36,,23,10,3,
"Superior no univ. completa (056)",35,,23,10,2,
"Superior univ. incompleta (057)",28,,22,6,,
"Superior univ. completa (058)",20,,11,8,1,
,,,,,,
"Area Rural (060)",92,3,56,17,12,4
"Sin nivel (061)",8,1,2,1,3,1
"Primaria (063)",21,2,9,4,4,2
"Secundaria (064)",49,,35,10,3,1
"Superior no univ. incompleta (065)",4,,4,,,
"Superior no univ. completa (066)",3,,1,1,1,
"Superior univ. incompleta (067)",6,,5,,1,
"Superior univ. completa (068)",1,,,1,,
"Hombres (070)",65,2,36,14,9,4
"Sin nivel (071)",6,1,2,1,1,1
"Primaria (073)",14,1,5,3,3,2
"Secundaria (074)",34,,22,8,3,1
"Superior no univ. incompleta (075)",2,,2,,,
"Superior no univ. completa (076)",2,,,1,1,
"Superior univ. incompleta (077)",6,,5,,1,
"Superior univ. completa (078)",1,,,1,,
"Mujeres (080)",27,1,20,3,3,
"Sin nivel (081)",2,,,,2,
"Primaria (083)",7,1,4,1,1,
"Secundaria (084)",15,,13,2,,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",1,,1,,,
