"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUARMEY",,,,,,,,,
"Viviendas particulares (001)",4464,235,1001,195,770,170,203,34,1856
"Ocupantes presentes (002)",19134,874,4085,809,3408,815,863,139,8141
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4316,227,976,192,742,153,188,32,1806
"Ocupantes presentes (005)",18571,834,3986,795,3291,735,817,135,7978
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",13,,,,3,2,1,,7
"Ocupantes presentes (008)",58,,,,11,17,4,,26
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",66,,1,1,11,9,12,2,30
"Ocupantes presentes (011)",207,,5,4,37,34,33,4,90
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",27,,2,,10,4,2,,9
"Ocupantes presentes (014)",117,,6,,51,17,9,,34
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",6,4,,,,,,,2
"Ocupantes presentes (017)",38,31,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",30,3,22,1,1,2,,,1
"Ocupantes presentes (020)",122,8,88,6,6,12,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,1,,1,3,,,,1
"Ocupantes presentes (023)",21,1,,4,12,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3766,205,937,186,736,170,203,34,1295
"Ocupantes presentes (029)",16478,745,3825,784,3273,815,863,139,6034
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3625,202,912,183,708,153,188,32,1247
"Ocupantes presentes (032)",15954,737,3726,770,3156,735,817,135,5878
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",13,,,,3,2,1,,7
"Ocupantes presentes (035)",58,,,,11,17,4,,26
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",66,,1,1,11,9,12,2,30
"Ocupantes presentes (038)",207,,5,4,37,34,33,4,90
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",27,,2,,10,4,2,,9
"Ocupantes presentes (041)",117,,6,,51,17,9,,34
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",30,3,22,1,1,2,,,1
"Ocupantes presentes (047)",122,8,88,6,6,12,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,,,1,3,,,,1
"Ocupantes presentes (050)",20,,,4,12,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",698,30,64,9,34,,,,561
"Ocupantes presentes (056)",2656,129,260,25,135,,,,2107
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",691,25,64,9,34,,,,559
"Ocupantes presentes (059)",2617,97,260,25,135,,,,2100
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",6,4,,,,,,,2
"Ocupantes presentes (071)",38,31,,,,,,,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
