"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANUCO (000)",95958,1976,33544,32874,22541,5023
"Agric., ganadería, caza y silvicultura (001)",31363,956,10748,9373,7564,2722
"Pesca (002)",10,,2,2,5,1
"Explotación de minas y canteras (003)",364,1,106,162,92,3
"Industrias manufactureras (004)",4651,73,1883,1552,947,196
"Suministro de electricidad, gas y agua (005)",137,,31,52,52,2
"Construcción (006)",4836,59,1579,1819,1198,181
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",16195,280,5126,5607,4256,926
"Venta, mant.y rep. veh.autom.y motoc. (008)",1714,22,743,499,381,69
"Comercio al por mayor (009)",842,10,319,324,174,15
"Comercio al por menor (010)",13639,248,4064,4784,3701,842
"Hoteles y restaurantes (011)",3812,94,1433,1127,957,201
"Trans., almac. y comunicaciones (012)",6795,56,2641,2521,1426,151
"Intermediación financiera (013)",393,,177,143,71,2
"Activid.inmobil., empres. y alquileres (014)",3018,13,1103,1219,630,53
"Admin.pub. y defensa; p. segur.soc afil (015)",2896,,749,1297,798,52
"Enseñanza (016)",6956,1,1338,3459,2082,76
"Servicios sociales y de salud (017)",2113,1,567,1018,509,18
"Otras activ. serv.comun.soc y personales (018)",2266,52,897,767,459,91
"Hogares privados con servicio doméstico (019)",2734,146,1469,663,386,70
"Actividad economica no especificada (021)",1946,5,750,636,447,108
"Desocupado (022)",5473,239,2945,1457,662,170
"Hombres (023)",64923,1345,22932,21447,15339,3860
"Agric., ganadería, caza y silvicultura (024)",26786,724,9224,7970,6472,2396
"Pesca (025)",10,,2,2,5,1
"Explotación de minas y canteras (026)",345,1,100,153,88,3
"Industrias manufactureras (027)",3495,61,1495,1118,674,147
"Suministro de electricidad, gas y agua (028)",123,,26,49,46,2
"Construcción (029)",4705,57,1533,1758,1176,181
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",8019,184,2843,2531,1959,502
"Venta, mant.y rep. veh.autom.y motoc. (031)",1568,22,669,453,358,66
"Comercio al por mayor (032)",547,8,228,196,108,7
"Comercio al por menor (033)",5904,154,1946,1882,1493,429
"Hoteles y restaurantes (034)",1191,46,587,262,235,61
"Trans., almac. y comunicaciones (035)",6298,51,2347,2387,1370,143
"Intermediación financiera (036)",241,,95,92,52,2
"Activid.inmobil., empres. y alquileres (037)",2140,11,754,856,472,47
"Admin.pub. y defensa; p. segur.soc afil (038)",1946,,455,864,584,43
