"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia ANGARAES (000)",13518,7468,6050
"Red pública dentro de la vivienda (001)",3831,3144,687
"Red pública fuera de la vivienda (002)",707,519,188
"Pilón de uso público (003)",924,548,376
"Camión - cisterna u otro similar (004)",24,17,7
"Pozo (005)",1864,751,1113
"Río, acequia, manatial o similar (006)",5404,2135,3269
"Vecino (007)",340,164,176
"Otro (008)",424,190,234
,,,
"URBANA (010)",4232,3042,1190
"Red pública dentro de la vivienda (011)",2117,1796,321
"Red pública fuera de la vivienda (012)",385,305,80
"Pilón de uso público (013)",169,108,61
"Camión - cisterna u otro similar (014)",1,1,
"Pozo (015)",108,59,49
"Río, acequia, manatial o similar (016)",1075,588,487
"Vecino (017)",153,74,79
"Otro (018)",224,111,113
,,,
"RURAL (020)",9286,4426,4860
"Red pública dentro de la vivienda (021)",1714,1348,366
"Red pública fuera de la vivienda (022)",322,214,108
"Pilón de uso público (023)",755,440,315
"Camión - cisterna u otro similar (024)",23,16,7
"Pozo (025)",1756,692,1064
"Río, acequia, manatial o similar (026)",4329,1547,2782
"Vecino (027)",187,90,97
"Otro (028)",200,79,121
