"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CHANCHAMAYO (000)",39735,1042,17531,11097,3484,1221,541,161,26,,4632
"Conviviente (001)",18122,509,8611,4959,1382,457,161,39,5,,1999
"Separado(a) (002)",2716,102,1229,784,250,90,39,11,,,211
"Casado(a) (003)",13601,299,5863,4142,1450,504,249,81,13,,1000
"Viudo(a) (004)",2353,89,1044,644,203,86,50,20,6,,211
"Divorciado(a) (005)",228,9,96,73,15,10,6,2,,,17
"Soltero(a) (006)",2715,34,688,495,184,74,36,8,2,,1194
,,,,,,,,,,,
"URBANA (008)",23757,462,9432,6984,2403,894,397,106,21,,3058
"Conviviente (009)",10240,198,4440,3027,914,321,106,26,3,,1205
"Separado(a) (010)",1947,59,850,589,190,73,30,7,,,149
"Casado(a) (011)",7992,134,3013,2527,1025,378,190,49,10,,666
"Viudo(a) (012)",1366,53,577,389,119,50,32,17,6,,123
"Divorciado(a) (013)",164,5,69,49,12,8,6,2,,,13
"Soltero(a) (014)",2048,13,483,403,143,64,33,5,2,,902
,,,,,,,,,,,
"RURAL (016)",15978,580,8099,4113,1081,327,144,55,5,,1574
"Conviviente (017)",7882,311,4171,1932,468,136,55,13,2,,794
"Separado(a) (018)",769,43,379,195,60,17,9,4,,,62
"Casado(a) (019)",5609,165,2850,1615,425,126,59,32,3,,334
"Viudo(a) (020)",987,36,467,255,84,36,18,3,,,88
"Divorciado(a) (021)",64,4,27,24,3,2,,,,,4
"Soltero(a) (022)",667,21,205,92,41,10,3,3,,,292
