"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ABANCAY (000)",84364,21877,25906,17733,12847,6001
"Hombres (001)",41618,11285,12729,8499,6330,2775
"Mujeres (002)",42746,10592,13177,9234,6517,3226
"PEA (003)",33077,746,10369,12282,7913,1767
"Hombres (004)",21104,500,6401,7595,5249,1359
"Mujeres (005)",11973,246,3968,4687,2664,408
"Ocupada (006)",31552,734,9617,11780,7687,1734
"Hombres (007)",20119,493,5958,7274,5066,1328
"Mujeres (008)",11433,241,3659,4506,2621,406
"Desocupada (009)",1525,12,752,502,226,33
"Hombres (010)",985,7,443,321,183,31
"Mujeres (011)",540,5,309,181,43,2
"No PEA (012)",51287,21131,15537,5451,4934,4234
"Hombres (013)",20514,10785,6328,904,1081,1416
"Mujeres (014)",30773,10346,9209,4547,3853,2818
,,,,,,
"URBANA (018)",53976,13313,18523,11749,7475,2916
"Hombres (019)",26106,6745,8903,5505,3659,1294
"Mujeres (020)",27870,6568,9620,6244,3816,1622
"PEA (021)",23293,536,7677,9108,5214,758
"Hombres (022)",13242,341,4308,5034,3057,502
"Mujeres (023)",10051,195,3369,4074,2157,256
"Ocupada (024)",22085,526,7064,8693,5059,743
"Hombres (025)",12529,334,3974,4791,2942,488
"Mujeres (026)",9556,192,3090,3902,2117,255
"Desocupada (027)",1208,10,613,415,155,15
"Hombres (028)",713,7,334,243,115,14
"Mujeres (029)",495,3,279,172,40,1
"No PEA (030)",30683,12777,10846,2641,2261,2158
"Hombres (031)",12864,6404,4595,471,602,792
"Mujeres (032)",17819,6373,6251,2170,1659,1366
,,,,,,
"RURAL (036)",30388,8564,7383,5984,5372,3085
"Hombres (037)",15512,4540,3826,2994,2671,1481
"Mujeres (038)",14876,4024,3557,2990,2701,1604
"PEA (039)",9784,210,2692,3174,2699,1009
"Hombres (040)",7862,159,2093,2561,2192,857
"Mujeres (041)",1922,51,599,613,507,152
"Ocupada (042)",9467,208,2553,3087,2628,991
"Hombres (043)",7590,159,1984,2483,2124,840
"Mujeres (044)",1877,49,569,604,504,151
"Desocupada (045)",317,2,139,87,71,18
"Hombres (046)",272,,109,78,68,17
"Mujeres (047)",45,2,30,9,3,1
"No PEA (048)",20604,8354,4691,2810,2673,2076
"Hombres (049)",7650,4381,1733,433,479,624
"Mujeres (050)",12954,3973,2958,2377,2194,1452
