"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JAEN (000)",159668,13489,2435,79293,45605,4465,5633,3141,5607
"Hombres (001)",81792,4349,1228,41283,25355,2160,2707,1702,3008
"Mujeres (002)",77876,9140,1207,38010,20250,2305,2926,1439,2599
"PEA (003)",64185,4030,75,27519,20173,2182,4219,1405,4582
"Hombres (004)",48781,2817,65,22491,16067,1368,2376,930,2667
"Mujeres (005)",15404,1213,10,5028,4106,814,1843,475,1915
"Ocupada (006)",62184,3921,70,26755,19423,2115,4068,1364,4468
"Hombres (007)",47316,2736,61,21884,15499,1328,2300,909,2599
"Mujeres (008)",14868,1185,9,4871,3924,787,1768,455,1869
"Desocupada (009)",2001,109,5,764,750,67,151,41,114
"Hombres (010)",1465,81,4,607,568,40,76,21,68
"Mujeres (011)",536,28,1,157,182,27,75,20,46
"No PEA (012)",95483,9459,2360,51774,25432,2283,1414,1736,1025
"Hombres (013)",33011,1532,1163,18792,9288,792,331,772,341
"Mujeres (014)",62472,7927,1197,32982,16144,1491,1083,964,684
,,,,,,,,,
"URBANA (018)",81294,3667,997,30835,28930,3871,4943,2907,5144
"Hombres (019)",40261,1072,495,14992,15324,1818,2293,1551,2716
"Mujeres (020)",41033,2595,502,15843,13606,2053,2650,1356,2428
"PEA (021)",35055,1036,39,9893,13066,1901,3666,1282,4172
"Hombres (022)",23584,528,32,6955,9689,1163,1997,832,2388
"Mujeres (023)",11471,508,7,2938,3377,738,1669,450,1784
"Ocupada (024)",33711,995,34,9516,12492,1841,3530,1242,4061
"Hombres (025)",22644,501,28,6660,9266,1128,1928,812,2321
"Mujeres (026)",11067,494,6,2856,3226,713,1602,430,1740
"Desocupada (027)",1344,41,5,377,574,60,136,40,111
"Hombres (028)",940,27,4,295,423,35,69,20,67
"Mujeres (029)",404,14,1,82,151,25,67,20,44
"No PEA (030)",46239,2631,958,20942,15864,1970,1277,1625,972
"Hombres (031)",16677,544,463,8037,5635,655,296,719,328
"Mujeres (032)",29562,2087,495,12905,10229,1315,981,906,644
,,,,,,,,,
"RURAL (036)",78374,9822,1438,48458,16675,594,690,234,463
"Hombres (037)",41531,3277,733,26291,10031,342,414,151,292
"Mujeres (038)",36843,6545,705,22167,6644,252,276,83,171
"PEA (039)",29130,2994,36,17626,7107,281,553,123,410
"Hombres (040)",25197,2289,33,15536,6378,205,379,98,279
"Mujeres (041)",3933,705,3,2090,729,76,174,25,131
"Ocupada (042)",28473,2926,36,17239,6931,274,538,122,407
"Hombres (043)",24672,2235,33,15224,6233,200,372,97,278
"Mujeres (044)",3801,691,3,2015,698,74,166,25,129
"Desocupada (045)",657,68,,387,176,7,15,1,3
"Hombres (046)",525,54,,312,145,5,7,1,1
"Mujeres (047)",132,14,,75,31,2,8,,2
"No PEA (048)",49244,6828,1402,30832,9568,313,137,111,53
"Hombres (049)",16334,988,700,10755,3653,137,35,53,13
"Mujeres (050)",32910,5840,702,20077,5915,176,102,58,40
