"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUANTA (000)",22710,410,9485,6798,2264,817,338,130,22,,2446
"Sin Nivel (001)",7955,165,2990,2472,912,386,182,78,16,,754
"Educación Inicial (002)",39,2,18,11,3,1,,,,,4
"Primaria (003)",8121,183,4116,2246,565,186,77,36,3,,709
"Secundaria (004)",4231,48,1940,1297,268,65,35,4,2,,572
"Sup. no Univ. Incompleta (005)",532,4,137,199,68,19,3,3,,,99
"Sup. no Univ. Completa (006)",1034,4,175,357,262,69,15,4,,,148
"Sup. Univ. Incompleta (007)",218,4,38,71,30,14,4,,1,,56
"Sup. Univ. Completa (008)",580,,71,145,156,77,22,5,,,104
,,,,,,,,,,,
"URBANA (010)",10560,191,4146,3063,1165,441,183,70,13,,1288
"Sin Nivel (011)",2439,68,983,629,246,118,66,35,8,,286
"Educación Inicial (012)",15,1,7,3,1,1,,,,,2
"Primaria (013)",3342,83,1625,921,258,101,45,21,2,,286
"Secundaria (014)",2634,28,1152,823,189,53,31,3,2,,353
"Sup. no Univ. Incompleta (015)",461,4,118,173,61,17,2,3,,,83
"Sup. no Univ. Completa (016)",931,4,162,317,236,63,15,3,,,131
"Sup. Univ. Incompleta (017)",201,3,35,67,26,14,4,,1,,51
"Sup. Univ. Completa (018)",537,,64,130,148,74,20,5,,,96
,,,,,,,,,,,
"RURAL (020)",12150,219,5339,3735,1099,376,155,60,9,,1158
"Sin Nivel (021)",5516,97,2007,1843,666,268,116,43,8,,468
"Educación Inicial (022)",24,1,11,8,2,,,,,,2
"Primaria (023)",4779,100,2491,1325,307,85,32,15,1,,423
"Secundaria (024)",1597,20,788,474,79,12,4,1,,,219
"Sup. no Univ. Incompleta (025)",71,,19,26,7,2,1,,,,16
"Sup. no Univ. Completa (026)",103,,13,40,26,6,,1,,,17
"Sup. Univ. Incompleta (027)",17,1,3,4,4,,,,,,5
"Sup. Univ. Completa (028)",43,,7,15,8,3,2,,,,8
