"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LA MAR (000)",78126,18526,2176,36956,17169,812,1087,476,924
"Quechua (001)",64815,16639,1609,32345,12667,425,538,214,378
"Aymara (002)",64,16,1,33,9,,3,,2
"Ashaninca (003)",127,60,3,50,14,,,,
"Otra lengua nativa (004)",58,16,,35,5,1,1,,
"Castellano (005)",12950,1706,558,4481,4469,385,545,262,544
"Idioma extranjero (006)",1,,,,,1,,,
"Es sordomudo/a (007)",111,89,5,12,5,,,,
"Hombres (009)",40267,6989,1082,19454,10691,496,604,337,614
"Quechua (010)",33001,6068,786,17048,8082,281,309,153,274
"Aymara (011)",38,8,1,22,3,,2,,2
"Ashaninca (012)",66,28,2,27,9,,,,
"Otra lengua nativa (013)",31,8,,18,3,1,1,,
"Castellano (014)",7067,825,291,2333,2591,213,292,184,338
"Idioma extranjero (015)",1,,,,,1,,,
"Es sordomudo/a (016)",63,52,2,6,3,,,,
"Mujeres (018)",37859,11537,1094,17502,6478,316,483,139,310
"Quechua (019)",31814,10571,823,15297,4585,144,229,61,104
"Aymara (020)",26,8,,11,6,,1,,
"Ashaninca (021)",61,32,1,23,5,,,,
"Otra lengua nativa (022)",27,8,,17,2,,,,
"Castellano (023)",5883,881,267,2148,1878,172,253,78,206
"Es sordomudo/a (025)",48,37,3,6,2,,,,
,,,,,,,,,
"URBANA (027)",32127,6089,1032,13675,8919,562,793,360,697
"Quechua (028)",22406,4953,575,10389,5515,233,350,134,257
"Aymara (029)",24,6,1,9,4,,3,,1
"Ashaninca (030)",11,2,,6,3,,,,
"Otra lengua nativa (031)",11,,,6,3,1,1,,
"Castellano (032)",9636,1102,452,3260,3391,327,439,226,439
"Idioma extranjero (033)",1,,,,,1,,,
"Es sordomudo/a (034)",38,26,4,5,3,,,,
"Hombres (036)",16413,2266,519,6977,5221,318,408,247,457
"Quechua (037)",11220,1712,287,5323,3294,138,184,92,190
"Aymara (038)",15,3,1,8,,,2,,1
"Ashaninca (039)",4,1,,2,1,,,,
"Otra lengua nativa (040)",6,,,3,1,1,1,,
"Castellano (041)",5150,538,229,1639,1924,178,221,155,266
"Idioma extranjero (042)",1,,,,,1,,,
"Es sordomudo/a (043)",17,12,2,2,1,,,,
"Mujeres (045)",15714,3823,513,6698,3698,244,385,113,240
"Quechua (046)",11186,3241,288,5066,2221,95,166,42,67
"Aymara (047)",9,3,,1,4,,1,,
"Ashaninca (048)",7,1,,4,2,,,,
"Otra lengua nativa (049)",5,,,3,2,,,,
"Castellano (050)",4486,564,223,1621,1467,149,218,71,173
"Es sordomudo/a (052)",21,14,2,3,2,,,,
,,,,,,,,,
"RURAL (054)",45999,12437,1144,23281,8250,250,294,116,227
"Quechua (055)",42409,11686,1034,21956,7152,192,188,80,121
"Aymara (056)",40,10,,24,5,,,,1
"Ashaninca (057)",116,58,3,44,11,,,,
"Otra lengua nativa (058)",47,16,,29,2,,,,
"Castellano (059)",3314,604,106,1221,1078,58,106,36,105
"Es sordomudo/a (061)",73,63,1,7,2,,,,
"Hombres (063)",23854,4723,563,12477,5470,178,196,90,157
"Quechua (064)",21781,4356,499,11725,4788,143,125,61,84
"Aymara (065)",23,5,,14,3,,,,1
"Ashaninca (066)",62,27,2,25,8,,,,
"Otra lengua nativa (067)",25,8,,15,2,,,,
"Castellano (068)",1917,287,62,694,667,35,71,29,72
"Es sordomudo/a (070)",46,40,,4,2,,,,
"Mujeres (072)",22145,7714,581,10804,2780,72,98,26,70
"Quechua (073)",20628,7330,535,10231,2364,49,63,19,37
"Aymara (074)",17,5,,10,2,,,,
"Ashaninca (075)",54,31,1,19,3,,,,
"Otra lengua nativa (076)",22,8,,14,,,,,
"Castellano (077)",1397,317,44,527,411,23,35,7,33
"Es sordomudo/a (079)",27,23,1,3,,,,,
