"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SAN MIGUEL (000)",1215,366,849
"Sin nivel (001)",63,11,52
"Primaria (003)",649,175,474
"Secundaria (004)",420,149,271
"Superior no univ. incompleta (005)",16,6,10
"Superior no univ. completa (006)",37,17,20
"Superior univ. incompleta (007)",6,3,3
"Superior univ. completa (008)",24,5,19
"De 14 a 29 años (010)",607,278,329
"Sin nivel (011)",17,7,10
"Primaria (013)",280,133,147
"Secundaria (014)",263,116,147
"Superior no univ. incompleta (015)",7,3,4
"Superior no univ. completa (016)",27,12,15
"Superior univ. incompleta (017)",2,2,
"Superior univ. completa (018)",11,5,6
"De 30 a 44 años (020)",342,72,270
"Sin nivel (021)",13,4,9
"Primaria (023)",173,31,142
"Secundaria (024)",124,28,96
"Superior no univ. incompleta (025)",8,3,5
"Superior no univ. completa (026)",9,5,4
"Superior univ. incompleta (027)",3,1,2
"Superior univ. completa (028)",12,,12
"De 45 a 64 años (030)",182,16,166
"Sin nivel (031)",13,,13
"Primaria (033)",132,11,121
"Secundaria (034)",33,5,28
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",84,,84
"Sin nivel (041)",20,,20
"Primaria (043)",64,,64
,,,
"AREA URBANA (050)",188,58,130
"Sin nivel (051)",7,3,4
"Primaria (053)",65,22,43
"Secundaria (054)",80,24,56
"Superior no univ. incompleta (055)",4,,4
"Superior no univ. completa (056)",17,6,11
"Superior univ. incompleta (057)",2,,2
"Superior univ. completa (058)",13,3,10
"De 14 a 29 años (060)",92,37,55
"Sin nivel (061)",1,,1
"Primaria (063)",25,12,13
"Secundaria (064)",46,18,28
"Superior no univ. incompleta (065)",1,,1
"Superior no univ. completa (066)",12,4,8
"Superior univ. completa (068)",7,3,4
"De 30 a 44 años (070)",62,15,47
"Sin nivel (071)",4,3,1
"Primaria (073)",18,6,12
"Secundaria (074)",25,4,21
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",5,2,3
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",6,,6
"De 45 a 64 años (080)",25,6,19
"Primaria (083)",15,4,11
"Secundaria (084)",9,2,7
"Superior no univ. incompleta (085)",1,,1
"De 65 y más años (090)",9,,9
"Sin nivel (091)",2,,2
"Primaria (093)",7,,7
,,,
"AREA RURAL (100)",1027,308,719
"Sin nivel (101)",56,8,48
"Primaria (103)",584,153,431
"Secundaria (104)",340,125,215
"Superior no univ. incompleta (105)",12,6,6
"Superior no univ. completa (106)",20,11,9
"Superior univ. incompleta (107)",4,3,1
"Superior univ. completa (108)",11,2,9
"De 14 a 29 años (110)",515,241,274
"Sin nivel (111)",16,7,9
"Primaria (113)",255,121,134
"Secundaria (114)",217,98,119
"Superior no univ. incompleta (115)",6,3,3
"Superior no univ. completa (116)",15,8,7
"Superior univ. incompleta (117)",2,2,
"Superior univ. completa (118)",4,2,2
"De 30 a 44 años (120)",280,57,223
"Sin nivel (121)",9,1,8
"Primaria (123)",155,25,130
"Secundaria (124)",99,24,75
"Superior no univ. incompleta (125)",6,3,3
"Superior no univ. completa (126)",4,3,1
"Superior univ. incompleta (127)",1,1,
"Superior univ. completa (128)",6,,6
"De 45 a 64 años (130)",157,10,147
"Sin nivel (131)",13,,13
"Primaria (133)",117,7,110
"Secundaria (134)",24,3,21
"Superior no univ. completa (136)",1,,1
"Superior univ. incompleta (137)",1,,1
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",75,,75
"Sin nivel (141)",18,,18
"Primaria (143)",57,,57
