"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ANTONIO RAYMONDI (000)",3767,19,1185,1222,990,351
"Agric., ganadería, caza y silvicultura (001)",1704,13,445,493,508,245
"Explotación de minas y canteras (003)",1,,,,1,
"Industrias manufactureras (004)",192,,120,55,12,5
"Suministro de electricidad, gas y agua (005)",12,,4,5,2,1
"Construcción (006)",282,1,100,99,65,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",230,1,74,73,61,21
"Venta, mant.y rep. veh.autom.y motoc. (008)",12,,11,1,,
"Comercio al por mayor (009)",10,,1,5,3,1
"Comercio al por menor (010)",208,1,62,67,58,20
"Hoteles y restaurantes (011)",53,,11,22,18,2
"Trans., almac. y comunicaciones (012)",58,,26,24,7,1
"Intermediación financiera (013)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (014)",18,,4,7,5,2
"Admin.pub. y defensa; p. segur.soc afil (015)",115,,33,40,35,7
"Enseñanza (016)",397,,68,194,135,
"Servicios sociales y de salud (017)",52,,19,24,9,
"Otras activ. serv.comun.soc y personales (018)",64,,29,21,13,1
"Hogares privados con servicio doméstico (019)",38,,22,7,7,2
"Actividad economica no especificada (021)",63,,18,12,22,11
"Desocupado (022)",486,4,212,145,89,36
"Hombres (023)",3166,14,948,1030,855,319
"Agric., ganadería, caza y silvicultura (024)",1658,11,433,485,493,236
"Explotación de minas y canteras (026)",1,,,,1,
"Industrias manufactureras (027)",156,,95,51,7,3
"Suministro de electricidad, gas y agua (028)",11,,3,5,2,1
"Construcción (029)",280,1,99,98,65,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",115,,34,33,33,15
"Venta, mant.y rep. veh.autom.y motoc. (031)",12,,11,1,,
"Comercio al por mayor (032)",4,,,2,1,1
"Comercio al por menor (033)",99,,23,30,32,14
"Hoteles y restaurantes (034)",6,,1,3,2,
"Trans., almac. y comunicaciones (035)",55,,25,23,7,
"Activid.inmobil., empres. y alquileres (037)",17,,3,7,5,2
"Admin.pub. y defensa; p. segur.soc afil (038)",96,,25,35,30,6
"Enseñanza (039)",271,,33,129,109,
"Servicios sociales y de salud (040)",21,,8,8,5,
"Otras activ. serv.comun.soc y personales (041)",28,,12,11,4,1
"Hogares privados con servicio doméstico (042)",5,,1,2,1,1
"Actividad economica no especificada (044)",23,,7,3,10,3
"Desocupado (045)",423,2,169,137,81,34
