"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PUNO (000)",92832,23992,8273,41957,1096,16514,1000
"Sin nivel (001)",7373,54,355,4038,19,2868,39
"Educación inicial (002)",41,5,4,15,,15,2
"Primaria (003)",22519,448,2079,13402,142,6228,220
"Secundaria (004)",30966,3767,4253,15762,386,6229,569
"Superior no univ. incompleta (005)",3740,1323,410,1587,48,298,74
"Superior no univ. completa (006)",8108,4811,456,2358,99,347,37
"Superior univ. incompleta (007)",4752,2183,375,1791,110,265,28
"Superior univ. completa (008)",15333,11401,341,3004,292,264,31
"Hombres (010)",51930,14333,6698,24578,709,5552,60
"Sin nivel (011)",1941,20,132,1436,4,345,4
"Educación inicial (012)",15,2,3,7,,3,
"Primaria (013)",11458,249,1487,7913,91,1708,10
"Secundaria (014)",19313,2577,3706,9874,259,2873,24
"Superior no univ. incompleta (015)",2237,806,356,888,30,153,4
"Superior no univ. completa (016)",4549,2577,386,1359,51,170,6
"Superior univ. incompleta (017)",3181,1443,329,1178,82,143,6
"Superior univ. completa (018)",9236,6659,299,1923,192,157,6
"Mujeres (020)",40902,9659,1575,17379,387,10962,940
"Sin nivel (021)",5432,34,223,2602,15,2523,35
"Educación inicial (022)",26,3,1,8,,12,2
"Primaria (023)",11061,199,592,5489,51,4520,210
"Secundaria (024)",11653,1190,547,5888,127,3356,545
"Superior no univ. incompleta (025)",1503,517,54,699,18,145,70
"Superior no univ. completa (026)",3559,2234,70,999,48,177,31
"Superior univ. incompleta (027)",1571,740,46,613,28,122,22
"Superior univ. completa (028)",6097,4742,42,1081,100,107,25
,,,,,,,
"URBANA (030)",53359,22686,5033,20733,916,3105,886
"Sin nivel (031)",1298,46,94,861,4,264,29
"Educación inicial (032)",20,4,2,9,,3,2
"Primaria (033)",6315,368,882,4029,81,774,181
"Secundaria (034)",16307,3309,2679,8174,304,1330,511
"Superior no univ. incompleta (035)",3112,1234,342,1268,42,154,72
"Superior no univ. completa (036)",7197,4519,389,1973,94,187,35
"Superior univ. incompleta (037)",4420,2110,332,1646,108,199,25
"Superior univ. completa (038)",14690,11096,313,2773,283,194,31
"Hombres (040)",29910,13338,4259,10468,580,1216,49
"Sin nivel (041)",270,19,48,149,1,51,2
"Educación inicial (042)",8,2,2,3,,1,
"Primaria (043)",2686,197,699,1510,44,229,7
"Secundaria (044)",9678,2218,2327,4320,196,597,20
"Superior no univ. incompleta (045)",1771,737,293,646,25,66,4
"Superior no univ. completa (046)",3865,2361,328,1050,49,72,5
"Superior univ. incompleta (047)",2915,1384,290,1060,80,96,5
"Superior univ. completa (048)",8717,6420,272,1730,185,104,6
"Mujeres (050)",23449,9348,774,10265,336,1889,837
"Sin nivel (051)",1028,27,46,712,3,213,27
"Educación inicial (052)",12,2,,6,,2,2
"Primaria (053)",3629,171,183,2519,37,545,174
"Secundaria (054)",6629,1091,352,3854,108,733,491
"Superior no univ. incompleta (055)",1341,497,49,622,17,88,68
"Superior no univ. completa (056)",3332,2158,61,923,45,115,30
"Superior univ. incompleta (057)",1505,726,42,586,28,103,20
"Superior univ. completa (058)",5973,4676,41,1043,98,90,25
,,,,,,,
"RURAL (060)",39473,1306,3240,21224,180,13409,114
"Sin nivel (061)",6075,8,261,3177,15,2604,10
"Educación inicial (062)",21,1,2,6,,12,
"Primaria (063)",16204,80,1197,9373,61,5454,39
"Secundaria (064)",14659,458,1574,7588,82,4899,58
"Superior no univ. incompleta (065)",628,89,68,319,6,144,2
"Superior no univ. completa (066)",911,292,67,385,5,160,2
"Superior univ. incompleta (067)",332,73,43,145,2,66,3
"Superior univ. completa (068)",643,305,28,231,9,70,
"Hombres (070)",22020,995,2439,14110,129,4336,11
"Sin nivel (071)",1671,1,84,1287,3,294,2
"Educación inicial (072)",7,,1,4,,2,
"Primaria (073)",8772,52,788,6403,47,1479,3
"Secundaria (074)",9635,359,1379,5554,63,2276,4
"Superior no univ. incompleta (075)",466,69,63,242,5,87,
"Superior no univ. completa (076)",684,216,58,309,2,98,1
"Superior univ. incompleta (077)",266,59,39,118,2,47,1
"Superior univ. completa (078)",519,239,27,193,7,53,
"Mujeres (080)",17453,311,801,7114,51,9073,103
"Sin nivel (081)",4404,7,177,1890,12,2310,8
"Educación inicial (082)",14,1,1,2,,10,
"Primaria (083)",7432,28,409,2970,14,3975,36
"Secundaria (084)",5024,99,195,2034,19,2623,54
"Superior no univ. incompleta (085)",162,20,5,77,1,57,2
"Superior no univ. completa (086)",227,76,9,76,3,62,1
"Superior univ. incompleta (087)",66,14,4,27,,19,2
"Superior univ. completa (088)",124,66,1,38,2,17,
