"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia GRAN CHIMU (000)",27434,4763,861,14593,5498,368,617,216,518
"Jefe o Jefa (001)",7523,1141,22,4361,1324,101,266,70,238
"Esposa(o)/ compa¤era(o) (002)",4735,913,22,2707,753,89,144,22,85
"Hijo(a)/ hijastro(a) (003)",10855,1793,615,5485,2546,122,118,89,87
"Yerno/ nuera (004)",356,16,4,165,130,8,19,3,11
"Nieto(a) (005)",1266,300,128,618,198,9,11,1,1
"Padres/ suegros (006)",353,161,,179,9,1,2,,1
"Otro(a) pariente (007)",1912,367,65,915,435,29,34,21,46
"Trabajador(a) del hogar (008)",42,11,,14,16,1,,,
"Pensionista (009)",35,1,,2,13,3,6,1,9
"Otro(a) no pariente (010)",357,60,5,147,74,5,17,9,40
"Hombres (012)",14447,2037,425,7973,3128,183,300,127,274
"Jefe o Jefa (013)",5865,662,17,3586,1113,79,193,49,166
"Esposa(o)/ compa¤era(o) (014)",342,35,8,192,77,6,13,6,5
"Hijo(a)/ hijastro(a) (015)",5970,925,294,3073,1462,71,49,55,41
"Yerno/ nuera (016)",177,3,1,93,55,2,12,3,8
"Nieto(a) (017)",659,158,69,323,102,3,4,,
"Padres/ suegros (018)",134,40,,88,4,1,,,1
"Otro(a) pariente (019)",1031,165,32,515,256,15,14,7,27
"Trabajador(a) del hogar (020)",10,1,,6,3,,,,
"Pensionista (021)",16,1,,1,2,3,5,,4
"Otro(a) no pariente (022)",243,47,4,96,54,3,10,7,22
"Mujeres (024)",12987,2726,436,6620,2370,185,317,89,244
"Jefe o Jefa (025)",1658,479,5,775,211,22,73,21,72
"Esposa(o)/ compa¤era(o) (026)",4393,878,14,2515,676,83,131,16,80
"Hijo(a)/ hijastro(a) (027)",4885,868,321,2412,1084,51,69,34,46
"Yerno/ nuera (028)",179,13,3,72,75,6,7,,3
"Nieto(a) (029)",607,142,59,295,96,6,7,1,1
"Padres/ suegros (030)",219,121,,91,5,,2,,
"Otro(a) pariente (031)",881,202,33,400,179,14,20,14,19
"Trabajador(a) del hogar (032)",32,10,,8,13,1,,,
"Pensionista (033)",19,,,1,11,,1,1,5
"Otro(a) no pariente (034)",114,13,1,51,20,2,7,2,18
,,,,,,,,,
"URBANA (036)",6141,570,218,2520,1763,212,378,136,344
"Jefe o Jefa (037)",1722,85,2,758,440,70,172,39,156
"Esposa(o)/ compa¤era(o) (038)",1010,93,3,458,239,42,98,10,67
"Hijo(a)/ hijastro(a) (039)",2256,238,154,842,772,67,63,63,57
"Yerno/ nuera (040)",78,1,,18,35,4,11,3,6
"Nieto(a) (041)",297,52,42,130,59,5,7,1,1
"Padres/ suegros (042)",121,37,,78,4,,1,,1
"Otro(a) pariente (043)",475,51,14,178,161,18,14,13,26
"Trabajador(a) del hogar (044)",20,5,,7,7,1,,,
"Pensionista (045)",29,1,,1,12,3,5,1,6
"Otro(a) no pariente (046)",133,7,3,50,34,2,7,6,24
"Hombres (048)",3044,214,131,1198,954,110,171,78,188
