"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHACHAPOYAS (000)",46805,5486,1329,21004,11059,1428,3261,1297,1941
"Quechua (001)",114,39,,38,24,1,5,,7
"Aymara (002)",13,3,,4,5,1,,,
"Ashaninca (003)",5,,,1,1,1,,,2
"Otra lengua nativa (004)",38,3,1,9,11,8,1,4,1
"Castellano (005)",46467,5316,1327,20934,11012,1416,3252,1292,1918
"Idioma extranjero (006)",21,,,,5,,2,1,13
"Es sordomudo/a (007)",147,125,1,18,1,1,1,,
"Hombres (009)",22957,2175,673,10363,5868,706,1398,650,1124
"Quechua (010)",45,4,,18,14,1,2,,6
"Aymara (011)",7,1,,3,3,,,,
"Ashaninca (012)",3,,,,1,1,,,1
"Otra lengua nativa (013)",16,,,2,5,5,,3,1
"Castellano (014)",22810,2116,673,10329,5843,699,1394,646,1110
"Idioma extranjero (015)",11,,,,2,,2,1,6
"Es sordomudo/a (016)",65,54,,11,,,,,
"Mujeres (018)",23848,3311,656,10641,5191,722,1863,647,817
"Quechua (019)",69,35,,20,10,,3,,1
"Aymara (020)",6,2,,1,2,1,,,
"Ashaninca (021)",2,,,1,,,,,1
"Otra lengua nativa (022)",22,3,1,7,6,3,1,1,
"Castellano (023)",23657,3200,654,10605,5169,717,1858,646,808
"Idioma extranjero (024)",10,,,,3,,,,7
"Es sordomudo/a (025)",82,71,1,7,1,1,1,,
,,,,,,,,,
"URBANA (027)",32519,3018,887,12181,8924,1321,3063,1246,1879
"Quechua (028)",92,27,,30,22,1,5,,7
"Aymara (029)",10,2,,2,5,1,,,
"Ashaninca (030)",5,,,1,1,1,,,2
"Otra lengua nativa (031)",38,3,1,9,11,8,1,4,1
"Castellano (032)",32273,2918,885,12129,8879,1309,3056,1241,1856
"Idioma extranjero (033)",20,,,,5,,1,1,13
"Es sordomudo/a (034)",81,68,1,10,1,1,,,
"Hombres (036)",15587,1236,448,5652,4611,646,1294,620,1080
"Quechua (037)",38,3,,14,12,1,2,,6
"Aymara (038)",5,1,,1,3,,,,
"Ashaninca (039)",3,,,,1,1,,,1
"Otra lengua nativa (040)",16,,,2,5,5,,3,1
"Castellano (041)",15482,1203,448,5631,4588,639,1291,616,1066
"Idioma extranjero (042)",10,,,,2,,1,1,6
"Es sordomudo/a (043)",33,29,,4,,,,,
"Mujeres (045)",16932,1782,439,6529,4313,675,1769,626,799
"Quechua (046)",54,24,,16,10,,3,,1
"Aymara (047)",5,1,,1,2,1,,,
"Ashaninca (048)",2,,,1,,,,,1
"Otra lengua nativa (049)",22,3,1,7,6,3,1,1,
"Castellano (050)",16791,1715,437,6498,4291,670,1765,625,790
"Idioma extranjero (051)",10,,,,3,,,,7
"Es sordomudo/a (052)",48,39,1,6,1,1,,,
,,,,,,,,,
"RURAL (054)",14286,2468,442,8823,2135,107,198,51,62
"Quechua (055)",22,12,,8,2,,,,
"Aymara (056)",3,1,,2,,,,,
"Castellano (059)",14194,2398,442,8805,2133,107,196,51,62
"Idioma extranjero (060)",1,,,,,,1,,
"Es sordomudo/a (061)",66,57,,8,,,1,,
"Hombres (063)",7370,939,225,4711,1257,60,104,30,44
"Quechua (064)",7,1,,4,2,,,,
"Aymara (065)",2,,,2,,,,,
"Castellano (068)",7328,913,225,4698,1255,60,103,30,44
"Idioma extranjero (069)",1,,,,,,1,,
"Es sordomudo/a (070)",32,25,,7,,,,,
"Mujeres (072)",6916,1529,217,4112,878,47,94,21,18
"Quechua (073)",15,11,,4,,,,,
"Aymara (074)",1,1,,,,,,,
"Castellano (077)",6866,1485,217,4107,878,47,93,21,18
"Es sordomudo/a (079)",34,32,,1,,,1,,
