"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN PABLO (000)",5923,172,1825,1981,1455,490
"Empleado (001)",679,2,135,363,172,7
"Obrero (002)",1169,6,412,391,265,95
"Trabajador independiente (003)",2832,19,701,959,855,298
"Empleador o patrono (004)",24,,5,6,6,7
"Trabajador familiar no remunerado (005)",1144,141,537,244,143,79
"Trabajador del hogar (006)",75,4,35,18,14,4
"Hombres (008)",4604,95,1419,1495,1170,425
"Empleado (009)",412,2,78,206,123,3
"Obrero (010)",1054,5,377,350,234,88
"Trabajador independiente (011)",2344,11,556,786,722,269
"Empleador o patrono (012)",18,,3,6,3,6
"Trabajador familiar no remunerado (013)",772,76,403,147,87,59
"Trabajador del hogar (014)",4,1,2,,1,
"Mujeres (016)",1319,77,406,486,285,65
"Empleado (017)",267,,57,157,49,4
"Obrero (018)",115,1,35,41,31,7
"Trabajador independiente (019)",488,8,145,173,133,29
"Empleador o patrono (020)",6,,2,,3,1
"Trabajador familiar no remunerado (021)",372,65,134,97,56,20
"Trabajador del hogar (022)",71,3,33,18,13,4
,,,,,,
"URBANA (024)",1184,20,283,511,305,65
"Empleado (025)",447,1,64,262,117,3
"Obrero (026)",228,1,77,80,53,17
"Trabajador independiente (027)",399,4,103,145,113,34
"Empleador o patrono (028)",8,,,3,2,3
"Trabajador familiar no remunerado (029)",77,13,30,15,12,7
"Trabajador del hogar (030)",25,1,9,6,8,1
"Hombres (032)",748,11,187,298,203,49
"Empleado (033)",251,1,39,129,81,1
"Obrero (034)",199,1,70,67,46,15
"Trabajador independiente (035)",249,2,61,90,71,25
"Empleador o patrono (036)",7,,,3,1,3
"Trabajador familiar no remunerado (037)",42,7,17,9,4,5
"Mujeres (040)",436,9,96,213,102,16
"Empleado (041)",196,,25,133,36,2
"Obrero (042)",29,,7,13,7,2
"Trabajador independiente (043)",150,2,42,55,42,9
"Empleador o patrono (044)",1,,,,1,
"Trabajador familiar no remunerado (045)",35,6,13,6,8,2
"Trabajador del hogar (046)",25,1,9,6,8,1
,,,,,,
"RURAL (048)",4739,152,1542,1470,1150,425
"Empleado (049)",232,1,71,101,55,4
"Obrero (050)",941,5,335,311,212,78
"Trabajador independiente (051)",2433,15,598,814,742,264
"Empleador o patrono (052)",16,,5,3,4,4
"Trabajador familiar no remunerado (053)",1067,128,507,229,131,72
"Trabajador del hogar (054)",50,3,26,12,6,3
"Hombres (056)",3856,84,1232,1197,967,376
"Empleado (057)",161,1,39,77,42,2
"Obrero (058)",855,4,307,283,188,73
"Trabajador independiente (059)",2095,9,495,696,651,244
"Empleador o patrono (060)",11,,3,3,2,3
"Trabajador familiar no remunerado (061)",730,69,386,138,83,54
"Trabajador del hogar (062)",4,1,2,,1,
"Mujeres (064)",883,68,310,273,183,49
"Empleado (065)",71,,32,24,13,2
"Obrero (066)",86,1,28,28,24,5
"Trabajador independiente (067)",338,6,103,118,91,20
"Empleador o patrono (068)",5,,2,,2,1
"Trabajador familiar no remunerado (069)",337,59,121,91,48,18
"Trabajador del hogar (070)",46,2,24,12,5,3
