"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia TARMA (000)",48761,41924,6837
"De 3 a 5 años (001)",5964,536,5428
"De 6 a 11 años (002)",13928,12826,1102
"De 12 a 16 años (003)",13073,12980,93
"De 17 a 24 años (004)",15796,15582,214
"Hombres (005)",24479,21013,3466
"De 3 a 5 años (006)",3022,251,2771
"De 6 a 11 años (007)",7063,6489,574
"De 12 a 16 años (008)",6569,6524,45
"De 17 a 24 años (009)",7825,7749,76
"Mujeres (010)",24282,20911,3371
"De 3 a 5 años (011)",2942,285,2657
"De 6 a 11 años (012)",6865,6337,528
"De 12 a 16 años (013)",6504,6456,48
"De 17 a 24 años (014)",7971,7833,138
,,,
"URBANA (015)",30861,26835,4026
"De 3 a 5 años (016)",3709,417,3292
"De 6 a 11 años (017)",8715,8142,573
"De 12 a 16 años (018)",8361,8321,40
"De 17 a 24 años (019)",10076,9955,121
"Hombres (020)",15417,13357,2060
"De 3 a 5 años (021)",1895,199,1696
"De 6 a 11 años (022)",4440,4139,301
"De 12 a 16 años (023)",4227,4204,23
"De 17 a 24 años (024)",4855,4815,40
"Mujeres (025)",15444,13478,1966
"De 3 a 5 años (026)",1814,218,1596
"De 6 a 11 años (027)",4275,4003,272
"De 12 a 16 años (028)",4134,4117,17
"De 17 a 24 años (029)",5221,5140,81
,,,
"RURAL (030)",17900,15089,2811
"De 3 a 5 años (031)",2255,119,2136
"De 6 a 11 años (032)",5213,4684,529
"De 12 a 16 años (033)",4712,4659,53
"De 17 a 24 años (034)",5720,5627,93
"Hombres (035)",9062,7656,1406
"De 3 a 5 años (036)",1127,52,1075
"De 6 a 11 años (037)",2623,2350,273
"De 12 a 16 años (038)",2342,2320,22
"De 17 a 24 años (039)",2970,2934,36
"Mujeres (040)",8838,7433,1405
"De 3 a 5 años (041)",1128,67,1061
"De 6 a 11 años (042)",2590,2334,256
"De 12 a 16 años (043)",2370,2339,31
"De 17 a 24 años (044)",2750,2693,57
