"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia ASCOPE",,,
"Viviendas particulares (001)",27487,21924,5563
"Ocupantes presentes (002)",115652,94989,20663
"Casa independiente",,,
"Viviendas particulares (004)",27002,21605,5397
"Ocupantes presentes (005)",113931,93794,20137
"Departamento en edificio",,,
"Viviendas particulares (007)",29,29,
"Ocupantes presentes (008)",115,115,
"Vivienda en quinta",,,
"Viviendas particulares (010)",67,67,
"Ocupantes presentes (011)",212,212,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",157,125,32
"Ocupantes presentes (014)",581,487,94
"Choza o cabaña",,,
"Viviendas particulares (016)",74,1,73
"Ocupantes presentes (017)",233,1,232
"Vivienda improvisada",,,
"Viviendas particulares (019)",138,84,54
"Ocupantes presentes (020)",528,346,182
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",19,13,6
"Ocupantes presentes (023)",51,34,17
"Otro tipo",,,
"Viviendas particulares (025)",1,,1
"Ocupantes presentes (026)",1,,1
,,,
URBANA,,,
"Viviendas particulares (028)",24067,20858,3209
"Ocupantes presentes (029)",101653,90418,11235
"Casa independiente",,,
"Viviendas particulares (031)",23658,20540,3118
"Ocupantes presentes (032)",100171,89224,10947
"Departamento en edificio",,,
"Viviendas particulares (034)",29,29,
"Ocupantes presentes (035)",115,115,
"Vivienda en quinta",,,
"Viviendas particulares (037)",67,67,
"Ocupantes presentes (038)",212,212,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",157,125,32
"Ocupantes presentes (041)",581,487,94
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",138,84,54
"Ocupantes presentes (047)",528,346,182
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",18,13,5
"Ocupantes presentes (050)",46,34,12
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",3420,1066,2354
"Ocupantes presentes (056)",13999,4571,9428
"Casa independiente",,,
"Viviendas particulares (058)",3344,1065,2279
"Ocupantes presentes (059)",13760,4570,9190
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",74,1,73
"Ocupantes presentes (071)",233,1,232
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,,1
"Ocupantes presentes (077)",5,,5
"Otro tipo",,,
"Viviendas particulares (079)",1,,1
"Ocupantes presentes (080)",1,,1
