"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia COTABAMBAS (000)",45009,1081,18379,8960,7426,6037,3126
"Jefe o Jefa (001)",11341,,33,1889,3818,3651,1950
"Esposa(o) / compañera(o) (002)",7580,,28,1951,2992,1999,610
"Hijo(a) / hijastro(a) (003)",21657,925,16214,4151,295,66,6
"Yerno / nuera (004)",306,,4,243,46,11,2
"Nieto(a) (005)",1210,104,980,120,6,,
"Padres / suegros (006)",528,,,,10,115,403
"Otro(a) pariente (007)",1991,49,1035,442,176,157,132
"Trabajador(a) del hogar (008)",46,,10,27,3,2,4
"Pensionistas (009)",9,,3,2,4,,
"Otro(a) no pariente (010)",341,3,72,135,76,36,19
"Hombres (011)",22616,522,9396,4527,3669,3004,1498
"Jefe o Jefa (012)",8620,,17,1459,3149,2742,1253
"Esposa(o) / compañera(o) (013)",456,,17,123,170,99,47
"Hijo(a) / hijastro(a) (014)",11400,445,8266,2465,188,33,3
"Yerno / nuera (015)",110,,2,78,22,6,2
"Nieto(a) (016)",632,56,495,78,3,,
"Padres / suegros (017)",161,,,,4,29,128
"Otro(a) pariente (018)",1045,20,557,251,90,73,54
"Trabajador(a) del hogar (019)",11,,1,6,1,,3
"Pensionistas (020)",6,,3,1,2,,
"Otro(a) no pariente (021)",175,1,38,66,40,22,8
"Mujeres (022)",22393,559,8983,4433,3757,3033,1628
"Jefe o Jefa (023)",2721,,16,430,669,909,697
"Esposa(o) / compañera(o) (024)",7124,,11,1828,2822,1900,563
"Hijo(a) / hijastro(a) (025)",10257,480,7948,1686,107,33,3
"Yerno / nuera (026)",196,,2,165,24,5,
"Nieto(a) (027)",578,48,485,42,3,,
"Padres / suegros (028)",367,,,,6,86,275
"Otro(a) pariente (029)",946,29,478,191,86,84,78
"Trabajador(a) del hogar (030)",35,,9,21,2,2,1
"Pensionistas (031)",3,,,1,2,,
"Otro(a) no pariente (032)",166,2,34,69,36,14,11
,,,,,,,
"URBANA (033)",11590,258,4374,2613,2164,1473,708
"Jefe o Jefa (034)",3058,,22,576,1132,907,421
"Esposa(o) / compañera(o) (035)",1826,,13,475,780,432,126
"Hijo(a) / hijastro(a) (036)",5112,212,3668,1120,84,26,2
"Yerno / nuera (037)",92,,2,68,18,3,1
"Nieto(a) (038)",300,31,231,37,1,,
"Padres / suegros (039)",153,,,,7,37,109
"Otro(a) pariente (040)",749,12,372,207,69,46,43
"Trabajador(a) del hogar (041)",35,,10,23,2,,
"Pensionistas (042)",7,,3,2,2,,
"Otro(a) no pariente (043)",258,3,53,105,69,22,6
"Hombres (044)",5705,126,2194,1249,1049,761,326
"Jefe o Jefa (045)",2192,,11,381,854,683,263
"Esposa(o) / compañera(o) (046)",135,,9,40,58,14,14
"Hijo(a) / hijastro(a) (047)",2611,107,1834,606,50,13,1
"Yerno / nuera (048)",38,,1,26,8,2,1
"Nieto(a) (049)",154,13,114,27,,,
"Padres / suegros (050)",46,,,,3,13,30
"Otro(a) pariente (051)",384,5,195,109,39,22,14
"Trabajador(a) del hogar (052)",7,,1,5,1,,
"Pensionistas (053)",6,,3,1,2,,
"Otro(a) no pariente (054)",132,1,26,54,34,14,3
"Mujeres (055)",5885,132,2180,1364,1115,712,382
"Jefe o Jefa (056)",866,,11,195,278,224,158
"Esposa(o) / compañera(o) (057)",1691,,4,435,722,418,112
"Hijo(a) / hijastro(a) (058)",2501,105,1834,514,34,13,1
"Yerno / nuera (059)",54,,1,42,10,1,
"Nieto(a) (060)",146,18,117,10,1,,
"Padres / suegros (061)",107,,,,4,24,79
"Otro(a) pariente (062)",365,7,177,98,30,24,29
"Trabajador(a) del hogar (063)",28,,9,18,1,,
"Pensionistas (064)",1,,,1,,,
"Otro(a) no pariente (065)",126,2,27,51,35,8,3
,,,,,,,
"RURAL (066)",33419,823,14005,6347,5262,4564,2418
"Jefe o Jefa (067)",8283,,11,1313,2686,2744,1529
"Esposa(o) / compañera(o) (068)",5754,,15,1476,2212,1567,484
"Hijo(a) / hijastro(a) (069)",16545,713,12546,3031,211,40,4
"Yerno / nuera (070)",214,,2,175,28,8,1
"Nieto(a) (071)",910,73,749,83,5,,
"Padres / suegros (072)",375,,,,3,78,294
"Otro(a) pariente (073)",1242,37,663,235,107,111,89
"Trabajador(a) del hogar (074)",11,,,4,1,2,4
"Pensionistas (075)",2,,,,2,,
"Otro(a) no pariente (076)",83,,19,30,7,14,13
"Hombres (077)",16911,396,7202,3278,2620,2243,1172
"Jefe o Jefa (078)",6428,,6,1078,2295,2059,990
"Esposa(o) / compañera(o) (079)",321,,8,83,112,85,33
"Hijo(a) / hijastro(a) (080)",8789,338,6432,1859,138,20,2
"Yerno / nuera (081)",72,,1,52,14,4,1
"Nieto(a) (082)",478,43,381,51,3,,
"Padres / suegros (083)",115,,,,1,16,98
"Otro(a) pariente (084)",661,15,362,142,51,51,40
"Trabajador(a) del hogar (085)",4,,,1,,,3
"Otro(a) no pariente (087)",43,,12,12,6,8,5
"Mujeres (088)",16508,427,6803,3069,2642,2321,1246
"Jefe o Jefa (089)",1855,,5,235,391,685,539
"Esposa(o) / compañera(o) (090)",5433,,7,1393,2100,1482,451
"Hijo(a) / hijastro(a) (091)",7756,375,6114,1172,73,20,2
"Yerno / nuera (092)",142,,1,123,14,4,
"Nieto(a) (093)",432,30,368,32,2,,
"Padres / suegros (094)",260,,,,2,62,196
"Otro(a) pariente (095)",581,22,301,93,56,60,49
"Trabajador(a) del hogar (096)",7,,,3,1,2,1
"Pensionistas (097)",2,,,,2,,
"Otro(a) no pariente (098)",40,,7,18,1,6,8
