"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ASCOPE (000)",110097,4179,21612,20223,17011,15868,12723,8166,10315
"Quechua (001)",70,,9,12,12,7,9,4,17
"Aymara (002)",16,,7,1,2,1,2,,3
"Ashaninca (003)",16,,3,2,3,4,1,,3
"Otra lengua nativa (004)",87,3,27,28,6,7,8,5,3
"Castellano (005)",109757,4170,21538,20152,16955,15826,12686,8147,10283
"Idioma extranjero (006)",9,2,,,2,3,1,1,
"Es sordomudo/a (007)",142,4,28,28,31,20,16,9,6
"Hombres (009)",55180,2171,11002,10321,8421,7758,6214,3958,5335
"Quechua (010)",33,,5,7,4,1,5,3,8
"Aymara (011)",7,,4,,1,,,,2
"Ashaninca (012)",13,,2,1,3,3,1,,3
"Otra lengua nativa (013)",50,2,14,19,3,5,2,2,3
"Castellano (014)",54989,2165,10962,10279,8391,7734,6196,3945,5317
"Idioma extranjero (015)",7,1,,,1,3,1,1,
"Es sordomudo/a (016)",81,3,15,15,18,12,9,7,2
"Mujeres (018)",54917,2008,10610,9902,8590,8110,6509,4208,4980
"Quechua (019)",37,,4,5,8,6,4,1,9
"Aymara (020)",9,,3,1,1,1,2,,1
"Ashaninca (021)",3,,1,1,,1,,,
"Otra lengua nativa (022)",37,1,13,9,3,2,6,3,
"Castellano (023)",54768,2005,10576,9873,8564,8092,6490,4202,4966
"Idioma extranjero (024)",2,1,,,1,,,,
"Es sordomudo/a (025)",61,1,13,13,13,8,7,2,4
,,,,,,,,,
"URBANA (027)",96859,3624,19023,17591,14922,14157,11219,7162,9161
"Quechua (028)",65,,8,11,11,7,7,4,17
"Aymara (029)",15,,6,1,2,1,2,,3
"Ashaninca (030)",16,,3,2,3,4,1,,3
"Otra lengua nativa (031)",84,3,27,26,6,6,8,5,3
"Castellano (032)",96548,3615,18953,17524,14873,14120,11187,7145,9131
"Idioma extranjero (033)",9,2,,,2,3,1,1,
"Es sordomudo/a (034)",122,4,26,27,25,16,13,7,4
"Hombres (036)",48264,1886,9682,8957,7306,6876,5439,3415,4703
"Quechua (037)",31,,4,7,4,1,4,3,8
"Aymara (038)",6,,3,,1,,,,2
"Ashaninca (039)",13,,2,1,3,3,1,,3
"Otra lengua nativa (040)",48,2,14,18,3,4,2,2,3
"Castellano (041)",48092,1880,9646,8916,7280,6857,5424,3404,4685
"Idioma extranjero (042)",7,1,,,1,3,1,1,
"Es sordomudo/a (043)",67,3,13,15,14,8,7,5,2
"Mujeres (045)",48595,1738,9341,8634,7616,7281,5780,3747,4458
"Quechua (046)",34,,4,4,7,6,3,1,9
"Aymara (047)",9,,3,1,1,1,2,,1
"Ashaninca (048)",3,,1,1,,1,,,
"Otra lengua nativa (049)",36,1,13,8,3,2,6,3,
"Castellano (050)",48456,1735,9307,8608,7593,7263,5763,3741,4446
"Idioma extranjero (051)",2,1,,,1,,,,
"Es sordomudo/a (052)",55,1,13,12,11,8,6,2,2
,,,,,,,,,
"RURAL (054)",13238,555,2589,2632,2089,1711,1504,1004,1154
"Quechua (055)",5,,1,1,1,,2,,
"Aymara (056)",1,,1,,,,,,
"Otra lengua nativa (058)",3,,,2,,1,,,
"Castellano (059)",13209,555,2585,2628,2082,1706,1499,1002,1152
"Es sordomudo/a (061)",20,,2,1,6,4,3,2,2
"Hombres (063)",6916,285,1320,1364,1115,882,775,543,632
"Quechua (064)",2,,1,,,,1,,
"Aymara (065)",1,,1,,,,,,
"Otra lengua nativa (067)",2,,,1,,1,,,
"Castellano (068)",6897,285,1316,1363,1111,877,772,541,632
"Es sordomudo/a (070)",14,,2,,4,4,2,2,
"Mujeres (072)",6322,270,1269,1268,974,829,729,461,522
"Quechua (073)",3,,,1,1,,1,,
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",6312,270,1269,1265,971,829,727,461,520
"Es sordomudo/a (079)",6,,,1,2,,1,,2
