"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARISCAL CACERES (000)",20469,812,23,9307,7064,747,1267,407,842
"Empleado (001)",2986,11,1,166,803,336,865,201,603
"Obrero (002)",3238,197,3,1611,1246,65,57,30,29
"Trabajador independiente (003)",10140,382,4,5244,3638,267,281,143,181
"Empleador o patrono (004)",748,30,,406,243,21,21,11,16
"Trabajador familiar no remunerado (005)",2525,153,14,1441,830,31,28,18,10
"Trabajador del hogar (006)",832,39,1,439,304,27,15,4,3
"Hombres (008)",15061,532,14,7136,5350,479,713,285,552
"Empleado (009)",1692,6,1,84,501,181,437,122,360
"Obrero (010)",2814,151,2,1390,1102,57,55,28,29
"Trabajador independiente (011)",8272,286,4,4390,2935,205,195,115,142
"Empleador o patrono (012)",662,25,,374,210,17,12,9,15
"Trabajador familiar no remunerado (013)",1584,64,7,880,589,15,13,11,5
"Trabajador del hogar (014)",37,,,18,13,4,1,,1
"Mujeres (016)",5408,280,9,2171,1714,268,554,122,290
"Empleado (017)",1294,5,,82,302,155,428,79,243
"Obrero (018)",424,46,1,221,144,8,2,2,
"Trabajador independiente (019)",1868,96,,854,703,62,86,28,39
"Empleador o patrono (020)",86,5,,32,33,4,9,2,1
"Trabajador familiar no remunerado (021)",941,89,7,561,241,16,15,7,5
"Trabajador del hogar (022)",795,39,1,421,291,23,14,4,2
,,,,,,,,,
"URBANA (024)",12879,290,16,4496,5107,664,1151,356,799
"Empleado (025)",2823,7,1,146,790,316,787,193,583
"Obrero (026)",1678,36,2,678,831,52,45,18,16
"Trabajador independiente (027)",6293,159,3,2682,2660,233,262,119,175
"Empleador o patrono (028)",321,6,,121,135,18,19,7,15
"Trabajador familiar no remunerado (029)",1108,55,10,551,423,23,24,15,7
"Trabajador del hogar (030)",656,27,,318,268,22,14,4,3
"Hombres (032)",8779,154,10,3159,3653,419,629,240,515
"Empleado (033)",1595,4,1,76,490,173,387,118,346
"Obrero (034)",1428,22,1,560,726,44,43,16,16
"Trabajador independiente (035)",4836,106,3,2093,2051,175,179,93,136
"Empleador o patrono (036)",263,5,,104,111,14,10,5,14
"Trabajador familiar no remunerado (037)",627,17,5,313,263,10,9,8,2
"Trabajador del hogar (038)",30,,,13,12,3,1,,1
"Mujeres (040)",4100,136,6,1337,1454,245,522,116,284
"Empleado (041)",1228,3,,70,300,143,400,75,237
"Obrero (042)",250,14,1,118,105,8,2,2,
"Trabajador independiente (043)",1457,53,,589,609,58,83,26,39
"Empleador o patrono (044)",58,1,,17,24,4,9,2,1
"Trabajador familiar no remunerado (045)",481,38,5,238,160,13,15,7,5
"Trabajador del hogar (046)",626,27,,305,256,19,13,4,2
,,,,,,,,,
"RURAL (048)",7590,522,7,4811,1957,83,116,51,43
"Empleado (049)",163,4,,20,13,20,78,8,20
"Obrero (050)",1560,161,1,933,415,13,12,12,13
"Trabajador independiente (051)",3847,223,1,2562,978,34,19,24,6
"Empleador o patrono (052)",427,24,,285,108,3,2,4,1
"Trabajador familiar no remunerado (053)",1417,98,4,890,407,8,4,3,3
"Trabajador del hogar (054)",176,12,1,121,36,5,1,,
"Hombres (056)",6282,378,4,3977,1697,60,84,45,37
"Empleado (057)",97,2,,8,11,8,50,4,14
"Obrero (058)",1386,129,1,830,376,13,12,12,13
"Trabajador independiente (059)",3436,180,1,2297,884,30,16,22,6
"Empleador o patrono (060)",399,20,,270,99,3,2,4,1
"Trabajador familiar no remunerado (061)",957,47,2,567,326,5,4,3,3
"Trabajador del hogar (062)",7,,,5,1,1,,,
"Mujeres (064)",1308,144,3,834,260,23,32,6,6
"Empleado (065)",66,2,,12,2,12,28,4,6
"Obrero (066)",174,32,,103,39,,,,
"Trabajador independiente (067)",411,43,,265,94,4,3,2,
"Empleador o patrono (068)",28,4,,15,9,,,,
"Trabajador familiar no remunerado (069)",460,51,2,323,81,3,,,
"Trabajador del hogar (070)",169,12,1,116,35,4,1,,
