"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia MOHO (000)",27819,27497,204,118
"Hombres (001)",13647,13526,68,53
"Mujeres (002)",14172,13971,136,65
"Menores de 1 año (003)",436,371,40,25
"Hombres (004)",225,188,25,12
"Mujeres (005)",211,183,15,13
"De 1 a 5 años (006)",2531,2411,41,79
"Hombres (007)",1279,1220,22,37
"Mujeres (008)",1252,1191,19,42
"De 6 a 14 años (009)",5932,5925,3,4
"Hombres (010)",3052,3049,1,2
"Mujeres (011)",2880,2876,2,2
"De 15 a 29 años (012)",5648,5642,5,1
"Hombres (013)",2844,2842,1,1
"Mujeres (014)",2804,2800,4,
"De 30 a 44 años (015)",4415,4409,4,2
"Hombres (016)",2118,2117,1,
"Mujeres (017)",2297,2292,3,2
"De 45 a 64 años (018)",4906,4895,11,
"Hombres (019)",2293,2291,2,
"Mujeres (020)",2613,2604,9,
"De 65 a más años (021)",3951,3844,100,7
"Hombres (022)",1836,1819,16,1
"Mujeres (023)",2115,2025,84,6
,,,,
"URBANA (024)",7950,7865,47,38
"Hombres (025)",4086,4048,20,18
"Mujeres (026)",3864,3817,27,20
"Menores de 1 año (027)",112,89,14,9
"Hombres (028)",53,42,8,3
"Mujeres (029)",59,47,6,6
"De 1 a 5 años (030)",762,722,14,26
"Hombres (031)",379,358,7,14
"Mujeres (032)",383,364,7,12
"De 6 a 14 años (033)",1750,1750,,
"Hombres (034)",901,901,,
"Mujeres (035)",849,849,,
"De 15 a 29 años (036)",1966,1963,2,1
"Hombres (037)",1021,1020,,1
"Mujeres (038)",945,943,2,
"De 30 a 44 años (039)",1476,1474,1,1
"Hombres (040)",737,736,1,
"Mujeres (041)",739,738,,1
"De 45 a 64 años (042)",1235,1235,,
"Hombres (043)",664,664,,
"Mujeres (044)",571,571,,
"De 65 a más años (045)",649,632,16,1
"Hombres (046)",331,327,4,
"Mujeres (047)",318,305,12,1
,,,,
"RURAL (048)",19869,19632,157,80
"Hombres (049)",9561,9478,48,35
"Mujeres (050)",10308,10154,109,45
"Menores de 1 año (051)",324,282,26,16
"Hombres (052)",172,146,17,9
"Mujeres (053)",152,136,9,7
"De 1 a 5 años (054)",1769,1689,27,53
"Hombres (055)",900,862,15,23
"Mujeres (056)",869,827,12,30
"De 6 a 14 años (057)",4182,4175,3,4
"Hombres (058)",2151,2148,1,2
"Mujeres (059)",2031,2027,2,2
"De 15 a 29 años (060)",3682,3679,3,
"Hombres (061)",1823,1822,1,
"Mujeres (062)",1859,1857,2,
"De 30 a 44 años (063)",2939,2935,3,1
"Hombres (064)",1381,1381,,
"Mujeres (065)",1558,1554,3,1
"De 45 a 64 años (066)",3671,3660,11,
"Hombres (067)",1629,1627,2,
"Mujeres (068)",2042,2033,9,
"De 65 a más años (069)",3302,3212,84,6
"Hombres (070)",1505,1492,12,1
"Mujeres (071)",1797,1720,72,5
