"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia VILCAS HUAMAN",,,,,,,,
"Viviendas particulares (001)",7073,6652,385,4,4,18,3,7
"Ocupantes presentes (002)",23154,21760,1315,7,9,37,11,15
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",6885,6492,358,4,4,18,3,6
"Ocupantes presentes (005)",22590,21298,1214,7,9,37,11,14
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",26,,26,,,,,
"Ocupantes presentes (011)",100,,100,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",10,10,,,,,,
"Ocupantes presentes (014)",27,27,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",147,145,1,,,,,1
"Ocupantes presentes (017)",432,430,1,,,,,1
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",3,3,,,,,,
"Ocupantes presentes (020)",3,3,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,
"Ocupantes presentes (023)",1,1,,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,
"Ocupantes presentes (026)",1,1,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2208,1875,312,2,4,13,,2
"Ocupantes presentes (029)",7056,5928,1084,4,9,26,,5
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2168,1861,286,2,4,13,,2
"Ocupantes presentes (032)",6925,5897,984,4,9,26,,5
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",26,,26,,,,,
"Ocupantes presentes (038)",100,,100,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",10,10,,,,,,
"Ocupantes presentes (041)",27,27,,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",3,3,,,,,,
"Ocupantes presentes (047)",3,3,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,
"Ocupantes presentes (050)",1,1,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",4865,4777,73,2,,5,3,5
"Ocupantes presentes (056)",16098,15832,231,3,,11,11,10
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",4717,4631,72,2,,5,3,4
"Ocupantes presentes (059)",15665,15401,230,3,,11,11,9
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",147,145,1,,,,,1
"Ocupantes presentes (071)",432,430,1,,,,,1
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,
