"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SAN MIGUEL (000)",56146,914,16571,13463,10841,8905,5452
"Hombres (001)",27819,501,8513,6785,5236,4136,2648
"Mujeres (002)",28327,413,8058,6678,5605,4769,2804
"Viviendas particulares (003)",55940,914,16565,13405,10746,8864,5446
"Hombres (004)",27648,501,8509,6735,5158,4100,2645
"Mujeres (005)",28292,413,8056,6670,5588,4764,2801
"Viviendas colectivas (006)",140,,2,44,67,24,3
"Hombres (007)",124,,1,41,58,23,1
"Mujeres (008)",16,,1,3,9,1,2
"Otro tipo (009)",66,,4,14,28,17,3
"Hombres (010)",47,,3,9,20,13,2
"Mujeres (011)",19,,1,5,8,4,1
,,,,,,,
"URBANA (012)",9072,146,2397,2108,2052,1532,837
"Hombres (013)",4564,82,1240,1074,977,782,409
"Mujeres (014)",4508,64,1157,1034,1075,750,428
"Viviendas particulares (015)",8930,146,2391,2076,1989,1497,831
"Hombres (016)",4456,82,1236,1050,930,752,406
"Mujeres (017)",4474,64,1155,1026,1059,745,425
"Viviendas colectivas (018)",76,,2,18,35,18,3
"Hombres (019)",61,,1,15,27,17,1
"Mujeres (020)",15,,1,3,8,1,2
"Otro tipo (021)",66,,4,14,28,17,3
"Hombres (022)",47,,3,9,20,13,2
"Mujeres (023)",19,,1,5,8,4,1
,,,,,,,
"RURAL (024)",47074,768,14174,11355,8789,7373,4615
"Hombres (025)",23255,419,7273,5711,4259,3354,2239
"Mujeres (026)",23819,349,6901,5644,4530,4019,2376
"Viviendas particulares (027)",47010,768,14174,11329,8757,7367,4615
"Hombres (028)",23192,419,7273,5685,4228,3348,2239
"Mujeres (029)",23818,349,6901,5644,4529,4019,2376
"Viviendas colectivas (030)",64,,,26,32,6,
"Hombres (031)",63,,,26,31,6,
"Mujeres (032)",1,,,,1,,
