"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia TARMA",,,,,,,
"Viviendas particulares (001)",26987,5688,86,589,18909,633,1082
"Ocupantes presentes (002)",111056,23556,362,2572,77777,2413,4376
"Casa independiente",,,,,,,
"Viviendas particulares (004)",25655,4949,86,574,18442,586,1018
"Ocupantes presentes (005)",105200,20477,362,2491,75489,2283,4098
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",236,154,,2,59,4,17
"Ocupantes presentes (008)",1056,653,,17,297,17,72
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",512,341,,7,151,2,11
"Ocupantes presentes (011)",2355,1416,,32,829,5,73
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",319,191,,3,108,6,11
"Ocupantes presentes (014)",1539,837,,18,606,29,49
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",219,24,,3,141,30,21
"Ocupantes presentes (017)",757,76,,14,533,71,63
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",6,4,,,1,1,
"Ocupantes presentes (020)",11,9,,,1,1,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",35,22,,,7,4,2
"Ocupantes presentes (023)",126,85,,,22,7,12
"Otro tipo",,,,,,,
"Viviendas particulares (025)",5,3,,,,,2
"Ocupantes presentes (026)",12,3,,,,,9
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",16928,4646,86,494,10603,275,824
"Ocupantes presentes (029)",71545,19543,362,2199,44972,1080,3389
"Casa independiente",,,,,,,
"Viviendas particulares (031)",15818,3932,86,482,10278,258,782
"Ocupantes presentes (032)",66462,16547,362,2132,43219,1021,3181
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",236,154,,2,59,4,17
"Ocupantes presentes (035)",1056,653,,17,297,17,72
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",512,341,,7,151,2,11
"Ocupantes presentes (038)",2355,1416,,32,829,5,73
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",319,191,,3,108,6,11
"Ocupantes presentes (041)",1539,837,,18,606,29,49
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",6,4,,,1,1,
"Ocupantes presentes (047)",11,9,,,1,1,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",33,21,,,6,4,2
"Ocupantes presentes (050)",117,78,,,20,7,12
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,3,,,,,1
"Ocupantes presentes (053)",5,3,,,,,2
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",10059,1042,,95,8306,358,258
"Ocupantes presentes (056)",39511,4013,,373,32805,1333,987
"Casa independiente",,,,,,,
"Viviendas particulares (058)",9837,1017,,92,8164,328,236
"Ocupantes presentes (059)",38738,3930,,359,32270,1262,917
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",219,24,,3,141,30,21
"Ocupantes presentes (071)",757,76,,14,533,71,63
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",2,1,,,1,,
"Ocupantes presentes (077)",9,7,,,2,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",7,,,,,,7
