"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUANUCO",,,,,,
"Viviendas particulares (001)",60978,58606,1965,342,60,5
"Ocupantes presentes (002)",267068,245993,16069,3967,949,90
"Casa independiente",,,,,,
"Viviendas particulares (004)",54643,52448,1835,305,53,2
"Ocupantes presentes (005)",243473,224099,14954,3546,837,37
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",1812,1734,57,18,2,1
"Ocupantes presentes (008)",6038,5313,469,201,33,22
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",982,944,26,9,2,1
"Ocupantes presentes (011)",3558,3188,215,109,31,15
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",1259,1204,41,10,3,1
"Ocupantes presentes (014)",4411,3859,377,111,48,16
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",2198,2193,5,,,
"Ocupantes presentes (017)",9346,9307,39,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",20,20,,,,
"Ocupantes presentes (020)",47,47,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",61,60,1,,,
"Ocupantes presentes (023)",187,172,15,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",3,3,,,,
"Ocupantes presentes (026)",8,8,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",36687,34445,1844,333,60,5
"Ocupantes presentes (029)",161416,141399,15112,3866,949,90
"Casa independiente",,,,,,
"Viviendas particulares (031)",32557,30487,1719,296,53,2
"Ocupantes presentes (032)",147181,128826,14036,3445,837,37
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",1812,1734,57,18,2,1
"Ocupantes presentes (035)",6038,5313,469,201,33,22
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",982,944,26,9,2,1
"Ocupantes presentes (038)",3558,3188,215,109,31,15
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",1259,1204,41,10,3,1
"Ocupantes presentes (041)",4411,3859,377,111,48,16
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",20,20,,,,
"Ocupantes presentes (047)",47,47,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",55,54,1,,,
"Ocupantes presentes (050)",176,161,15,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",2,2,,,,
"Ocupantes presentes (053)",5,5,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",24291,24161,121,9,,
"Ocupantes presentes (056)",105652,104594,957,101,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",22086,21961,116,9,,
"Ocupantes presentes (059)",96292,95273,918,101,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",2198,2193,5,,,
"Ocupantes presentes (071)",9346,9307,39,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",6,6,,,,
"Ocupantes presentes (077)",11,11,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",3,3,,,,
