"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MANU (000)",10471,150,4955,3669,1510,187
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",22,,,15,7,
"Profes., científicos e intelectuales (002)",330,,91,197,40,2
"Técnicos de nivel medio y trab.asimilados (003)",416,,158,168,81,9
"Jefes y empleados de oficina (004)",173,,84,60,28,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1876,23,952,644,237,20
"Agricult.trabaj. calif. agrop. y pesqueros (006)",939,4,251,320,281,83
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1454,8,618,590,227,11
"Obreros construc., conf., papel, fab., instr. (008)",1022,6,469,417,118,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",3372,93,1886,982,374,37
"Otra (010)",24,,8,12,4,
"Ocupación no especificada (011)",538,11,246,188,84,9
"Desocupado (012)",305,5,192,76,29,3
"Hombres (013)",7535,93,3403,2684,1199,156
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",16,,,10,6,
"Profes., científicos e intelectuales (015)",179,,40,106,31,2
"Técnicos de nivel medio y trab.asimilados (016)",269,,88,108,67,6
"Jefes y empleados de oficina (017)",104,,36,40,27,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",547,11,202,207,117,10
"Agricult.trabaj. calif. agrop. y pesqueros (019)",835,4,215,283,258,75
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1354,8,575,550,210,11
"Obreros construc., conf., papel, fab., instr. (021)",1001,5,459,411,115,11
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",2573,54,1460,756,274,29
"Otra (023)",24,,8,12,4,
"Ocupación no especificada (024)",377,7,166,132,64,8
"Desocupado (025)",256,4,154,69,26,3
"Mujeres (026)",2936,57,1552,985,311,31
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",6,,,5,1,
"Profes., científicos e intelectuales (028)",151,,51,91,9,
"Técnicos de nivel medio y trab.asimilados (029)",147,,70,60,14,3
"Jefes y empleados de oficina (030)",69,,48,20,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1329,12,750,437,120,10
"Agricult.trabaj. calif. agrop. y pesqueros (032)",104,,36,37,23,8
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",100,,43,40,17,
"Obreros construc., conf., papel, fab., instr. (034)",21,1,10,6,3,1
