"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANDAHUAYLAS (000)",143846,62434,11830,2281,67481
"Menos de 1 año (001)",2779,2107,187,25,461
"De 1 a 14 años (002)",51066,36090,3853,600,10574
"De 15 a 29 años (003)",36222,10616,1780,696,23174
"De 30 a 44 años (004)",25940,5640,3371,507,16476
"De 45 a 64 años (005)",18184,4516,2022,307,11366
"De 65 y mas años (006)",9655,3465,617,146,5430
"Hombres (008)",70223,29407,5761,1392,33786
"Menos de 1 año (009)",1379,1027,103,14,236
"De 1 a 14 años (010)",26091,18477,1998,320,5322
"De 15 a 29 años (011)",17712,4559,755,510,11924
"De 30 a 44 años (012)",12461,2147,1528,304,8519
"De 45 a 64 años (013)",8559,1810,1049,167,5554
"De 65 y mas años (014)",4021,1387,328,77,2231
"Mujeres (016)",73623,33027,6069,889,33695
"Menos de 1 año (017)",1400,1080,84,11,225
"De 1 a 14 años (018)",24975,17613,1855,280,5252
"De 15 a 29 años (019)",18510,6057,1025,186,11250
"De 30 a 44 años (020)",13479,3493,1843,203,7957
"De 45 a 64 años (021)",9625,2706,973,140,5812
"De 65 y mas años (022)",5634,2078,289,69,3199
,,,,,
"URBANA (024)",64704,19715,10903,1876,32348
"Menos de 1 año (025)",1206,717,170,21,299
"De 1 a 14 años (026)",21513,11261,3598,466,6222
"De 15 a 29 años (027)",17738,3713,1639,590,11831
"De 30 a 44 años (028)",12908,1846,3123,441,7541
"De 45 a 64 años (029)",7848,1313,1856,251,4452
"De 65 y mas años (030)",3491,865,517,107,2003
"Hombres (032)",31539,9230,5266,1172,15973
"Menos de 1 año (033)",605,335,95,14,162
"De 1 a 14 años (034)",10939,5725,1863,240,3131
"De 15 a 29 años (035)",8525,1577,686,446,5845
"De 30 a 44 años (036)",6194,716,1394,273,3844
"De 45 a 64 años (037)",3812,546,955,140,2189
"De 65 y mas años (038)",1464,331,273,59,802
"Mujeres (040)",33165,10485,5637,704,16375
"Menos de 1 año (041)",601,382,75,7,137
"De 1 a 14 años (042)",10574,5536,1735,226,3091
"De 15 a 29 años (043)",9213,2136,953,144,5986
"De 30 a 44 años (044)",6714,1130,1729,168,3697
"De 45 a 64 años (045)",4036,767,901,111,2263
"De 65 y mas años (046)",2027,534,244,48,1201
,,,,,
"RURAL (048)",79142,42719,927,405,35133
"Menos de 1 año (049)",1573,1390,17,4,162
"De 1 a 14 años (050)",29553,24829,255,134,4352
"De 15 a 29 años (051)",18484,6903,141,106,11343
"De 30 a 44 años (052)",13032,3794,248,66,8935
"De 45 a 64 años (053)",10336,3203,166,56,6914
"De 65 y mas años (054)",6164,2600,100,39,3427
"Hombres (056)",38684,20177,495,220,17813
"Menos de 1 año (057)",774,692,8,,74
"De 1 a 14 años (058)",15152,12752,135,80,2191
"De 15 a 29 años (059)",9187,2982,69,64,6079
"De 30 a 44 años (060)",6267,1431,134,31,4675
"De 45 a 64 años (061)",4747,1264,94,27,3365
"De 65 y mas años (062)",2557,1056,55,18,1429
"Mujeres (064)",40458,22542,432,185,17320
"Menos de 1 año (065)",799,698,9,4,88
"De 1 a 14 años (066)",14401,12077,120,54,2161
"De 15 a 29 años (067)",9297,3921,72,42,5264
"De 30 a 44 años (068)",6765,2363,114,35,4260
"De 45 a 64 años (069)",5589,1939,72,29,3549
"De 65 y mas años (070)",3607,1544,45,21,1998
