"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia LEONCIO PRADO (000)",55133,28950,496,642,22538,480,29,109,477,1412
"Hombres (001)",19647,14661,307,302,2756,249,21,66,476,809
"Mujeres (002)",35486,14289,189,340,19782,231,8,43,1,603
"De 06 a 14 años (003)",22731,21244,,,707,226,2,24,,528
"Hombres (004)",11527,10881,,,250,120,1,15,,260
"Mujeres (005)",11204,10363,,,457,106,1,9,,268
"De 15 a 29 años (006)",17055,7486,27,162,8509,,10,21,476,364
"Hombres (007)",5448,3699,13,72,950,,6,12,475,221
"Mujeres (008)",11607,3787,14,90,7559,,4,9,1,143
"De 30 a 44 años (009)",7414,161,35,148,6864,,10,14,1,181
"Hombres (010)",851,56,12,60,573,,9,7,1,133
"Mujeres (011)",6563,105,23,88,6291,,1,7,,48
"De 45 a 64 años (012)",5066,53,163,169,4483,5,6,19,,168
"Hombres (013)",855,22,95,75,537,2,5,13,,106
"Mujeres (014)",4211,31,68,94,3946,3,1,6,,62
"De 65 y más años (015)",2867,6,271,163,1975,249,1,31,,171
"Hombres (016)",966,3,187,95,446,127,,19,,89
"Mujeres (017)",1901,3,84,68,1529,122,1,12,,82
,,,,,,,,,,
"AREA URBANA (018)",32553,17825,444,514,12190,268,13,64,402,833
"Hombres (019)",12277,8792,269,231,1940,129,8,39,401,468
"Mujeres (020)",20276,9033,175,283,10250,139,5,25,1,365
"De 06 a 14 años (021)",12802,12092,,,419,73,,13,,205
"Hombres (022)",6394,6061,,,177,40,,8,,108
"Mujeres (023)",6408,6031,,,242,33,,5,,97
"De 15 a 29 años (024)",10730,5563,26,126,4337,,5,11,401,261
"Hombres (025)",3951,2668,13,52,667,,3,6,400,142
"Mujeres (026)",6779,2895,13,74,3670,,2,5,1,119
"De 30 a 44 años (027)",4071,126,31,111,3665,,3,9,1,125
"Hombres (028)",592,45,9,47,395,,2,4,1,89
"Mujeres (029)",3479,81,22,64,3270,,1,5,,36
"De 45 a 64 años (030)",3025,40,155,137,2554,3,4,12,,120
"Hombres (031)",629,17,89,56,383,1,3,10,,70
"Mujeres (032)",2396,23,66,81,2171,2,1,2,,50
"De 65 y más años (033)",1925,4,232,140,1215,192,1,19,,122
"Hombres (034)",711,1,158,76,318,88,,11,,59
"Mujeres (035)",1214,3,74,64,897,104,1,8,,63
,,,,,,,,,,
"AREA RURAL (036)",22580,11125,52,128,10348,212,16,45,75,579
"Hombres (037)",7370,5869,38,71,816,120,13,27,75,341
"Mujeres (038)",15210,5256,14,57,9532,92,3,18,,238
"De 06 a 14 años (039)",9929,9152,,,288,153,2,11,,323
"Hombres (040)",5133,4820,,,73,80,1,7,,152
"Mujeres (041)",4796,4332,,,215,73,1,4,,171
"De 15 a 29 años (042)",6325,1923,1,36,4172,,5,10,75,103
"Hombres (043)",1497,1031,,20,283,,3,6,75,79
"Mujeres (044)",4828,892,1,16,3889,,2,4,,24
"De 30 a 44 años (045)",3343,35,4,37,3199,,7,5,,56
"Hombres (046)",259,11,3,13,178,,7,3,,44
"Mujeres (047)",3084,24,1,24,3021,,,2,,12
"De 45 a 64 años (048)",2041,13,8,32,1929,2,2,7,,48
"Hombres (049)",226,5,6,19,154,1,2,3,,36
"Mujeres (050)",1815,8,2,13,1775,1,,4,,12
"De 65 y más años (051)",942,2,39,23,760,57,,12,,49
"Hombres (052)",255,2,29,19,128,39,,8,,30
"Mujeres (053)",687,,10,4,632,18,,4,,19
