"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MANU (000)",17407,1112,289,5857,7290,1016,848,434,561
"Hombres (001)",10170,466,134,3128,4588,679,502,309,364
"Mujeres (002)",7237,646,155,2729,2702,337,346,125,197
"PEA (003)",10471,567,34,2556,5035,773,687,355,464
"Hombres (004)",7535,347,18,1771,3765,578,459,279,318
"Mujeres (005)",2936,220,16,785,1270,195,228,76,146
"Ocupada (006)",10166,556,34,2474,4863,755,677,351,456
"Hombres (007)",7279,337,18,1702,3616,567,450,276,313
"Mujeres (008)",2887,219,16,772,1247,188,227,75,143
"Desocupada (009)",305,11,,82,172,18,10,4,8
"Hombres (010)",256,10,,69,149,11,9,3,5
"Mujeres (011)",49,1,,13,23,7,1,1,3
"No PEA (012)",6936,545,255,3301,2255,243,161,79,97
"Hombres (013)",2635,119,116,1357,823,101,43,30,46
"Mujeres (014)",4301,426,139,1944,1432,142,118,49,51
,,,,,,,,,
"URBANA (018)",6198,328,82,2060,2455,428,370,190,285
"Hombres (019)",3190,112,44,955,1333,253,194,132,167
"Mujeres (020)",3008,216,38,1105,1122,175,176,58,118
"PEA (021)",3281,146,4,685,1459,314,280,153,240
"Hombres (022)",2033,65,2,375,949,210,172,117,143
"Mujeres (023)",1248,81,2,310,510,104,108,36,97
"Ocupada (024)",3217,143,4,672,1429,307,274,151,237
"Hombres (025)",1984,63,2,366,923,206,167,116,141
"Mujeres (026)",1233,80,2,306,506,101,107,35,96
"Desocupada (027)",64,3,,13,30,7,6,2,3
"Hombres (028)",49,2,,9,26,4,5,1,2
"Mujeres (029)",15,1,,4,4,3,1,1,1
"No PEA (030)",2917,182,78,1375,996,114,90,37,45
"Hombres (031)",1157,47,42,580,384,43,22,15,24
"Mujeres (032)",1760,135,36,795,612,71,68,22,21
,,,,,,,,,
"RURAL (036)",11209,784,207,3797,4835,588,478,244,276
"Hombres (037)",6980,354,90,2173,3255,426,308,177,197
"Mujeres (038)",4229,430,117,1624,1580,162,170,67,79
"PEA (039)",7190,421,30,1871,3576,459,407,202,224
"Hombres (040)",5502,282,16,1396,2816,368,287,162,175
"Mujeres (041)",1688,139,14,475,760,91,120,40,49
"Ocupada (042)",6949,413,30,1802,3434,448,403,200,219
"Hombres (043)",5295,274,16,1336,2693,361,283,160,172
"Mujeres (044)",1654,139,14,466,741,87,120,40,47
"Desocupada (045)",241,8,,69,142,11,4,2,5
"Hombres (046)",207,8,,60,123,7,4,2,3
"Mujeres (047)",34,,,9,19,4,,,2
"No PEA (048)",4019,363,177,1926,1259,129,71,42,52
"Hombres (049)",1478,72,74,777,439,58,21,15,22
"Mujeres (050)",2541,291,103,1149,820,71,50,27,30
