"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YAULI (000)",46980,2956,21451,1967,20997
"Sin Nivel (001)",3619,487,1381,98,1675
"Educación Inicial (002)",1176,193,548,29,415
"Primaria (003)",12490,1200,5194,349,5806
"Secundaria (004)",18563,823,8626,683,8551
"Sup. no Univ. Incompleta (005)",3229,100,1412,158,1587
"Sup. no Univ. Completa (006)",3392,73,1742,267,1347
"Sup. Univ. Incompleta (007)",1535,33,709,117,687
"Sup. Univ. Completa (008)",2976,47,1839,266,929
"Hombres (010)",24943,1401,12273,1368,10184
"Sin Nivel (011)",1451,269,572,38,586
"Educación Inicial (012)",616,110,288,12,206
"Primaria (013)",5689,560,2445,167,2547
"Secundaria (014)",10658,353,5300,529,4577
"Sup. no Univ. Incompleta (015)",1898,46,939,120,819
"Sup. no Univ. Completa (016)",1924,26,1110,215,601
"Sup. Univ. Incompleta (017)",977,12,492,84,396
"Sup. Univ. Completa (018)",1730,25,1127,203,452
"Mujeres (020)",22037,1555,9178,599,10813
"Sin Nivel (021)",2168,218,809,60,1089
"Educación Inicial (022)",560,83,260,17,209
"Primaria (023)",6801,640,2749,182,3259
"Secundaria (024)",7905,470,3326,154,3974
"Sup. no Univ. Incompleta (025)",1331,54,473,38,768
"Sup. no Univ. Completa (026)",1468,47,632,52,746
"Sup. Univ. Incompleta (027)",558,21,217,33,291
"Sup. Univ. Completa (028)",1246,22,712,63,477
,,,,,
"URBANA (030)",41303,2617,19806,1728,17456
"Sin Nivel (031)",2982,401,1266,86,1251
"Educación Inicial (032)",1095,179,534,27,364
"Primaria (033)",10382,1036,4759,320,4324
"Secundaria (034)",16518,755,8010,582,7254
"Sup. no Univ. Incompleta (035)",2950,98,1276,132,1453
"Sup. no Univ. Completa (036)",3138,70,1594,227,1269
"Sup. Univ. Incompleta (037)",1458,33,665,110,658
"Sup. Univ. Completa (038)",2780,45,1702,244,883
"Hombres (040)",21633,1228,11067,1159,8376
"Sin Nivel (041)",1225,221,529,36,453
"Educación Inicial (042)",574,100,282,12,180
"Primaria (043)",4656,479,2219,146,1841
"Secundaria (044)",9282,323,4790,436,3797
"Sup. no Univ. Incompleta (045)",1698,45,823,94,743
"Sup. no Univ. Completa (046)",1722,25,971,177,562
"Sup. Univ. Incompleta (047)",913,12,453,77,375
"Sup. Univ. Completa (048)",1563,23,1000,181,425
"Mujeres (050)",19670,1389,8739,569,9080
"Sin Nivel (051)",1757,180,737,50,798
"Educación Inicial (052)",521,79,252,15,184
"Primaria (053)",5726,557,2540,174,2483
"Secundaria (054)",7236,432,3220,146,3457
"Sup. no Univ. Incompleta (055)",1252,53,453,38,710
"Sup. no Univ. Completa (056)",1416,45,623,50,707
"Sup. Univ. Incompleta (057)",545,21,212,33,283
"Sup. Univ. Completa (058)",1217,22,702,63,458
,,,,,
"RURAL (060)",5677,339,1645,239,3541
"Sin Nivel (061)",637,86,115,12,424
"Educación Inicial (062)",81,14,14,2,51
"Primaria (063)",2108,164,435,29,1482
"Secundaria (064)",2045,68,616,101,1297
"Sup. no Univ. Incompleta (065)",279,2,136,26,134
"Sup. no Univ. Completa (066)",254,3,148,40,78
"Sup. Univ. Incompleta (067)",77,,44,7,29
"Sup. Univ. Completa (068)",196,2,137,22,46
"Hombres (070)",3310,173,1206,209,1808
"Sin Nivel (071)",226,48,43,2,133
"Educación Inicial (072)",42,10,6,,26
"Primaria (073)",1033,81,226,21,706
"Secundaria (074)",1376,30,510,93,780
"Sup. no Univ. Incompleta (075)",200,1,116,26,76
"Sup. no Univ. Completa (076)",202,1,139,38,39
"Sup. Univ. Incompleta (077)",64,,39,7,21
"Sup. Univ. Completa (078)",167,2,127,22,27
"Mujeres (080)",2367,166,439,30,1733
"Sin Nivel (081)",411,38,72,10,291
"Educación Inicial (082)",39,4,8,2,25
"Primaria (083)",1075,83,209,8,776
"Secundaria (084)",669,38,106,8,517
"Sup. no Univ. Incompleta (085)",79,1,20,,58
"Sup. no Univ. Completa (086)",52,2,9,2,39
"Sup. Univ. Incompleta (087)",13,,5,,8
"Sup. Univ. Completa (088)",29,,10,,19
