"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia EL DORADO (000)",13708,1150,38,8640,3092,151,341,81,215
"Empleado (001)",748,4,,55,142,63,266,35,183
"Obrero (002)",1609,123,3,1044,413,14,7,4,1
"Trabajador independiente (003)",7307,594,9,4813,1713,61,57,33,27
"Empleador o patrono (004)",243,17,,157,57,1,4,5,2
"Trabajador familiar no remunerado (005)",3526,386,26,2398,696,8,7,3,2
"Trabajador del hogar (006)",275,26,,173,71,4,,1,
"Hombres (008)",9889,590,14,6386,2402,104,204,53,136
"Empleado (009)",437,1,,22,94,38,152,18,112
"Obrero (010)",1256,66,2,814,353,12,6,2,1
"Trabajador independiente (011)",6245,447,8,4238,1418,47,42,24,21
"Empleador o patrono (012)",221,12,,147,53,1,2,5,1
"Trabajador familiar no remunerado (013)",1716,64,4,1159,477,6,2,3,1
"Trabajador del hogar (014)",14,,,6,7,,,1,
"Mujeres (016)",3819,560,24,2254,690,47,137,28,79
"Empleado (017)",311,3,,33,48,25,114,17,71
"Obrero (018)",353,57,1,230,60,2,1,2,
"Trabajador independiente (019)",1062,147,1,575,295,14,15,9,6
"Empleador o patrono (020)",22,5,,10,4,,2,,1
"Trabajador familiar no remunerado (021)",1810,322,22,1239,219,2,5,,1
"Trabajador del hogar (022)",261,26,,167,64,4,,,
,,,,,,,,,
"URBANA (024)",5510,305,2,2916,1676,104,271,62,174
"Empleado (025)",601,3,,45,123,42,211,28,149
"Obrero (026)",643,29,,361,235,9,6,3,
"Trabajador independiente (027)",2761,141,1,1552,932,43,45,26,21
"Empleador o patrono (028)",85,5,,43,29,,3,3,2
"Trabajador familiar no remunerado (029)",1225,115,1,788,306,6,6,1,2
"Trabajador del hogar (030)",195,12,,127,51,4,,1,
"Hombres (032)",3683,121,1,1944,1248,70,155,37,107
"Empleado (033)",345,,,17,84,26,116,13,89
"Obrero (034)",500,11,,276,200,7,5,1,
"Trabajador independiente (035)",2171,88,1,1262,722,33,31,18,16
"Empleador o patrono (036)",78,4,,40,28,,2,3,1
"Trabajador familiar no remunerado (037)",585,18,,348,212,4,1,1,1
"Trabajador del hogar (038)",4,,,1,2,,,1,
"Mujeres (040)",1827,184,1,972,428,34,116,25,67
"Empleado (041)",256,3,,28,39,16,95,15,60
"Obrero (042)",143,18,,85,35,2,1,2,
"Trabajador independiente (043)",590,53,,290,210,10,14,8,5
"Empleador o patrono (044)",7,1,,3,1,,1,,1
"Trabajador familiar no remunerado (045)",640,97,1,440,94,2,5,,1
"Trabajador del hogar (046)",191,12,,126,49,4,,,
,,,,,,,,,
"RURAL (048)",8198,845,36,5724,1416,47,70,19,41
"Empleado (049)",147,1,,10,19,21,55,7,34
"Obrero (050)",966,94,3,683,178,5,1,1,1
"Trabajador independiente (051)",4546,453,8,3261,781,18,12,7,6
"Empleador o patrono (052)",158,12,,114,28,1,1,2,
"Trabajador familiar no remunerado (053)",2301,271,25,1610,390,2,1,2,
"Trabajador del hogar (054)",80,14,,46,20,,,,
"Hombres (056)",6206,469,13,4442,1154,34,49,16,29
"Empleado (057)",92,1,,5,10,12,36,5,23
"Obrero (058)",756,55,2,538,153,5,1,1,1
"Trabajador independiente (059)",4074,359,7,2976,696,14,11,6,5
"Empleador o patrono (060)",143,8,,107,25,1,,2,
"Trabajador familiar no remunerado (061)",1131,46,4,811,265,2,1,2,
"Trabajador del hogar (062)",10,,,5,5,,,,
"Mujeres (064)",1992,376,23,1282,262,13,21,3,12
"Empleado (065)",55,,,5,9,9,19,2,11
"Obrero (066)",210,39,1,145,25,,,,
"Trabajador independiente (067)",472,94,1,285,85,4,1,1,1
"Empleador o patrono (068)",15,4,,7,3,,1,,
"Trabajador familiar no remunerado (069)",1170,225,21,799,125,,,,
"Trabajador del hogar (070)",70,14,,41,15,,,,
