"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUAYLAS (000)",707,175,532
"Sin nivel (001)",58,9,49
"Educación inicial (002)",2,,2
"Primaria (003)",304,60,244
"Secundaria (004)",216,66,150
"Superior no univ. incompleta (005)",31,9,22
"Superior no univ. completa (006)",46,13,33
"Superior univ. incompleta (007)",17,6,11
"Superior univ. completa (008)",33,12,21
"Hombres (010)",557,119,438
"Sin nivel (011)",48,5,43
"Educación inicial (012)",1,,1
"Primaria (013)",248,36,212
"Secundaria (014)",182,54,128
"Superior no univ. incompleta (015)",19,8,11
"Superior no univ. completa (016)",32,7,25
"Superior univ. incompleta (017)",10,3,7
"Superior univ. completa (018)",17,6,11
"Mujeres (020)",150,56,94
"Sin nivel (021)",10,4,6
"Educación inicial (022)",1,,1
"Primaria (023)",56,24,32
"Secundaria (024)",34,12,22
"Superior no univ. incompleta (025)",12,1,11
"Superior no univ. completa (026)",14,6,8
"Superior univ. incompleta (027)",7,3,4
"Superior univ. completa (028)",16,6,10
,,,
"AREA URBANA (030)",367,94,273
"Sin nivel (031)",18,3,15
"Educación inicial (032)",2,,2
"Primaria (033)",99,22,77
"Secundaria (034)",135,35,100
"Superior no univ. incompleta (035)",24,6,18
"Superior no univ. completa (036)",39,10,29
"Superior univ. incompleta (037)",17,6,11
"Superior univ. completa (038)",33,12,21
"Hombres (040)",253,54,199
"Sin nivel (041)",12,1,11
"Educación inicial (042)",1,,1
"Primaria (043)",60,8,52
"Secundaria (044)",113,27,86
"Superior no univ. incompleta (045)",14,5,9
"Superior no univ. completa (046)",26,4,22
"Superior univ. incompleta (047)",10,3,7
"Superior univ. completa (048)",17,6,11
"Mujeres (050)",114,40,74
"Sin nivel (051)",6,2,4
"Educación inicial (052)",1,,1
"Primaria (053)",39,14,25
"Secundaria (054)",22,8,14
"Superior no univ. incompleta (055)",10,1,9
"Superior no univ. completa (056)",13,6,7
"Superior univ. incompleta (057)",7,3,4
"Superior univ. completa (058)",16,6,10
,,,
"AREA RURAL (060)",340,81,259
"Sin nivel (061)",40,6,34
"Primaria (063)",205,38,167
"Secundaria (064)",81,31,50
"Superior no univ. incompleta (065)",7,3,4
"Superior no univ. completa (066)",7,3,4
"Hombres (070)",304,65,239
"Sin nivel (071)",36,4,32
"Primaria (073)",188,28,160
"Secundaria (074)",69,27,42
"Superior no univ. incompleta (075)",5,3,2
"Superior no univ. completa (076)",6,3,3
"Mujeres (080)",36,16,20
"Sin nivel (081)",4,2,2
"Primaria (083)",17,10,7
"Secundaria (084)",12,4,8
"Superior no univ. incompleta (085)",2,,2
"Superior no univ. completa (086)",1,,1
