"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SIHUAS (000)",426,122,304
"De 14 a 29 años (001)",202,97,105
"De 30 a 44 años (002)",116,21,95
"De 45 a 64 años (003)",83,4,79
"De 65 y más años (004)",25,,25
"Hombres (005)",344,83,261
"De 14 a 29 años (006)",155,69,86
"De 30 a 44 años (007)",94,14,80
"De 45 a 64 años (008)",73,,73
"De 65 y más años (009)",22,,22
"Mujeres (010)",82,39,43
"De 14 a 29 años (011)",47,28,19
"De 30 a 44 años (012)",22,7,15
"De 45 a 64 años (013)",10,4,6
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",180,60,120
"De 14 a 29 años (016)",86,47,39
"De 30 a 44 años (017)",63,12,51
"De 45 a 64 años (018)",20,1,19
"De 65 y más años (019)",11,,11
"Hombres (020)",141,39,102
"De 14 a 29 años (021)",65,32,33
"De 30 a 44 años (022)",49,7,42
"De 45 a 64 años (023)",17,,17
"De 65 y más años (024)",10,,10
"Mujeres (025)",39,21,18
"De 14 a 29 años (026)",21,15,6
"De 30 a 44 años (027)",14,5,9
"De 45 a 64 años (028)",3,1,2
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",246,62,184
"De 14 a 29 años (031)",116,50,66
"De 30 a 44 años (032)",53,9,44
"De 45 a 64 años (033)",63,3,60
"De 65 y más años (034)",14,,14
"Hombres (035)",203,44,159
"De 14 a 29 años (036)",90,37,53
"De 30 a 44 años (037)",45,7,38
"De 45 a 64 años (038)",56,,56
"De 65 y más años (039)",12,,12
"Mujeres (040)",43,18,25
"De 14 a 29 años (041)",26,13,13
"De 30 a 44 años (042)",8,2,6
"De 45 a 64 años (043)",7,3,4
"De 65 y más años (044)",2,,2
