"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CAÑETE (000)",127133,124738,2395
"Hombres (001)",63260,62201,1059
"Mujeres (002)",63873,62537,1336
"De 18 a 29 años (003)",42069,40601,1468
"Hombres (004)",20891,20153,738
"Mujeres (005)",21178,20448,730
"De 30 a 44 años (006)",41092,40790,302
"Hombres (007)",20192,20067,125
"Mujeres (008)",20900,20723,177
"De 45 a 64 años (009)",30199,29972,227
"Hombres (010)",15177,15085,92
"Mujeres (011)",15022,14887,135
"De 65 y más años (012)",13773,13375,398
"Hombres (013)",7000,6896,104
"Mujeres (014)",6773,6479,294
,,,
"URBANA (015)",106307,104337,1970
"Hombres (016)",52239,51351,888
"Mujeres (017)",54068,52986,1082
"De 18 a 29 años (018)",35404,34171,1233
"Hombres (019)",17407,16779,628
"Mujeres (020)",17997,17392,605
"De 30 a 44 años (021)",34557,34304,253
"Hombres (022)",16734,16629,105
"Mujeres (023)",17823,17675,148
"De 45 a 64 años (024)",25130,24963,167
"Hombres (025)",12449,12381,68
"Mujeres (026)",12681,12582,99
"De 65 y más años (027)",11216,10899,317
"Hombres (028)",5649,5562,87
"Mujeres (029)",5567,5337,230
,,,
"RURAL (030)",20826,20401,425
"Hombres (031)",11021,10850,171
"Mujeres (032)",9805,9551,254
"De 18 a 29 años (033)",6665,6430,235
"Hombres (034)",3484,3374,110
"Mujeres (035)",3181,3056,125
"De 30 a 44 años (036)",6535,6486,49
"Hombres (037)",3458,3438,20
"Mujeres (038)",3077,3048,29
"De 45 a 64 años (039)",5069,5009,60
"Hombres (040)",2728,2704,24
"Mujeres (041)",2341,2305,36
"De 65 y más años (042)",2557,2476,81
"Hombres (043)",1351,1334,17
"Mujeres (044)",1206,1142,64
