"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia YUNGAY",,,
"Viviendas particulares (001)",12784,6823,5961
"Ocupantes presentes (002)",54181,29235,24946
"Casa independiente",,,
"Viviendas particulares (004)",12628,6726,5902
"Ocupantes presentes (005)",53577,28839,24738
"Departamento en edificio",,,
"Viviendas particulares (007)",9,9,
"Ocupantes presentes (008)",36,36,
"Vivienda en quinta",,,
"Viviendas particulares (010)",22,22,
"Ocupantes presentes (011)",87,87,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",15,10,5
"Ocupantes presentes (014)",50,25,25
"Choza o cabaña",,,
"Viviendas particulares (016)",105,55,50
"Ocupantes presentes (017)",420,247,173
"Vivienda improvisada",,,
"Viviendas particulares (019)",3,,3
"Ocupantes presentes (020)",9,,9
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",2,1,1
"Ocupantes presentes (023)",2,1,1
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",2972,2579,393
"Ocupantes presentes (029)",12560,10914,1646
"Casa independiente",,,
"Viviendas particulares (031)",2923,2538,385
"Ocupantes presentes (032)",12378,10766,1612
"Departamento en edificio",,,
"Viviendas particulares (034)",9,9,
"Ocupantes presentes (035)",36,36,
"Vivienda en quinta",,,
"Viviendas particulares (037)",22,22,
"Ocupantes presentes (038)",87,87,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",15,10,5
"Ocupantes presentes (041)",50,25,25
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",3,,3
"Ocupantes presentes (047)",9,,9
"Local no dest.para hab. humana",,,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",9812,4244,5568
"Ocupantes presentes (056)",41621,18321,23300
"Casa independiente",,,
"Viviendas particulares (058)",9705,4188,5517
"Ocupantes presentes (059)",41199,18073,23126
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",105,55,50
"Ocupantes presentes (071)",420,247,173
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",2,1,1
"Ocupantes presentes (077)",2,1,1
"Otro tipo",,,
