"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CHANCHAMAYO (000)",166385,3331,57257,46038,32225,20868,6666
"Jefe o Jefa (001)",43091,,132,9078,16613,13151,4117
"Esposa(o) / compañera(o) (002)",25734,,84,8219,10639,5721,1071
"Hijo(a) / hijastro(a) (003)",72153,2448,47100,19989,2282,326,8
"Yerno / nuera (004)",1726,,40,1223,409,49,5
"Nieto(a) (005)",6401,578,5045,742,35,1,
"Padres / suegros (006)",1553,,,1,61,504,987
"Otro(a) pariente (007)",11779,264,4383,4647,1410,705,370
"Trabajador(a) del hogar (008)",323,,23,231,38,25,6
"Pensionistas (009)",228,,16,125,55,28,4
"Otro(a) no pariente (010)",3397,41,434,1783,683,358,98
"Hombres (011)",87149,1656,29499,23958,16579,11626,3831
"Jefe o Jefa (012)",32884,,74,6799,12828,10131,3052
"Esposa(o) / compañera(o) (013)",1734,,41,544,674,361,114
"Hijo(a) / hijastro(a) (014)",38531,1211,24231,11540,1348,197,4
"Yerno / nuera (015)",793,,16,482,261,31,3
"Nieto(a) (016)",3316,294,2594,410,17,1,
"Padres / suegros (017)",608,,,,23,180,405
"Otro(a) pariente (018)",6704,129,2291,2792,897,426,169
"Trabajador(a) del hogar (019)",58,,6,46,3,,3
"Pensionistas (020)",153,,6,77,45,23,2
"Otro(a) no pariente (021)",2368,22,240,1268,483,276,79
"Mujeres (022)",79236,1675,27758,22080,15646,9242,2835
"Jefe o Jefa (023)",10207,,58,2279,3785,3020,1065
"Esposa(o) / compañera(o) (024)",24000,,43,7675,9965,5360,957
"Hijo(a) / hijastro(a) (025)",33622,1237,22869,8449,934,129,4
"Yerno / nuera (026)",933,,24,741,148,18,2
"Nieto(a) (027)",3085,284,2451,332,18,,
"Padres / suegros (028)",945,,,1,38,324,582
"Otro(a) pariente (029)",5075,135,2092,1855,513,279,201
"Trabajador(a) del hogar (030)",265,,17,185,35,25,3
"Pensionistas (031)",75,,10,48,10,5,2
"Otro(a) no pariente (032)",1029,19,194,515,200,82,19
,,,,,,,
"URBANA (033)",94150,1782,31737,26446,19176,11678,3331
"Jefe o Jefa (034)",23754,,99,4676,9777,7314,1888
"Esposa(o) / compañera(o) (035)",13856,,54,3962,6222,3113,505
"Hijo(a) / hijastro(a) (036)",40413,1239,25417,12159,1403,192,3
"Yerno / nuera (037)",1121,,24,776,288,30,3
"Nieto(a) (038)",4041,368,3145,505,22,1,
"Padres / suegros (039)",1054,,,1,43,353,657
"Otro(a) pariente (040)",7620,145,2689,3171,948,455,212
"Trabajador(a) del hogar (041)",172,,15,130,16,9,2
"Pensionistas (042)",154,,13,86,39,15,1
"Otro(a) no pariente (043)",1965,30,281,980,418,196,60
"Hombres (044)",47338,896,16334,12952,9202,6193,1761
"Jefe o Jefa (045)",16519,,54,3042,6873,5259,1291
"Esposa(o) / compañera(o) (046)",1367,,32,416,541,293,85
"Hijo(a) / hijastro(a) (047)",21058,626,13051,6543,733,105,
"Yerno / nuera (048)",540,,12,314,193,19,2
"Nieto(a) (049)",2069,188,1615,254,11,1,
"Padres / suegros (050)",385,,,,11,117,257
"Otro(a) pariente (051)",4126,69,1417,1741,558,262,79
"Trabajador(a) del hogar (052)",24,,3,19,2,,
"Pensionistas (053)",92,,5,45,31,11,
"Otro(a) no pariente (054)",1158,13,145,578,249,126,47
"Mujeres (055)",46812,886,15403,13494,9974,5485,1570
"Jefe o Jefa (056)",7235,,45,1634,2904,2055,597
"Esposa(o) / compañera(o) (057)",12489,,22,3546,5681,2820,420
"Hijo(a) / hijastro(a) (058)",19355,613,12366,5616,670,87,3
"Yerno / nuera (059)",581,,12,462,95,11,1
"Nieto(a) (060)",1972,180,1530,251,11,,
"Padres / suegros (061)",669,,,1,32,236,400
"Otro(a) pariente (062)",3494,76,1272,1430,390,193,133
"Trabajador(a) del hogar (063)",148,,12,111,14,9,2
"Pensionistas (064)",62,,8,41,8,4,1
"Otro(a) no pariente (065)",807,17,136,402,169,70,13
,,,,,,,
"RURAL (066)",72235,1549,25520,19592,13049,9190,3335
"Jefe o Jefa (067)",19337,,33,4402,6836,5837,2229
"Esposa(o) / compañera(o) (068)",11878,,30,4257,4417,2608,566
"Hijo(a) / hijastro(a) (069)",31740,1209,21683,7830,879,134,5
"Yerno / nuera (070)",605,,16,447,121,19,2
"Nieto(a) (071)",2360,210,1900,237,13,,
"Padres / suegros (072)",499,,,,18,151,330
"Otro(a) pariente (073)",4159,119,1694,1476,462,250,158
"Trabajador(a) del hogar (074)",151,,8,101,22,16,4
"Pensionistas (075)",74,,3,39,16,13,3
"Otro(a) no pariente (076)",1432,11,153,803,265,162,38
"Hombres (077)",39811,760,13165,11006,7377,5433,2070
"Jefe o Jefa (078)",16365,,20,3757,5955,4872,1761
"Esposa(o) / compañera(o) (079)",367,,9,128,133,68,29
"Hijo(a) / hijastro(a) (080)",17473,585,11180,4997,615,92,4
"Yerno / nuera (081)",253,,4,168,68,12,1
"Nieto(a) (082)",1247,106,979,156,6,,
"Padres / suegros (083)",223,,,,12,63,148
"Otro(a) pariente (084)",2578,60,874,1051,339,164,90
"Trabajador(a) del hogar (085)",34,,3,27,1,,3
"Pensionistas (086)",61,,1,32,14,12,2
"Otro(a) no pariente (087)",1210,9,95,690,234,150,32
"Mujeres (088)",32424,789,12355,8586,5672,3757,1265
"Jefe o Jefa (089)",2972,,13,645,881,965,468
"Esposa(o) / compañera(o) (090)",11511,,21,4129,4284,2540,537
"Hijo(a) / hijastro(a) (091)",14267,624,10503,2833,264,42,1
"Yerno / nuera (092)",352,,12,279,53,7,1
"Nieto(a) (093)",1113,104,921,81,7,,
