"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LAMPA",,,,,,,,,
"Viviendas particulares (001)",2678,446,265,109,278,31,28,32,1489
"Ocupantes presentes (002)",10642,1613,1035,381,1133,126,133,132,6089
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2635,440,246,108,276,31,28,32,1474
"Ocupantes presentes (005)",10484,1593,982,368,1118,126,133,132,6032
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,,,,,,,,3
"Ocupantes presentes (008)",11,,,,,,,,11
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,2,6,,,,,,
"Ocupantes presentes (011)",17,5,12,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",17,4,11,1,1,,,,
"Ocupantes presentes (014)",68,15,31,13,9,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",10,,,,,,,,10
"Ocupantes presentes (017)",27,,,,,,,,27
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",2,,,,,,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,,2,,1,,,,1
"Ocupantes presentes (023)",33,,10,,6,,,,17
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2503,438,262,108,267,31,28,32,1337
"Ocupantes presentes (029)",10070,1595,1024,378,1101,126,133,132,5581
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2470,432,243,107,265,31,28,32,1332
"Ocupantes presentes (032)",9939,1575,971,365,1086,126,133,132,5551
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,,,,,,,,3
"Ocupantes presentes (035)",11,,,,,,,,11
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,2,6,,,,,,
"Ocupantes presentes (038)",17,5,12,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",17,4,11,1,1,,,,
"Ocupantes presentes (041)",68,15,31,13,9,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",2,,,,,,,,2
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,,2,,1,,,,1
"Ocupantes presentes (050)",33,,10,,6,,,,17
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",175,8,3,1,11,,,,152
"Ocupantes presentes (056)",572,18,11,3,32,,,,508
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",165,8,3,1,11,,,,142
"Ocupantes presentes (059)",545,18,11,3,32,,,,481
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",10,,,,,,,,10
"Ocupantes presentes (071)",27,,,,,,,,27
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
