"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SAN MARCOS (000)",49938,962,16090,12553,9144,7293,3896
"Jefe o Jefa (001)",13119,,15,2157,4287,4099,2561
"Esposa(o) / compañera(o) (002)",9215,,31,2402,3340,2545,897
"Hijo(a) / hijastro(a) (003)",21338,675,13165,6239,998,251,10
"Yerno / nuera (004)",591,,11,431,122,25,2
"Nieto(a) (005)",2288,181,1699,389,19,,
"Padres / suegros (006)",382,,,,13,82,287
"Otro(a) pariente (007)",2626,101,1086,774,303,244,118
"Trabajador(a) del hogar (008)",55,,10,36,5,3,1
"Pensionistas (009)",11,,,7,3,1,
"Otro(a) no pariente (010)",313,5,73,118,54,43,20
"Hombres (011)",24900,472,8231,6285,4507,3554,1851
"Jefe o Jefa (012)",10188,,8,1786,3606,3129,1659
"Esposa(o) / compañera(o) (013)",470,,12,121,153,136,48
"Hijo(a) / hijastro(a) (014)",11148,337,6762,3454,480,110,5
"Yerno / nuera (015)",297,,2,197,79,19,
"Nieto(a) (016)",1207,84,882,230,11,,
"Padres / suegros (017)",107,,,,5,17,85
"Otro(a) pariente (018)",1315,50,530,428,139,123,45
"Trabajador(a) del hogar (019)",10,,2,7,,,1
"Pensionistas (020)",7,,,5,2,,
"Otro(a) no pariente (021)",151,1,33,57,32,20,8
"Mujeres (022)",25038,490,7859,6268,4637,3739,2045
"Jefe o Jefa (023)",2931,,7,371,681,970,902
"Esposa(o) / compañera(o) (024)",8745,,19,2281,3187,2409,849
"Hijo(a) / hijastro(a) (025)",10190,338,6403,2785,518,141,5
"Yerno / nuera (026)",294,,9,234,43,6,2
"Nieto(a) (027)",1081,97,817,159,8,,
"Padres / suegros (028)",275,,,,8,65,202
"Otro(a) pariente (029)",1311,51,556,346,164,121,73
"Trabajador(a) del hogar (030)",45,,8,29,5,3,
"Pensionistas (031)",4,,,2,1,1,
"Otro(a) no pariente (032)",162,4,40,61,22,23,12
,,,,,,,
"URBANA (033)",10551,183,2857,2687,2226,1687,911
"Jefe o Jefa (034)",2731,,7,320,941,901,562
"Esposa(o) / compañera(o) (035)",1719,,6,340,689,495,189
"Hijo(a) / hijastro(a) (036)",4052,112,2127,1394,326,89,4
"Yerno / nuera (037)",177,,1,97,63,15,1
"Nieto(a) (038)",620,45,452,112,11,,
"Padres / suegros (039)",139,,,,6,27,106
"Otro(a) pariente (040)",870,23,220,320,140,128,39
"Trabajador(a) del hogar (041)",37,,5,25,3,3,1
"Pensionistas (042)",10,,,7,2,1,
"Otro(a) no pariente (043)",196,3,39,72,45,28,9
"Hombres (044)",5183,88,1486,1309,1081,794,425
"Jefe o Jefa (045)",1988,,5,237,754,634,358
"Esposa(o) / compañera(o) (046)",103,,4,23,34,32,10
"Hijo(a) / hijastro(a) (047)",2096,54,1117,728,155,40,2
"Yerno / nuera (048)",87,,,40,36,11,
"Nieto(a) (049)",342,23,243,69,7,,
"Padres / suegros (050)",46,,,,3,4,39
"Otro(a) pariente (051)",431,10,104,178,66,62,11
"Trabajador(a) del hogar (052)",2,,,1,,,1
"Pensionistas (053)",6,,,5,1,,
"Otro(a) no pariente (054)",82,1,13,28,25,11,4
"Mujeres (055)",5368,95,1371,1378,1145,893,486
"Jefe o Jefa (056)",743,,2,83,187,267,204
"Esposa(o) / compañera(o) (057)",1616,,2,317,655,463,179
"Hijo(a) / hijastro(a) (058)",1956,58,1010,666,171,49,2
"Yerno / nuera (059)",90,,1,57,27,4,1
"Nieto(a) (060)",278,22,209,43,4,,
"Padres / suegros (061)",93,,,,3,23,67
"Otro(a) pariente (062)",439,13,116,142,74,66,28
"Trabajador(a) del hogar (063)",35,,5,24,3,3,
"Pensionistas (064)",4,,,2,1,1,
"Otro(a) no pariente (065)",114,2,26,44,20,17,5
,,,,,,,
"RURAL (066)",39387,779,13233,9866,6918,5606,2985
"Jefe o Jefa (067)",10388,,8,1837,3346,3198,1999
"Esposa(o) / compañera(o) (068)",7496,,25,2062,2651,2050,708
"Hijo(a) / hijastro(a) (069)",17286,563,11038,4845,672,162,6
"Yerno / nuera (070)",414,,10,334,59,10,1
"Nieto(a) (071)",1668,136,1247,277,8,,
"Padres / suegros (072)",243,,,,7,55,181
"Otro(a) pariente (073)",1756,78,866,454,163,116,79
"Trabajador(a) del hogar (074)",18,,5,11,2,,
"Pensionistas (075)",1,,,,1,,
"Otro(a) no pariente (076)",117,2,34,46,9,15,11
"Hombres (077)",19717,384,6745,4976,3426,2760,1426
"Jefe o Jefa (078)",8200,,3,1549,2852,2495,1301
"Esposa(o) / compañera(o) (079)",367,,8,98,119,104,38
"Hijo(a) / hijastro(a) (080)",9052,283,5645,2726,325,70,3
"Yerno / nuera (081)",210,,2,157,43,8,
"Nieto(a) (082)",865,61,639,161,4,,
"Padres / suegros (083)",61,,,,2,13,46
"Otro(a) pariente (084)",884,40,426,250,73,61,34
"Trabajador(a) del hogar (085)",8,,2,6,,,
"Pensionistas (086)",1,,,,1,,
"Otro(a) no pariente (087)",69,,20,29,7,9,4
"Mujeres (088)",19670,395,6488,4890,3492,2846,1559
"Jefe o Jefa (089)",2188,,5,288,494,703,698
"Esposa(o) / compañera(o) (090)",7129,,17,1964,2532,1946,670
"Hijo(a) / hijastro(a) (091)",8234,280,5393,2119,347,92,3
"Yerno / nuera (092)",204,,8,177,16,2,1
"Nieto(a) (093)",803,75,608,116,4,,
"Padres / suegros (094)",182,,,,5,42,135
"Otro(a) pariente (095)",872,38,440,204,90,55,45
"Trabajador(a) del hogar (096)",10,,3,5,2,,
"Otro(a) no pariente (098)",48,2,14,17,2,6,7
