"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SANDIA (000)",26380,272,8539,9116,6361,2092
"Empleado (001)",1586,4,419,851,307,5
"Obrero (002)",2512,22,1390,697,336,67
"Trabajador independiente (003)",14784,36,3401,5324,4334,1689
"Empleador o patrono (004)",654,,161,242,194,57
"Trabajador familiar no remunerado (005)",6728,198,3090,1984,1184,272
"Trabajador del hogar (006)",116,12,78,18,6,2
"Hombres (008)",16910,149,5455,5781,4119,1406
"Empleado (009)",1048,2,239,557,245,5
"Obrero (010)",2139,14,1197,587,286,55
"Trabajador independiente (011)",10811,22,2341,3966,3242,1240
"Empleador o patrono (012)",530,,125,200,162,43
"Trabajador familiar no remunerado (013)",2351,108,1530,467,184,62
"Trabajador del hogar (014)",31,3,23,4,,1
"Mujeres (016)",9470,123,3084,3335,2242,686
"Empleado (017)",538,2,180,294,62,
"Obrero (018)",373,8,193,110,50,12
"Trabajador independiente (019)",3973,14,1060,1358,1092,449
"Empleador o patrono (020)",124,,36,42,32,14
"Trabajador familiar no remunerado (021)",4377,90,1560,1517,1000,210
"Trabajador del hogar (022)",85,9,55,14,6,1
,,,,,,
"URBANA (024)",6229,82,1827,2361,1496,463
"Empleado (025)",1163,4,318,602,234,5
"Obrero (026)",639,6,288,199,117,29
"Trabajador independiente (027)",3241,10,716,1236,905,374
"Empleador o patrono (028)",79,,20,32,23,4
"Trabajador familiar no remunerado (029)",1058,56,449,289,214,50
"Trabajador del hogar (030)",49,6,36,3,3,1
"Hombres (032)",3698,54,1080,1359,912,293
"Empleado (033)",749,2,179,383,180,5
"Obrero (034)",575,6,266,172,107,24
"Trabajador independiente (035)",1899,7,383,707,552,250
"Empleador o patrono (036)",58,,11,25,21,1
"Trabajador familiar no remunerado (037)",409,38,235,71,52,13
"Trabajador del hogar (038)",8,1,6,1,,
"Mujeres (040)",2531,28,747,1002,584,170
"Empleado (041)",414,2,139,219,54,
"Obrero (042)",64,,22,27,10,5
"Trabajador independiente (043)",1342,3,333,529,353,124
"Empleador o patrono (044)",21,,9,7,2,3
"Trabajador familiar no remunerado (045)",649,18,214,218,162,37
"Trabajador del hogar (046)",41,5,30,2,3,1
,,,,,,
"RURAL (048)",20151,190,6712,6755,4865,1629
"Empleado (049)",423,,101,249,73,
"Obrero (050)",1873,16,1102,498,219,38
"Trabajador independiente (051)",11543,26,2685,4088,3429,1315
"Empleador o patrono (052)",575,,141,210,171,53
"Trabajador familiar no remunerado (053)",5670,142,2641,1695,970,222
"Trabajador del hogar (054)",67,6,42,15,3,1
"Hombres (056)",13212,95,4375,4422,3207,1113
"Empleado (057)",299,,60,174,65,
"Obrero (058)",1564,8,931,415,179,31
"Trabajador independiente (059)",8912,15,1958,3259,2690,990
"Empleador o patrono (060)",472,,114,175,141,42
"Trabajador familiar no remunerado (061)",1942,70,1295,396,132,49
"Trabajador del hogar (062)",23,2,17,3,,1
"Mujeres (064)",6939,95,2337,2333,1658,516
"Empleado (065)",124,,41,75,8,
"Obrero (066)",309,8,171,83,40,7
"Trabajador independiente (067)",2631,11,727,829,739,325
"Empleador o patrono (068)",103,,27,35,30,11
"Trabajador familiar no remunerado (069)",3728,72,1346,1299,838,173
"Trabajador del hogar (070)",44,4,25,12,3,
