"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YAROWILCA (000)",30028,18459,1021,252,10314
"Quechua (001)",18308,10886,421,116,6890
"Aymara (002)",30,21,1,2,8
"Asháninka (003)",6,4,,2,1
"Otra lengua nativa (004)",2,1,,1,1
"Castellano (005)",11633,7528,597,131,3386
"Es Sordomudo/a (007)",49,19,2,,28
"Hombres (009)",14446,8442,526,148,5340
"Quechua (010)",8439,4754,229,62,3397
"Aymara (011)",9,6,1,1,2
"Asháninka (012)",3,2,,1,1
"Otra lengua nativa (013)",1,1,,1,
"Castellano (014)",5970,3669,295,83,1927
"Es Sordomudo/a (016)",24,10,1,,13
"Mujeres (018)",15582,10017,495,104,4974
"Quechua (019)",9869,6132,192,54,3493
"Aymara (020)",21,15,,1,6
"Asháninka (021)",3,2,,1,
"Otra lengua nativa (022)",1,,,,1
"Castellano (023)",5663,3859,302,48,1459
"Es Sordomudo/a (025)",25,9,1,,15
,,,,,
"URBANA (027)",7385,3886,648,124,2733
"Quechua (028)",3048,1498,197,49,1306
"Aymara (029)",16,12,1,,3
"Castellano (032)",4312,2374,448,75,1419
"Es Sordomudo/a (034)",9,2,2,,5
"Hombres (036)",3633,1829,318,78,1412
"Quechua (037)",1391,622,108,26,636
"Aymara (038)",7,5,1,,1
"Castellano (041)",2232,1202,208,52,773
"Es Sordomudo/a (043)",3,,1,,2
"Mujeres (045)",3752,2057,330,46,1321
"Quechua (046)",1657,876,89,23,670
"Aymara (047)",9,7,,,2
"Castellano (050)",2080,1172,240,23,646
"Es Sordomudo/a (052)",6,2,1,,3
,,,,,
"RURAL (054)",22643,14573,373,128,7581
"Quechua (055)",15260,9388,224,67,5584
"Aymara (056)",14,9,,2,5
"Asháninka (057)",6,4,,2,1
"Otra lengua nativa (058)",2,1,,1,1
"Castellano (059)",7321,5154,149,56,1967
"Es Sordomudo/a (061)",40,17,,,23
"Hombres (063)",10813,6613,208,70,3928
"Quechua (064)",7048,4132,121,36,2761
"Aymara (065)",2,1,,1,1
"Asháninka (066)",3,2,,1,1
"Otra lengua nativa (067)",1,1,,1,
"Castellano (068)",3738,2467,87,31,1154
"Es Sordomudo/a (070)",21,10,,,11
"Mujeres (072)",11830,7960,165,58,3653
"Quechua (073)",8212,5256,103,31,2823
"Aymara (074)",12,8,,1,4
"Asháninka (075)",3,2,,1,
"Otra lengua nativa (076)",1,,,,1
"Castellano (077)",3583,2687,62,25,813
"Es Sordomudo/a (079)",19,7,,,12
