"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CASMA (000)",850,158,692
"De 14 a 29 años (001)",472,138,334
"De 30 a 44 años (002)",212,18,194
"De 45 a 64 años (003)",133,2,131
"De 65 y más años (004)",33,,33
"Hombres (005)",628,102,526
"De 14 a 29 años (006)",330,90,240
"De 30 a 44 años (007)",158,10,148
"De 45 a 64 años (008)",108,2,106
"De 65 y más años (009)",32,,32
"Mujeres (010)",222,56,166
"De 14 a 29 años (011)",142,48,94
"De 30 a 44 años (012)",54,8,46
"De 45 a 64 años (013)",25,,25
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",644,128,516
"De 14 a 29 años (016)",365,111,254
"De 30 a 44 años (017)",160,16,144
"De 45 a 64 años (018)",103,1,102
"De 65 y más años (019)",16,,16
"Hombres (020)",447,80,367
"De 14 a 29 años (021)",241,71,170
"De 30 a 44 años (022)",110,8,102
"De 45 a 64 años (023)",80,1,79
"De 65 y más años (024)",16,,16
"Mujeres (025)",197,48,149
"De 14 a 29 años (026)",124,40,84
"De 30 a 44 años (027)",50,8,42
"De 45 a 64 años (028)",23,,23
,,,
"AREA RURAL (030)",206,30,176
"De 14 a 29 años (031)",107,27,80
"De 30 a 44 años (032)",52,2,50
"De 45 a 64 años (033)",30,1,29
"De 65 y más años (034)",17,,17
"Hombres (035)",181,22,159
"De 14 a 29 años (036)",89,19,70
"De 30 a 44 años (037)",48,2,46
"De 45 a 64 años (038)",28,1,27
"De 65 y más años (039)",16,,16
"Mujeres (040)",25,8,17
"De 14 a 29 años (041)",18,8,10
"De 30 a 44 años (042)",4,,4
"De 45 a 64 años (043)",2,,2
"De 65 y más años (044)",1,,1
