"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia MAYNAS",,,,,,,
"Viviendas particulares (001)",96113,7835,3463,4700,74645,2676,2794
"Ocupantes presentes (002)",486072,27743,16855,23915,392126,11879,13554
"Casa independiente",,,,,,,
"Viviendas particulares (004)",79437,4484,3033,4473,63010,2045,2392
"Ocupantes presentes (005)",410603,18262,15001,22844,333099,9681,11716
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",534,302,,16,162,49,5
"Ocupantes presentes (008)",1755,902,,63,627,140,23
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",3447,2717,,31,581,63,55
"Ocupantes presentes (011)",10105,7322,,131,2235,181,236
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",381,147,,9,194,14,17
"Ocupantes presentes (014)",1723,548,,28,991,51,105
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",11567,81,417,140,10270,424,235
"Ocupantes presentes (017)",58766,324,1806,735,53310,1510,1081
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",571,60,13,31,357,42,68
"Ocupantes presentes (020)",2600,257,48,114,1660,212,309
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",139,41,,,48,32,18
"Ocupantes presentes (023)",424,119,,,148,89,68
"Otro tipo",,,,,,,
"Viviendas particulares (025)",37,3,,,23,7,4
"Ocupantes presentes (026)",96,9,,,56,15,16
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",76743,7701,2024,4471,58583,1785,2179
"Ocupantes presentes (029)",386891,27211,9507,22707,309013,8042,10411
"Casa independiente",,,,,,,
"Viviendas particulares (031)",71654,4431,2011,4384,57225,1589,2014
"Ocupantes presentes (032)",370225,18054,9459,22371,303307,7374,9660
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",534,302,,16,162,49,5
"Ocupantes presentes (035)",1755,902,,63,627,140,23
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",3447,2717,,31,581,63,55
"Ocupantes presentes (038)",10105,7322,,131,2235,181,236
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",381,147,,9,194,14,17
"Ocupantes presentes (041)",1723,548,,28,991,51,105
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",571,60,13,31,357,42,68
"Ocupantes presentes (047)",2600,257,48,114,1660,212,309
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",124,41,,,44,23,16
"Ocupantes presentes (050)",394,119,,,142,71,62
"Otro tipo",,,,,,,
"Viviendas particulares (052)",32,3,,,20,5,4
"Ocupantes presentes (053)",89,9,,,51,13,16
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",19370,134,1439,229,16062,891,615
"Ocupantes presentes (056)",99181,532,7348,1208,83113,3837,3143
"Casa independiente",,,,,,,
"Viviendas particulares (058)",7783,53,1022,89,5785,456,378
"Ocupantes presentes (059)",40378,208,5542,473,29792,2307,2056
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",11567,81,417,140,10270,424,235
"Ocupantes presentes (071)",58766,324,1806,735,53310,1510,1081
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",15,,,,4,9,2
"Ocupantes presentes (077)",30,,,,6,18,6
"Otro tipo",,,,,,,
"Viviendas particulares (079)",5,,,,3,2,
"Ocupantes presentes (080)",7,,,,5,2,
