"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PICOTA (000)",37721,9055,2919,1225,24590
"Menos de 1 año (001)",788,521,61,18,189
"De 1 a 14 años (002)",12521,6447,997,308,4791
"De 15 a 29 años (003)",9803,1400,571,294,7550
"De 30 a 44 años (004)",7702,409,777,317,6229
"De 45 a 64 años (005)",5063,206,411,217,4232
"De 65 y mas años (006)",1844,72,102,71,1599
"Hombres (008)",20001,4484,1498,702,13358
"Menos de 1 año (009)",392,261,32,12,87
"De 1 a 14 años (010)",6474,3324,524,172,2467
"De 15 a 29 años (011)",5044,592,236,160,4062
"De 30 a 44 años (012)",4222,166,399,185,3492
"De 45 a 64 años (013)",2944,113,255,134,2444
"De 65 y mas años (014)",925,28,52,39,806
"Mujeres (016)",17720,4571,1421,523,11232
"Menos de 1 año (017)",396,260,29,6,102
"De 1 a 14 años (018)",6047,3123,473,136,2324
"De 15 a 29 años (019)",4759,808,335,134,3488
"De 30 a 44 años (020)",3480,243,378,132,2737
"De 45 a 64 años (021)",2119,93,156,83,1788
"De 65 y mas años (022)",919,44,50,32,793
,,,,,
"URBANA (024)",23482,5467,2623,1040,14412
"Menos de 1 año (025)",433,292,52,13,77
"De 1 a 14 años (026)",7278,3792,895,268,2342
"De 15 a 29 años (027)",5957,927,504,247,4288
"De 30 a 44 años (028)",5142,264,712,273,3921
"De 45 a 64 años (029)",3393,143,365,183,2705
"De 65 y mas años (030)",1279,49,95,56,1079
"Hombres (032)",12255,2684,1348,595,7661
"Menos de 1 año (033)",216,143,26,9,38
"De 1 a 14 años (034)",3779,1959,469,150,1211
"De 15 a 29 años (035)",2934,389,213,133,2202
"De 30 a 44 años (036)",2742,93,364,157,2146
"De 45 a 64 años (037)",1962,85,228,115,1536
"De 65 y mas años (038)",622,15,48,31,528
"Mujeres (040)",11227,2783,1275,445,6751
"Menos de 1 año (041)",217,149,26,4,39
"De 1 a 14 años (042)",3499,1833,426,118,1131
"De 15 a 29 años (043)",3023,538,291,114,2086
"De 30 a 44 años (044)",2400,171,348,116,1775
"De 45 a 64 años (045)",1431,58,137,68,1169
"De 65 y mas años (046)",657,34,47,25,551
,,,,,
"RURAL (048)",14239,3588,296,185,10178
"Menos de 1 año (049)",355,229,9,5,112
"De 1 a 14 años (050)",5243,2655,102,40,2449
"De 15 a 29 años (051)",3846,473,67,47,3262
"De 30 a 44 años (052)",2560,145,65,44,2308
"De 45 a 64 años (053)",1670,63,46,34,1527
"De 65 y mas años (054)",565,23,7,15,520
"Hombres (056)",7746,1800,150,107,5697
"Menos de 1 año (057)",176,118,6,3,49
"De 1 a 14 años (058)",2695,1365,55,22,1256
"De 15 a 29 años (059)",2110,203,23,27,1860
"De 30 a 44 años (060)",1480,73,35,28,1346
"De 45 a 64 años (061)",982,28,27,19,908
"De 65 y mas años (062)",303,13,4,8,278
"Mujeres (064)",6493,1788,146,78,4481
"Menos de 1 año (065)",179,111,3,2,63
"De 1 a 14 años (066)",2548,1290,47,18,1193
"De 15 a 29 años (067)",1736,270,44,20,1402
"De 30 a 44 años (068)",1080,72,30,16,962
"De 45 a 64 años (069)",688,35,19,15,619
"De 65 y mas años (070)",262,10,3,7,242
