"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia YUNGAY",,,,,,,,,
"Viviendas particulares (001)",12784,629,11992,63,32,19,30,4,15
"Ocupantes presentes (002)",54181,2573,51037,241,99,69,104,12,46
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",12628,619,11868,62,21,17,24,4,13
"Ocupantes presentes (005)",53577,2537,50542,238,66,59,82,12,41
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",9,6,3,,,,,,
"Ocupantes presentes (008)",36,23,13,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",22,3,19,,,,,,
"Ocupantes presentes (011)",87,11,76,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",15,1,13,,,1,,,
"Ocupantes presentes (014)",50,2,42,,,6,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",105,,87,1,11,,6,,
"Ocupantes presentes (017)",420,,362,3,33,,22,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,,,,1,,,2
"Ocupantes presentes (020)",9,,,,,4,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,2,,,,,,
"Ocupantes presentes (023)",2,,2,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2972,444,2444,56,4,7,8,2,7
"Ocupantes presentes (029)",12560,1815,10443,207,11,34,27,9,14
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2923,434,2409,56,4,5,8,2,5
"Ocupantes presentes (032)",12378,1779,10312,207,11,24,27,9,9
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",9,6,3,,,,,,
"Ocupantes presentes (035)",36,23,13,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",22,3,19,,,,,,
"Ocupantes presentes (038)",87,11,76,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",15,1,13,,,1,,,
"Ocupantes presentes (041)",50,2,42,,,6,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,,,,1,,,2
"Ocupantes presentes (047)",9,,,,,4,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9812,185,9548,7,28,12,22,2,8
"Ocupantes presentes (056)",41621,758,40594,34,88,35,77,3,32
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9705,185,9459,6,17,12,16,2,8
"Ocupantes presentes (059)",41199,758,40230,31,55,35,55,3,32
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",105,,87,1,11,,6,,
"Ocupantes presentes (071)",420,,362,3,33,,22,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,2,,,,,,
"Ocupantes presentes (077)",2,,2,,,,,,
"Otro tipo",,,,,,,,,
