"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PADRE ABAD (000)",11359,15,68,255,674,2083,5165,3099
"De 12 a 14 años (001)",48,,,,,,9,39
"De 15 a 19 años (002)",767,,,,,,454,313
"De 20 a 24 años (003)",1698,,,,,6,1070,622
"De 25 a 29 años (004)",1761,,,,,80,1170,511
"De 30 a 34 años (005)",1595,,,,,237,967,391
"De 35 a 39 años (006)",1597,,,,16,422,852,307
"De 40 a 44 años (007)",1292,,,1,73,494,454,270
"De 45 a 49 años (008)",853,,,2,113,411,161,166
"De 50 y más años (009)",1748,15,68,252,472,433,28,480
"PEA (010)",4140,2,8,78,284,923,1707,1138
"De 12 a 14 años (011)",6,,,,,,1,5
"De 15 a 19 años (012)",189,,,,,,107,82
"De 20 a 24 años (013)",524,,,,,3,305,216
"De 25 a 29 años (014)",602,,,,,31,365,206
"De 30 a 34 años (015)",536,,,,,87,317,132
"De 35 a 39 años (016)",659,,,,8,199,322,130
"De 40 a 44 años (017)",618,,,1,40,248,200,129
"De 45 a 49 años (018)",401,,,2,60,180,79,80
"De 50 y más años (019)",605,2,8,75,176,175,11,158
"Ocupada (020)",4032,2,8,76,278,909,1659,1100
"De 12 a 14 años (021)",6,,,,,,1,5
"De 15 a 19 años (022)",181,,,,,,104,77
"De 20 a 24 años (023)",499,,,,,3,288,208
"De 25 a 29 años (024)",584,,,,,31,355,198
"De 30 a 34 años (025)",521,,,,,84,310,127
"De 35 a 39 años (026)",644,,,,8,195,316,125
"De 40 a 44 años (027)",611,,,1,40,245,197,128
"De 45 a 49 años (028)",397,,,2,59,179,78,79
"De 50 y más años (029)",589,2,8,73,171,172,10,153
"Desocupada (030)",108,,,2,6,14,48,38
"De 15 a 19 años (032)",8,,,,,,3,5
"De 20 a 24 años (033)",25,,,,,,17,8
"De 25 a 29 años (034)",18,,,,,,10,8
"De 30 a 34 años (035)",15,,,,,3,7,5
"De 35 a 39 años (036)",15,,,,,4,6,5
"De 40 a 44 años (037)",7,,,,,3,3,1
"De 45 a 49 años (038)",4,,,,1,1,1,1
"De 50 y más años (039)",16,,,2,5,3,1,5
"No PEA (040)",7219,13,60,177,390,1160,3458,1961
"De 12 a 14 años (041)",42,,,,,,8,34
"De 15 a 19 años (042)",578,,,,,,347,231
"De 20 a 24 años (043)",1174,,,,,3,765,406
"De 25 a 29 años (044)",1159,,,,,49,805,305
"De 30 a 34 años (045)",1059,,,,,150,650,259
"De 35 a 39 años (046)",938,,,,8,223,530,177
"De 40 a 44 años (047)",674,,,,33,246,254,141
"De 45 a 49 años (048)",452,,,,53,231,82,86
