"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CHURCAMPA (000)",11107,10552,30,1687,1684,1530,2701,1869,825,226,555,43048
"De 12 a 14 años (001)",14,6,,5,1,,,,,,8,7
"De 15 a 19 años (002)",404,363,3,297,52,6,5,,,,41,439
"De 20 a 24 años (003)",1268,1072,3,515,385,128,37,4,,,196,1850
"De 25 a 29 años (004)",1302,1171,1,250,349,299,235,32,5,,131,3079
"De 30 a 34 años (005)",1247,1198,1,156,263,266,372,126,14,,49,4023
"De 35 a 39 años (006)",1231,1182,3,89,167,197,426,236,53,11,49,4983
"De 40 a 44 años (007)",1095,1070,2,65,85,119,319,294,155,31,25,5565
"De 45 a 49 años (008)",984,973,2,60,74,111,277,272,129,48,11,5148
"De 50 y más años (009)",3562,3517,15,250,308,404,1030,905,469,136,45,17954
"PEA (010)",3444,3191,9,484,576,498,800,521,246,57,253,12755
"De 12 a 14 años (011)",1,1,,,1,,,,,,,2
"De 15 a 19 años (012)",70,63,,50,10,2,1,,,,7,80
"De 20 a 24 años (013)",357,275,2,123,99,38,13,,,,82,489
"De 25 a 29 años (014)",442,362,,84,111,90,67,9,1,,80,922
"De 30 a 34 años (015)",486,456,1,77,117,102,117,38,4,,30,1405
"De 35 a 39 años (016)",456,424,2,45,90,73,126,71,13,4,32,1599
"De 40 a 44 años (017)",370,359,1,30,39,43,111,81,47,7,11,1738
"De 45 a 49 años (018)",343,339,,22,26,49,109,79,40,14,4,1719
"De 50 y más años (019)",919,912,3,53,83,101,256,243,141,32,7,4801
"Ocupada (020)",3388,3150,9,473,562,494,794,516,245,57,238,12637
"De 12 a 14 años (021)",1,1,,,1,,,,,,,2
