"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YUNGAY (000)",39752,3631,2163,900,33074
"Conviviente (001)",9289,520,460,96,8214
"Separado(a) (002)",1017,31,28,8,950
"Casado(a) (003)",12997,517,964,222,11302
"Viudo(a) (004)",2003,59,94,26,1824
"Divorciado(a) (005)",109,4,11,6,88
"Soltero(a) (006)",14337,2500,606,542,10696
"Hombres (008)",19458,1664,1097,596,16114
"Conviviente (009)",4549,157,230,61,4101
"Separado(a) (010)",222,2,11,3,206
"Casado(a) (011)",6453,200,514,142,5605
"Viudo(a) (012)",496,15,28,9,444
"Divorciado(a) (013)",33,1,5,4,23
"Soltero(a) (014)",7705,1289,309,377,5735
"Mujeres (016)",20294,1967,1066,304,16960
"Conviviente (017)",4740,363,230,35,4113
"Separado(a) (018)",795,29,17,5,744
"Casado(a) (019)",6544,317,450,80,5697
"Viudo(a) (020)",1507,44,66,17,1380
"Divorciado(a) (021)",76,3,6,2,65
"Soltero(a) (022)",6632,1211,297,165,4961
,,,,,
"URBANA (024)",10331,558,1513,712,7559
"Conviviente (025)",2506,107,326,62,2012
"Separado(a) (026)",340,11,18,3,308
"Casado(a) (027)",2807,67,668,124,1954
"Viudo(a) (028)",459,8,63,18,370
"Divorciado(a) (029)",38,,8,2,28
"Soltero(a) (030)",4181,365,430,503,2887
"Hombres (032)",5164,255,752,485,3682
"Conviviente (033)",1215,35,157,42,981
"Separado(a) (034)",79,1,7,1,70
"Casado(a) (035)",1408,30,346,82,956
"Viudo(a) (036)",112,3,21,5,83
"Divorciado(a) (037)",18,,5,1,12
"Soltero(a) (038)",2332,186,216,354,1580
"Mujeres (040)",5167,303,761,227,3877
"Conviviente (041)",1291,72,169,20,1031
"Separado(a) (042)",261,10,11,2,238
"Casado(a) (043)",1399,37,322,42,998
"Viudo(a) (044)",347,5,42,13,287
"Divorciado(a) (045)",20,,3,1,16
"Soltero(a) (046)",1849,179,214,149,1307
,,,,,
"RURAL (048)",29421,3073,650,188,25515
"Conviviente (049)",6783,413,134,34,6202
"Separado(a) (050)",677,20,10,5,642
"Casado(a) (051)",10190,450,296,98,9348
"Viudo(a) (052)",1544,51,31,8,1454
"Divorciado(a) (053)",71,4,3,4,60
"Soltero(a) (054)",10156,2135,176,39,7809
"Hombres (056)",14294,1409,345,111,12432
"Conviviente (057)",3334,122,73,19,3120
"Separado(a) (058)",143,1,4,2,136
"Casado(a) (059)",5045,170,168,60,4649
"Viudo(a) (060)",384,12,7,4,361
"Divorciado(a) (061)",15,1,,3,11
"Soltero(a) (062)",5373,1103,93,23,4155
"Mujeres (064)",15127,1664,305,77,13083
"Conviviente (065)",3449,291,61,15,3082
"Separado(a) (066)",534,19,6,3,506
"Casado(a) (067)",5145,280,128,38,4699
"Viudo(a) (068)",1160,39,24,4,1093
"Divorciado(a) (069)",56,3,3,1,49
"Soltero(a) (070)",4783,1032,83,16,3654
